rank,rank_lowconf,fund_code,fund_name,score,signal,confidence,age_months,age_group,coverage,as_of
1.0,,004320,前海开源沪港深乐享生活,1.9024776177579454,ret_12m,main,112.4,full,1.0,2026-09-23
2.0,,002910,易方达供给改革混合,1.8622147201225001,ret_12m,main,115.9,full,1.0,2026-09-23
3.0,,005844,东方人工智能主题混合A,1.766700886991253,ret_12m,main,99.5,full,1.0,2026-09-23
4.0,,013840,银华集成电路混合A,1.7605977218740363,ret_12m,main,57.5,full,1.0,2026-09-23
5.0,,021179,易方达产业机遇混合A,1.7483903890568104,ret_12m,main,24.8,short,1.0,2026-09-23
6.0,,011369,华商均衡成长混合A,1.6186445965891303,ret_12m,main,65.5,full,1.0,2026-09-23
7.0,,001480,财通成长优选混合A,1.576806397270754,ret_12m,main,134.8,full,1.0,2026-09-23
8.0,,481015,工银主题策略混合A,1.5438529838664015,ret_12m,main,179.0,full,1.0,2026-09-23
9.0,,005825,申万菱信智能驱动股票A,1.5356270397113798,ret_12m,main,99.4,full,1.0,2026-09-23
10.0,,005119,银华智荟内在价值灵活配置混合发起A,1.5312815666337314,ret_12m,main,107.8,full,1.0,2026-09-23
11.0,,006502,财通集成电路产业股票A,1.5129956100696464,ret_12m,main,93.8,full,1.0,2026-09-23
12.0,,018358,华富数字经济混合A,1.5009104268601647,ret_12m,main,39.1,full,1.0,2026-09-23
13.0,,007490,南方信息创新混合A,1.4887256944884828,ret_12m,main,87.2,full,1.0,2026-09-23
14.0,,001198,东方惠新灵活配置混合A,1.479946699046657,ret_12m,main,137.1,full,1.0,2026-09-23
15.0,,001411,诺安创新驱动混合A,1.434093753471399,ret_12m,main,135.2,full,1.0,2026-09-23
16.0,,720001,财通价值动量混合A,1.4308105643763254,ret_12m,main,177.7,full,1.0,2026-09-23
17.0,,162214,宏利领先中小盘混合,1.428599037836554,ret_12m,main,187.9,full,1.0,2026-09-23
18.0,,014736,创金合信专精特新股票发起A,1.3967067686517702,ret_12m,main,55.9,full,1.0,2026-09-23
19.0,,110005,易方达积极成长混合,1.371904588927284,ret_12m,main,264.4,full,1.0,2026-09-23
20.0,,005628,汇安趋势动力股票A,1.3646751510834405,ret_12m,main,101.0,full,1.0,2026-09-23
21.0,,001170,宏利复兴混合A,1.3382287020890682,ret_12m,main,137.1,full,1.0,2026-09-23
22.0,,011891,易方达先锋成长混合A,1.3362900774538264,ret_12m,main,60.0,full,1.0,2026-09-23
23.0,,001184,易方达新常态混合A,1.3358888677203766,ret_12m,main,136.8,full,1.0,2026-09-23
24.0,,001437,易方达瑞享混合I,1.3319943842423387,ret_12m,main,134.9,full,1.0,2026-09-23
25.0,,013107,华夏先进制造龙头混合A,1.3191741275203586,ret_12m,main,58.2,full,1.0,2026-09-23
26.0,,008528,华泰柏瑞质量成长A,1.2873941361705392,ret_12m,main,78.2,full,1.0,2026-09-23
27.0,,002289,华商改革创新股票A,1.2787130536001299,ret_12m,main,102.7,full,1.0,2026-09-23
28.0,,010115,易方达远见成长混合A,1.2754978473020655,ret_12m,main,66.6,full,1.0,2026-09-23
29.0,,005903,宏利绩优混合A,1.2695301669236372,ret_12m,main,99.4,full,1.0,2026-09-23
30.0,,002125,广发新兴成长混合A,1.2536386365592054,ret_12m,main,108.3,full,1.0,2026-09-23
31.0,,162201,宏利成长混合,1.2492167822680544,ret_12m,main,281.0,full,1.0,2026-09-23
32.0,,001753,红土创新新兴产业混合A,1.2441579766250261,ret_12m,main,132.0,full,1.0,2026-09-23
33.0,,021626,华富半导体产业混合发起式A,1.2409486850323397,ret_12m,main,22.0,short,1.0,2026-09-23
34.0,,020469,长城半导体混合发起式A,1.2234800075751422,ret_12m,main,30.9,short,1.0,2026-09-23
35.0,,016500,华夏半导体龙头混合发起A,1.2185971787880643,ret_12m,main,48.1,full,1.0,2026-09-23
36.0,,630001,华商领先企业混合,1.2168074292500637,ret_12m,main,232.3,full,1.0,2026-09-23
37.0,,016370,信澳业绩驱动混合A,1.2052218089918796,ret_12m,main,49.0,full,1.0,2026-09-23
38.0,,010415,华泰柏瑞质量精选混合A,1.18774505135536,ret_12m,main,65.8,full,1.0,2026-09-23
39.0,,019829,华夏数字产业混合A,1.1817844258905654,ret_12m,main,30.0,short,1.0,2026-09-23
40.0,,519770,交银优择回报灵活配置混合A,1.176243022157355,ret_12m,main,125.0,full,1.0,2026-09-23
41.0,,002692,富国创新科技混合A,1.1627577594500496,ret_12m,main,123.2,full,1.0,2026-09-23
42.0,,519773,交银数据产业灵活配置混合A,1.1419737138689303,ret_12m,main,121.2,full,1.0,2026-09-23
43.0,,540010,汇丰晋信科技先锋股票,1.1418292888771413,ret_12m,main,181.9,full,1.0,2026-09-23
44.0,,001723,华商新动力混合A,1.1410933636514202,ret_12m,main,132.2,full,1.0,2026-09-23
45.0,,006265,红土创新新科技股票A,1.1375835468835622,ret_12m,main,96.3,full,1.0,2026-09-23
46.0,,005819,国泰优势行业混合A,1.1229944792637827,ret_12m,main,100.2,full,1.0,2026-09-23
47.0,,024592,圆信永丰科技驱动混合发起A,1.1224270621847423,ret_12m,main,14.7,short,1.0,2026-09-23
48.0,,018776,金信精选成长混合A,1.119222533376731,ret_12m,main,36.3,full,1.0,2026-09-23
49.0,,008555,华商龙头优势混合,1.1162660122505899,ret_12m,main,76.1,full,1.0,2026-09-23
50.0,,010335,华宝竞争优势混合A,1.1142275885969846,ret_12m,main,69.5,full,1.0,2026-09-23
