rank_main,fund_code,fund_name,score_main,rank_style_neutral,style_neutral_score,rank_sector_neutral,sector_neutral_score,beta_mkt,beta_size,beta_金融地产,beta_消费,beta_医药,beta_科技,beta_制造,beta_周期,age_months,age_group,coverage,as_of
20.0,005628,汇安趋势动力股票A,1.3646751510834405,20.0,0.9925015298953082,21.0,0.8095658900911733,1.4221103192563558,1.5999604689629285,0.8386830603542454,-0.3128228357394862,-0.9285317956992972,0.03029638874390639,0.7661397315530789,0.2889207886298265,101.0,full,1.0,2026-09-23
21.0,001170,宏利复兴混合A,1.3382287020890682,25.0,0.8515590882683686,28.0,0.7018540638744798,1.9508953237388,0.6399041852250194,1.0091633119403325,-0.5744017036656424,-0.42530952479924766,-0.25255309597291764,1.089113354960394,-0.16972500699984483,137.1,full,1.0,2026-09-23
22.0,011891,易方达先锋成长混合A,1.3362900774538264,32.0,0.7888054277186894,57.0,0.5702031660213196,2.1133306085654806,0.8002087824278445,1.0711432770962395,-0.5011017859399096,-0.632227501857332,-0.21435391410937843,1.3156722912448369,-0.24634498838041163,60.0,full,1.0,2026-09-23
23.0,001184,易方达新常态混合A,1.3358888677203766,22.0,0.9167227533615523,24.0,0.7614446787051339,1.7017649679204934,0.8515040079094656,0.8811452128514865,-0.5688309232787021,-0.47698444984186383,-0.041319668969216794,1.0290315201786153,-0.13254521663982605,136.8,full,1.0,2026-09-23
24.0,001437,易方达瑞享混合I,1.3319943842423387,29.0,0.8172500908512204,52.0,0.5788606009421216,2.012118876894117,0.7917976355584058,0.9425898498839769,-0.5498002632563338,-0.6375697088181485,-0.19518698527081646,1.2960142803282626,-0.24422477698733097,134.9,full,1.0,2026-09-23
25.0,013107,华夏先进制造龙头混合A,1.3191741275203586,24.0,0.881122973680149,22.0,0.7936942531617973,1.7912037903755214,0.6805840357615984,1.025879459859988,-0.3724514982327941,-0.5972992514409984,-0.052932692435367024,0.7060613834837706,0.09731350695115601,58.2,full,1.0,2026-09-23
26.0,008528,华泰柏瑞质量成长A,1.2873941361705392,46.0,0.7161701092616497,50.0,0.5848678572534186,2.1796330981069976,0.8463989664594194,1.1460597688251237,-0.7592768074091645,-0.48824110570033175,-0.20033326618862912,1.2404658220844647,-0.2039129653968108,78.2,full,1.0,2026-09-23
27.0,002289,华商改革创新股票A,1.2787130536001299,21.0,0.9710170818870871,18.0,0.8431249100283807,1.297284424647731,1.1617930514295403,0.8688944579891666,-0.13383770435339792,-0.7796951235216194,0.2547505195571699,0.6295025236420437,0.2653191571931719,102.7,full,1.0,2026-09-23
28.0,010115,易方达远见成长混合A,1.2754978473020655,44.0,0.7330936436344059,70.0,0.5208922488024088,2.0976667343257853,0.7986685232881401,1.0619892337666728,-0.5229374574939732,-0.6216356494312917,-0.20874432888723882,1.2927285941351148,-0.23793029961460085,66.6,full,1.0,2026-09-23
29.0,005903,宏利绩优混合A,1.2695301669236372,33.0,0.7852238268927372,36.0,0.6455202592281184,1.9488725656802672,0.6093990923409682,1.0280398229200545,-0.5235833111103556,-0.42097144561803745,-0.2693800376943637,1.0506754450789462,-0.13040094575729383,99.4,full,1.0,2026-09-23
30.0,002125,广发新兴成长混合A,1.2536386365592054,36.0,0.7741446093615947,67.0,0.5284411282332142,1.903644274863142,0.7799339304779083,0.8784945241086557,-0.5352205244160707,-0.5918097882890893,-0.16109166063013458,1.3046384661647346,-0.25181160214492904,108.3,full,1.0,2026-09-23
31.0,162201,宏利成长混合,1.2492167822680544,37.0,0.7671094743919786,39.0,0.6213110760109132,1.9393280248095401,0.6243779609952458,1.0023085341999518,-0.5458503470783718,-0.42467531561029825,-0.257715612843916,1.0710236003545603,-0.13737562863493313,281.0,full,1.0,2026-09-23
32.0,001753,红土创新新兴产业混合A,1.2441579766250261,39.0,0.757169191667743,77.0,0.5034077481329444,1.876876646963733,1.064467285321641,0.8871069015486261,-0.474768316721491,-0.8718483841734991,-0.1022236585052898,1.229906662029949,0.034986273084860825,132.0,full,1.0,2026-09-23
33.0,021626,华富半导体产业混合发起式A,1.2409486850323397,26.0,0.8318217806107258,31.0,0.6707922691534773,1.5386854095221694,1.596212490961504,0.8834455410788211,-0.4594579904230991,-0.9056373905119605,0.19638542798294523,0.9315737617863606,0.250873083986606,22.0,short,1.0,2026-09-23
34.0,020469,长城半导体混合发起式A,1.2234800075751422,27.0,0.8286169737000408,45.0,0.590634721740861,1.5154603300359568,1.4744405511557828,0.7762770194537023,-0.3062296734043518,-1.08116232468754,0.1990966475121363,0.9449815172616737,0.22815862394440303,30.9,short,1.0,2026-09-23
35.0,016500,华夏半导体龙头混合发起A,1.2185971787880643,30.0,0.8121651088293698,27.0,0.7049192721011199,1.5924493668947732,1.244105314786724,0.9599291103647458,-0.31789339446535125,-0.8785016357926958,0.19327391042081343,0.6788719479491814,0.2965820936340974,48.1,full,1.0,2026-09-23
36.0,630001,华商领先企业混合,1.2168074292500637,23.0,0.9075192718772087,23.0,0.7722385897573827,1.2906507555211546,1.227599577738315,0.861260605874826,-0.1457815883234339,-0.7930403589151505,0.26361575205968124,0.6618860753152271,0.25869687581966855,232.3,full,1.0,2026-09-23
37.0,016370,信澳业绩驱动混合A,1.2052218089918796,68.0,0.6506438627329664,106.0,0.4253137785715708,2.1238868979997303,0.8663865261003272,0.995754023366423,-0.6474422152344769,-0.7027262861295198,-0.14777325808905584,1.347015646750263,-0.20102817785878996,49.0,full,1.0,2026-09-23
38.0,010415,华泰柏瑞质量精选混合A,1.18774505135536,71.0,0.6467578049189217,73.0,0.5157267117090729,2.0798921089843763,0.8741075857683895,1.084883761955144,-0.7602852636662822,-0.5091384999953501,-0.16552644285417395,1.1632014899763046,-0.15979012102703224,65.8,full,1.0,2026-09-23
39.0,019829,华夏数字产业混合A,1.1817844258905654,54.0,0.7011959018732188,41.0,0.6149929137929326,1.9140294055412317,0.7405902837543172,0.99037804193625,-0.7585545372192197,-0.37064108706675913,-0.18128737280172502,0.9806820319160654,-0.06409217921513638,30.0,short,1.0,2026-09-23
40.0,519770,交银优择回报灵活配置混合A,1.176243022157355,43.0,0.7434599632718526,49.0,0.586719415287003,1.7501366897849813,0.8194782694718443,0.947813422301417,-0.3816817301169191,-0.6513565009451849,-0.12795170139151246,0.9136236175347597,0.1042513041361871,125.0,full,1.0,2026-09-23
41.0,002692,富国创新科技混合A,1.1627577594500496,61.0,0.6793775763958307,94.0,0.45673295354042454,1.8859526109615388,0.9490437695855782,0.89372869374632,-0.5693042580000749,-0.6380756977173866,-0.12232107906201939,1.2766041674637694,-0.1289888455954267,123.2,full,1.0,2026-09-23
42.0,519773,交银数据产业灵活配置混合A,1.1419737138689303,42.0,0.7443279347240797,34.0,0.6553540389791872,1.548199873725545,1.3385551767672235,0.8870265928998026,-0.4680539533198502,-0.774960801049127,0.08871411400310547,0.6946779722520169,0.37370677672728075,121.2,full,1.0,2026-09-23
43.0,540010,汇丰晋信科技先锋股票,1.1418292888771413,72.0,0.6453967159914937,78.0,0.5024741643774608,1.9038690398224924,1.0793531201114244,0.9892618465458416,-0.5392162490440294,-0.602299951418435,-0.03831442853444911,1.203687480396454,0.050303495590503566,181.9,full,1.0,2026-09-23
44.0,001723,华商新动力混合A,1.1410933636514202,28.0,0.821078780611761,29.0,0.697177915521936,1.3306108535091214,1.1918659437016987,0.8788505558445019,-0.1638743756088763,-0.7819784792556891,0.24103257277781687,0.6383045203608217,0.2647966326920981,132.2,full,1.0,2026-09-23
45.0,006265,红土创新新科技股票A,1.1375835468835622,69.0,0.6505249107153909,132.0,0.4000006915098937,1.8757601357683844,1.0720259981429312,0.8738116582639417,-0.43702694048487106,-0.9005537085963662,-0.050620313981900256,1.2185102770053424,0.051727438549562604,96.3,full,1.0,2026-09-23
46.0,005819,国泰优势行业混合A,1.1229944792637827,50.0,0.7107344489922922,75.0,0.5128813495543824,1.5881410150991946,1.3719450774507194,0.8705593104677789,-0.3115353747662553,-0.9912771337296271,0.11797296234990895,0.812172367290778,0.15268656034589803,100.2,full,1.0,2026-09-23
47.0,024592,圆信永丰科技驱动混合发起A,1.1224270621847423,76.0,0.6180124430829355,85.0,0.4834113880616149,1.9695147504946053,0.8495378249709642,0.9666203970224854,-0.7428234898170633,-0.47804977425988393,-0.1681468888915092,1.1261484553875079,-0.10320073098758095,14.7,short,1.0,2026-09-23
48.0,018776,金信精选成长混合A,1.119222533376731,31.0,0.7950738272781759,54.0,0.576356655202906,1.1821223520709645,2.105602063813503,0.6590354239790563,-0.21822337171067369,-1.0378667490324571,0.04987195867781713,0.9640276486635276,0.6675116695048006,36.3,full,1.0,2026-09-23
49.0,008555,华商龙头优势混合,1.1162660122505899,82.0,0.6022119182792953,82.0,0.498409219640632,1.9758616069350288,0.9847376808579713,1.1378440179885,-0.6822637086482595,-0.5247164399298229,-0.11593417043926801,1.0354933466876428,-0.08527755857493619,76.1,full,1.0,2026-09-23
50.0,010335,华宝竞争优势混合A,1.1142275885969846,40.0,0.7538532312605593,43.0,0.6117054508724815,1.401767561533533,1.5056279053668444,0.861625254180175,-0.35796019143635194,-0.8214025555862974,0.09710831738251502,0.7315171676276462,0.2795892583485025,69.5,full,1.0,2026-09-23
51.0,000742,国泰新经济灵活配置混合A,1.1059843797423161,55.0,0.6958112320891898,83.0,0.49236070337051174,1.5837645593819558,1.3596668368990381,0.8634643793448316,-0.29861384734120705,-0.9956217532082706,0.11515776786350684,0.8158559940004715,0.1448911370146161,144.2,full,1.0,2026-09-23
52.0,007872,金信稳健策略混合A,1.101110265960418,35.0,0.7829983620478533,58.0,0.5602872360299168,1.1697132626058453,2.068664726278776,0.6552620646144038,-0.20292110455661583,-1.0290814507798451,0.03991577590633999,0.9523569198090499,0.6504057894367801,81.3,full,1.0,2026-09-23
53.0,001105,信澳转型创新股票A,1.0896604049302376,62.0,0.6757904622493103,51.0,0.5843963075077654,1.6047094140376643,1.306757785255101,0.8965968038017575,-0.5248601093823739,-0.6316901522543061,-0.11935187156511795,0.8517494262558618,0.4186486785184259,137.3,full,1.0,2026-09-23
54.0,011488,申万菱信乐享混合A,1.0838676339231386,47.0,0.7154041785104772,32.0,0.6631855714840017,1.462988559952388,1.302753955157844,0.949152894519649,-0.431128013462483,-0.6951526120239442,0.05104727446138413,0.5695125224689138,0.4406731606166232,66.0,full,1.0,2026-09-23
55.0,000390,华商优势行业混合A,1.082864749629513,77.0,0.6146074057033859,76.0,0.5123561377610952,1.836459489366515,0.9606834192866154,0.9839571989683391,-0.7591549978681628,-0.443075675041543,-0.1572939896199157,1.0015227794100934,-0.010563554974694384,153.4,full,1.0,2026-09-23
56.0,001741,广发百发大数据精选混合A,1.0808444389537448,41.0,0.7453647542461597,37.0,0.6353683522815714,1.3214290567410656,1.518363691726466,0.8136263875122879,-0.4512942232325154,-0.7320709988033052,0.08230911032280797,0.7314800332518585,0.4332300625211114,132.3,full,1.0,2026-09-23
57.0,006976,鹏华核心优势混合A,1.0788563842143684,34.0,0.783159303770383,35.0,0.6512336268922517,1.2576396587788807,1.1731534419797542,0.6811959899517841,-0.3995418600397349,-0.7638566585096253,0.12506240348518827,0.6643778836809868,0.4807367127969181,89.7,full,1.0,2026-09-23
58.0,501026,财通多策略福享混合(LOF)A,1.0676469521523524,70.0,0.6488921707520983,69.0,0.5267630301332131,1.681152725370742,0.9608538566019684,0.9182596326683425,-0.550627003629376,-0.531304357498493,-0.11765190990545726,0.9010573624703151,0.09528794772279547,120.1,full,1.0,2026-09-23
59.0,008734,交银科锐科技创新混合A,1.0639905147266586,66.0,0.6540470773507137,53.0,0.5777098745569492,1.6112424845520836,1.2000819939242229,0.8910243775760882,-0.5576979753536339,-0.6134801900197295,0.02889516682425708,0.7543914031913337,0.23567997385172867,80.1,full,1.0,2026-09-23
60.0,310358,申万菱信新经济混合A,1.0638260619362168,56.0,0.6955677416590687,33.0,0.6608985640643554,1.476410638041998,1.2231522516328532,0.9850587899962133,-0.379025456120887,-0.6453242840641449,0.043990413950388385,0.5485330236818343,0.4430214881434804,237.6,full,1.0,2026-09-23
61.0,009707,工银新兴制造混合A,1.0595813810199264,57.0,0.690703184626558,71.0,0.5174616528943909,1.4571852089670145,1.342959555589624,0.8118121541099355,-0.23368966153288734,-0.9131814745385517,0.12437144130128552,0.769254215528965,0.29552925967371535,73.1,full,1.0,2026-09-23
62.0,010912,国泰成长价值混合A,1.0580900813027205,67.0,0.6519047199117547,88.0,0.47305480932720456,1.5739398471087755,1.3444775246658223,0.8824419365285607,-0.3274275884597009,-0.9382663764576381,0.12646283280921622,0.7701824036261701,0.13355195891788685,66.0,full,1.0,2026-09-23
63.0,519158,新华趋势领航混合,1.045756820393326,59.0,0.6813293993292027,48.0,0.5873554202531476,1.3681636419535081,1.7677536152141167,0.7539127377734014,-0.6914138751001104,-0.5470350414669847,0.11322969639501612,1.0608688509329698,0.39338928300893816,156.4,full,1.0,2026-09-23
64.0,001040,新华策略精选股票A,1.0422303826737083,58.0,0.6824937510121627,46.0,0.5880091413417974,1.3543333958708468,1.762753364745449,0.737790799000251,-0.6940076323569746,-0.5679909827574942,0.1308069451741214,1.0399595134595918,0.4122458785638735,137.8,full,1.0,2026-09-23
65.0,013296,民生加银聚优精选混合A,1.042060852743338,63.0,0.6639885470360513,61.0,0.5511074351835855,1.4580456772268504,1.501302692886599,0.8356190383840858,-0.5080918653152973,-0.7369265630805466,0.1810733058748233,0.8566211463714105,0.3018478609176072,59.3,full,1.0,2026-09-23
66.0,001060,前海开源高端装备制造混合A,1.0395560202562852,52.0,0.7094409518811197,44.0,0.5940338210308888,1.247239715637181,1.8429946660643302,0.7600993945648976,-0.36916323504463866,-0.7398497545320651,0.01702684482828265,0.7564074994694024,0.5055622477129817,137.9,full,1.0,2026-09-23
67.0,002256,金信行业优选混合发起式A,1.0390390227901563,45.0,0.7242022401229302,80.0,0.5006849525989785,1.1480544988483357,2.1330995425478783,0.6428269185559987,-0.208200307690255,-1.0264044286290497,0.044089075732458016,0.9870838633622563,0.6842663642100838,125.7,full,1.0,2026-09-23
68.0,009855,中加新兴成长混合A,1.0389680962192012,88.0,0.5765744084099191,134.0,0.39683314282721005,1.846944539046794,0.7972539259347775,0.9494866225118002,-0.4135945120787785,-0.6070369859077234,-0.19174745289575068,1.0162193890714157,-0.05741865954784625,72.2,full,1.0,2026-09-23
69.0,460007,华泰柏瑞行业领先混合,1.0363812256254152,104.0,0.5405450494003501,143.0,0.38854950415831757,1.941564192207281,0.8554360894501634,0.984148298851161,-0.7449260515285254,-0.6207893892127311,-0.06601842505791022,1.0555707958041591,-0.10043858624940033,205.7,full,1.0,2026-09-23
70.0,000017,财通可持续混合A,1.0322393991904026,79.0,0.609338364566641,81.0,0.49970280172566717,1.6933490288034867,0.9654346050650882,0.9177642834353659,-0.6228703612273211,-0.48022244426641203,-0.1287860031094411,0.8992619036371335,0.0635151829271608,161.9,full,1.0,2026-09-23
71.0,180031,银华中小盘混合A,1.0305686645975856,90.0,0.5688703582835157,87.0,0.4742714032682164,1.740855829777195,1.3853021682431437,1.0557401311048062,-0.5709367840019546,-0.5373688507297211,-0.09174707929935033,1.0698235061166546,0.1906833676637541,171.1,full,1.0,2026-09-23
72.0,010389,易方达科益混合A,1.0299618582145849,38.0,0.7604629690516962,38.0,0.6342783474941399,1.2519429231573014,0.7403258040413201,0.9235552510316731,-0.003822070698486002,-0.30374177683727255,-0.032282846850336,0.828166406110538,0.06420648766362422,70.7,full,1.0,2026-09-23
73.0,021937,华安半导体产业股票发起式A,1.0289566596707491,75.0,0.618863496855306,109.0,0.4238354147327268,1.5541745400186846,1.5257070751972244,0.9106378650947227,-0.3921386936052157,-0.8915055169336609,0.03391786571146205,0.9211777524509144,0.15697576792166035,18.4,short,1.0,2026-09-23
74.0,003659,山证资管策略精选混合A,1.0289011737699063,110.0,0.5273641468585369,212.0,0.32483067416200084,1.9600537063053505,0.8519984335205477,0.8852766519550264,-0.7349936501584673,-0.5132399615965287,-0.17796722845515234,1.307734310883059,-0.21190759719374963,116.8,full,1.0,2026-09-23
75.0,011377,创金合信积极成长股票A,1.028652822782898,51.0,0.7096923282316598,42.0,0.6124029166223421,1.2983148073955635,1.3559283386927445,0.7590745420003321,-0.5058439705055637,-0.696834791108213,0.14065821838378467,0.5679817568468561,0.2869335314913739,67.4,full,1.0,2026-09-23
76.0,012696,同泰数字经济股票A,1.023000627908539,100.0,0.553316859432174,141.0,0.38920532862138557,1.8389891798781808,0.9716887613366665,1.0322056092479766,-0.3777506612576361,-0.6555110412491866,-0.038988723011521786,1.0626215749635621,-0.04258145096734822,61.9,full,1.0,2026-09-23
77.0,519087,新华优选分红混合A,1.0184777124377824,60.0,0.6805277097717966,55.0,0.575898165443941,1.303686286466655,1.6626289597688193,0.7127536796322811,-0.6404205808878242,-0.5488176059367537,0.11697435806149026,0.9984948498758063,0.38047768908143004,252.2,full,1.0,2026-09-23
78.0,017102,大摩数字经济混合A,1.0177852188130978,109.0,0.5285180549204105,150.0,0.383523062502249,1.9338181894224489,0.7826610004869385,0.9901772298530525,-0.5299014386441954,-0.5123941899277675,-0.163592610018663,1.1215386266436655,-0.0388779662235014,42.7,full,1.0,2026-09-23
79.0,257070,国联安优选行业混合A,1.0147310739314368,114.0,0.5215660119797335,129.0,0.40116276542959306,1.9024423209041637,1.0294229172867475,0.9747126414884586,-0.7550267044110006,-0.574383838451192,-0.20599982320568655,1.0168553394662951,0.10323740108429669,184.0,full,1.0,2026-09-23
80.0,010391,易方达战略新兴产业股票A,1.00658854762071,86.0,0.5792617178166356,107.0,0.42422659409949737,1.7505489733516908,0.720286632236548,0.9703211947583295,-0.3681562260006999,-0.5888729409869761,-0.08071176220984977,0.8982634188982229,-0.0512043635884363,68.3,full,1.0,2026-09-23
81.0,018815,方正富邦核心优势混合A,1.0058387966995297,120.0,0.5082533746842848,47.0,0.5877233850179406,1.7934846821385162,1.7245215057506922,1.3306251973564656,-0.8287396045844221,-0.42494421043934927,0.03405128428286042,0.7107076768538647,0.24317283750084065,32.3,short,1.0,2026-09-23
82.0,501201,红土创新科技创新股票(LOF)A,1.004971890856973,123.0,0.5033532366642768,284.0,0.2729032249535106,1.9249439319123935,1.0521457890796948,0.9239306135878798,-0.45025910646810396,-0.8823546069219991,-0.07402409593515469,1.1891778052136448,0.06693647176275891,74.0,full,1.0,2026-09-23
83.0,007349,华夏科技创新混合A,1.0038196340132837,78.0,0.6098884366147872,62.0,0.5485002655815978,1.6608133177302171,0.6352960257186109,1.0254578533123284,-0.2763940422166893,-0.4637068469509489,-0.036732419917869796,0.6470538019057073,0.09217828594722074,88.6,full,1.0,2026-09-23
84.0,006081,海富通电子传媒股票A,1.0037761903047153,121.0,0.5046147421077418,154.0,0.37878004828182577,1.9416134217421437,0.9141873472033759,1.0458068138028724,-0.5356418419972127,-0.537292487265342,-0.11572026835003935,1.0785065745068219,-0.04343791659924723,92.9,full,1.0,2026-09-23
85.0,009085,银华丰享一年持有期混合,1.002774306646042,126.0,0.5030377217937341,108.0,0.42408449981353025,1.8724678503023293,1.315715736177873,1.1686369092857538,-0.5616875599443358,-0.4834105394547671,-0.11434006669540497,1.1124191007097768,0.08918952658613838,76.8,full,1.0,2026-09-23
86.0,013721,信澳景气优选混合A,1.0022384448436559,94.0,0.5647885425775707,64.0,0.5386022945703453,1.6597563677475564,1.4138169631628288,0.9920847952413576,-0.6110877026031194,-0.5285535944511436,-0.06294291156966703,0.9059439211247922,0.5061589781504089,57.1,full,1.0,2026-09-23
87.0,016372,信澳匠心严选一年持有混合A,0.997893130475016,91.0,0.5661333142685768,66.0,0.5295120735815506,1.6435961171750468,1.4042636062905443,0.9733784501693121,-0.5943146370594035,-0.5505560267108917,-0.05875601090571303,0.9034363328562857,0.5044060863903335,48.5,full,1.0,2026-09-23
88.0,012456,鹏扬数字经济先锋混合A,0.9953583648839635,99.0,0.5563144623884996,91.0,0.4687658060983029,1.7170632770234457,1.1177939255527132,1.0215496006862186,-0.46077385258363374,-0.5839040912147482,0.017931843975505957,0.9096160305617592,0.1666780763059937,60.5,full,1.0,2026-09-23
89.0,168401,红土精选混合(LOF)A,0.994541490266541,128.0,0.5017810747022441,314.0,0.2568148228726095,1.8953318821935483,1.0624801027423845,0.8967056347401505,-0.4150160960082787,-0.9008698132942171,-0.0784320234555369,1.2062396530030626,0.07727525785242575,116.8,full,1.0,2026-09-23
90.0,023313,国泰聚鑫量化选股混合发起A,0.9909488753549383,48.0,0.714689873392457,40.0,0.6168125387489981,1.1706393675638689,1.320455437290271,0.7635707354969047,-0.2653078662114576,-0.6569410753670006,0.07237350320243585,0.5213274525572564,0.40035717779503366,12.7,short,0.996,2026-09-23
91.0,007639,汇添富竞争优势灵活配置混合,0.9834121914252683,64.0,0.6603757310109544,59.0,0.5599133752554888,1.2783069034710386,1.5415160650798077,0.7986114552185931,-0.45353901611210345,-0.6626725297358678,0.032302384298307674,0.5886097038556007,0.28095748724401737,84.6,full,1.0,2026-09-23
92.0,018287,信澳优势产业混合A,0.9781891775454012,102.0,0.5439422213056162,72.0,0.5170144631451703,1.6492553031457267,1.416387760022433,0.9818946173732508,-0.6187388402410517,-0.5350756586830867,-0.04863158817084712,0.9004652805695368,0.5073196094293853,39.9,full,1.0,2026-09-23
93.0,010622,恒越成长精选混合A,0.9778288059483227,135.0,0.4920927043419404,136.0,0.39546476329702585,1.7859537727292025,1.556793677278424,1.10920345805223,-0.6173647251943639,-0.7879090212742422,0.02553559152121565,0.9766962033277615,0.304673595745814,67.4,full,1.0,2026-09-23
94.0,011899,长安鑫瑞科技6个月定开混合A,0.9752909692562863,147.0,0.4696591817516308,372.0,0.23434469057624185,2.0122136795127155,0.6294969061683404,0.9334571652309271,-0.43123340775320496,-0.658033798794387,-0.12144210171233838,1.2433199611982524,-0.25351793565110825,63.7,full,1.0,2026-09-23
95.0,200012,长城中小盘成长混合A,0.9747528273486505,80.0,0.6070078201028543,68.0,0.5271857433312537,1.4321067517147066,1.4647709407768046,0.8733827938417882,-0.8263710324628751,-0.6459658256639089,-0.052850845279354686,0.6776271202825603,0.3769061057843527,187.9,full,1.0,2026-09-23
