factor_set,variant,t_date,regime,r_gross,r_net,pool_ret,pool_ret_net,nav_gross,nav_net
size_growth_sector,orig_all,2015-04-30,bull,0.0,-0.00024999999999997247,0.12047294705564458,0.12021298570606209,1.0,0.99975
size_growth_sector,orig_all,2015-05-29,bull,0.20387157007062268,0.20357060217810496,0.1702299269876139,0.1698572790057835,1.2038715700706226,1.2032697095275604
size_growth_sector,orig_all,2015-06-30,bull,-0.17967848711802253,-0.179883567496243,-0.11845862088991652,-0.11872489174419254,0.9875617476759346,0.9868212615175748
size_growth_sector,orig_all,2015-07-31,bull,-0.1784155689522691,-0.178620965060031,-0.11759315101411079,-0.11782324458215065,0.8113653565888356,0.8105542954435483
size_growth_sector,orig_all,2015-08-31,bull,-0.13184829550401161,-0.1320653334301356,-0.10672464407124585,-0.10690928716931292,0.704388217291593,0.7035081721525674
size_growth_sector,orig_all,2015-09-30,bull,0.005550829529358447,0.005299441821976059,-0.0034214717818626126,-0.0035665525083813376,0.7082981562082673,0.7072363727821747
size_growth_sector,orig_all,2015-10-30,bull,0.151956843052051,0.15070888980541142,0.12725508028596794,0.12700996596344072,0.8159289079652641,0.8138231813541823
size_growth_sector,orig_all,2015-11-30,bull,0.07461747808293516,0.07345330914834536,0.05518302016847872,0.054993495236811185,0.8768114653725954,0.873601187086281
size_growth_sector,orig_all,2015-12-31,bull,0.04159398245903154,0.040465588978034095,0.034793600637231255,0.03461851182297759,0.9132815460831808,0.9089519736536371
size_growth_sector,orig_all,2016-01-29,mix,-0.22828900499233049,-0.22912502523692213,-0.20336814959161117,-0.203638980057799,0.7047894106499942,0.7006883297510973
size_growth_sector,orig_all,2016-02-29,mix,-0.01790513943804026,-0.01896907553698235,-0.017354311028180528,-0.017552273172559807,0.6921700579778518,0.6873969198961667
size_growth_sector,orig_all,2016-03-31,mix,0.13271122191521043,0.13148411809146898,0.11099033292873164,0.11071543039435472,0.7840287921452146,0.7777786976875063
size_growth_sector,orig_all,2016-04-29,mix,-0.010271364634593853,-0.011343570656239699,-0.011414223806501818,-0.01174529060349394,0.7759757465370709,0.76895591007537
size_growth_sector,orig_all,2016-05-31,bear,0.004259216603610213,0.003171269118956266,0.0017799843945536119,0.0013535139952918218,0.7792807953207204,0.771394476206831
size_growth_sector,orig_all,2016-06-30,bear,0.034766657183180526,0.033645659971232256,0.03822296711128016,0.03764724188633406,0.8063737835810721,0.7973485524569729
size_growth_sector,orig_all,2016-07-29,bear,0.0017588701557382548,0.0006736313797361948,-0.001349981174338771,-0.001688903474772463,0.8077920903633826,0.7978856714624951
size_growth_sector,orig_all,2016-08-31,bear,0.020235687429669347,0.019130432101620576,0.019018221799253613,0.018813310354274027,0.8241383186121353,0.8131495691252644
size_growth_sector,orig_all,2016-09-30,mix,-0.0005577083803984743,-0.0016404375296530382,-0.008042168216531774,-0.008180405646148858,0.8236786897652377,0.8118156480548501
size_growth_sector,orig_all,2016-10-31,mix,0.014126814323333556,0.013028176941149994,0.013386264918724685,0.013311314345967773,0.8353146456776379,0.822392125961303
size_growth_sector,orig_all,2016-11-30,mix,0.009747453501791159,0.008653560427164253,0.00922253741500714,0.00908498006760916,0.8434568363457459,0.8295087459181332
size_growth_sector,orig_all,2016-12-30,mix,-0.02959303436673059,-0.030644308579499957,-0.036242258068097666,-0.03643805262811328,0.8184963892009124,0.8040890239388239
size_growth_sector,orig_all,2017-01-26,mix,-0.005909414795442815,-0.006986346262747745,-0.0033888821805812923,-0.0035455085137007236,0.813659554528552,0.7984713795915124
size_growth_sector,orig_all,2017-02-28,mix,0.028517591718640645,0.027403364327612145,0.021351000130490013,0.02115753037801693,0.8368631655025682,0.8203521817116297
size_growth_sector,orig_all,2017-03-31,mix,0.005788119354309332,0.004698515558342109,0.00855828469797347,0.008397655120574443,0.8417070293877221,0.8242066192007217
size_growth_sector,orig_all,2017-04-28,mix,-0.006744844080645888,-0.007820870499558485,-0.00551403334408088,-0.005668850454690677,0.8360298467129182,0.8177606059670739
size_growth_sector,orig_all,2017-05-31,mix,-0.021976076907252923,-0.023035602823936685,-0.021310000466876956,-0.021479368678843258,0.8176571905047963,0.7989229974429546
size_growth_sector,orig_all,2017-06-30,mix,0.05720478579977662,0.056059480615160195,0.045074394009206216,0.04485169448840054,0.8644310949452704,0.8437102057311135
size_growth_sector,orig_all,2017-07-31,mix,0.022094579092887538,0.020987309965536882,0.010237028227165886,0.01007026874644712,0.88353033614289,0.8614174133398793
