t_date,base_beta,base_Xty,base_train_rows,base_train_rows_used,base_fill_ratio,base_n_test,base_ic_model,base_ic_base,clean_beta,clean_Xty,clean_train_rows,clean_train_rows_used,clean_fill_ratio,clean_n_test,clean_ic_model,clean_ic_base,rank_beta,rank_Xty,rank_train_rows,rank_train_rows_used,rank_fill_ratio,rank_n_test,rank_ic_model,rank_ic_base,ref_n_test,ref_ic_model,ref_ic_base,ref_alpha,sign_flip,ic_opposite,ref_opposite
2006-07-31,0.0017338960148354382,1.6186861580115903,976,976,0.0430327868852459,84,0.35648476257973066,0.35648476257973066,0.0019554054188462918,1.8243952111890083,934,934,0.0430327868852459,84,0.35648476257973066,0.35648476257973066,0.004406589549436826,4.2964292172904575,976,976,0.0430327868852459,84,0.35648476257973066,0.35648476257973066,84,0.3564847625797306,0.3564847625797306,0.001,False,False,False
2006-08-31,0.002720696765861705,2.730146778717454,1049,1049,0.042897998093422304,87,0.32457898957497994,0.32457898957497994,0.0027464036098015267,2.75464556703454,1004,1004,0.042897998093422304,87,0.32457898957497994,0.32457898957497994,0.005456750842170853,5.718680339345897,1049,1049,0.042897998093422304,87,0.32457898957497994,0.32457898957497994,87,0.3245789895749799,0.3245789895749799,0.001,False,False,False
2006-09-29,0.0034226424586935407,3.6842596428399057,1124,1124,0.04181494661921708,89,0.29965951651344913,0.29965951651344913,0.003490789543031672,3.7560930390916214,1077,1077,0.04181494661921708,89,0.29965951651344913,0.29965951651344913,0.006199442120835201,6.961979701140052,1124,1124,0.04181494661921708,89,0.29965951651344913,0.29965951651344913,89,0.2996595165134491,0.2996595165134491,0.001,False,False,False
2006-10-31,0.004174249195008352,4.81017508477918,1202,1202,0.04076539101497504,95,0.36354983202687563,0.36354983202687563,0.004339540335838871,4.9991548064267155,1153,1153,0.04076539101497504,95,0.36354983202687563,0.36354983202687563,0.0071248390053751725,8.556938770294588,1202,1202,0.04076539101497504,95,0.36354983202687563,0.36354983202687563,95,0.3635498320268756,0.3635498320268756,0.001,False,False,False
2006-11-30,0.0036500148094056116,4.499467418583025,1283,1283,0.03897116134060795,98,0.3795943869581571,0.3795943869581571,0.003995367249362714,4.922296446582112,1233,1233,0.03897116134060795,98,0.3795943869581571,0.3795943869581571,0.007119507413620549,9.127215623768954,1283,1283,0.03897116134060795,98,0.3795943869581571,0.3795943869581571,98,0.3795943869581571,0.3795943869581571,0.001,False,False,False
2006-12-29,0.0033822981323206425,4.452960735303073,1365,1365,0.03663003663003663,101,0.2557018054746651,0.2557018054746651,0.0036006835273379,4.7313017556055295,1315,1315,0.03663003663003663,101,0.2557018054746651,0.2557018054746651,0.007605665452729061,10.37413528318789,1365,1365,0.03663003663003663,101,0.2557018054746651,0.2557018054746651,101,0.2557018054746651,0.2557018054746651,0.001,False,False,False
2007-01-31,0.004143163117041121,5.8013133216703325,1449,1449,0.035886818495514144,106,0.38543466760712397,0.38543466760712397,0.004014273048322627,5.603929189731437,1397,1397,0.035886818495514144,106,0.38543466760712397,0.38543466760712397,0.008542901655823337,12.370130140533847,1449,1449,0.035886818495514144,106,0.38543466760712397,0.38543466760712397,106,0.3854346676071239,0.3854346676071239,0.001,False,False,False
2007-02-28,0.005715356948381605,8.49010259696502,1535,1535,0.03517915309446254,109,0.4425169122416829,0.4425169122416829,0.005673747950053584,8.397152639827251,1481,1481,0.03517915309446254,109,0.4425169122416829,0.4425169122416829,0.011144729797182246,17.096026653607357,1535,1535,0.03517915309446254,109,0.4425169122416829,0.4425169122416829,109,0.4425169122416829,0.4425169122416829,0.001,False,False,False
2007-03-30,0.007351774864441817,11.568170688030698,1622,1622,0.03329223181257707,110,0.4588283028650001,0.4588283028650001,0.007320071468509485,11.470559311225832,1568,1568,0.03329223181257707,110,0.4588283028650001,0.4588283028650001,0.013527590568534337,21.928237839184728,1622,1622,0.03329223181257707,110,0.4588283028650001,0.4588283028650001,110,0.4588283028650001,0.4588283028650001,0.001,False,False,False
2007-04-30,0.009547827142128096,15.883922681715532,1715,1715,0.03381924198250729,112,0.3346687395359962,0.3346687395359962,0.009472965503088276,15.687240346079689,1657,1657,0.03381924198250729,112,0.3346687395359962,0.3346687395359962,0.016238221264239093,27.83232748512705,1715,1715,0.03381924198250729,112,0.3346687395359962,0.3346687395359962,112,0.3346687395359962,0.3346687395359962,0.001,False,False,False
2007-05-31,0.012548099970863685,22.07581744546424,1812,1812,0.033112582781456956,115,0.22493490097056737,0.22493490097056737,0.012769444759702351,22.359310543683577,1752,1752,0.033112582781456956,115,0.22493490097056737,0.22493490097056737,0.020491546539723498,37.11021127498581,1812,1812,0.033112582781456956,115,0.22493490097056737,0.22493490097056737,115,0.2249349009705673,0.2249349009705673,0.001,False,False,False
2007-06-29,0.015058256807029647,27.989636081713307,1913,1913,0.03293256664924203,118,0.3993769606930126,0.3993769606930126,0.015621189991629553,28.883595915713027,1850,1850,0.03293256664924203,118,0.3993769606930126,0.3993769606930126,0.0244595309991759,46.76664772995534,1913,1913,0.03293256664924203,118,0.3993769606930126,0.3993769606930126,118,0.3993769606930126,0.3993769606930126,0.001,False,False,False
2007-07-31,0.014127345169570085,27.70166334048589,2019,2019,0.033680039623576026,124,0.14146341463414633,0.14146341463414633,0.015399463507351309,30.02896923879857,1951,1951,0.033680039623576026,124,0.14146341463414633,0.14146341463414633,0.025560630240046477,51.581377385044014,2019,2019,0.033680039623576026,124,0.14146341463414633,0.14146341463414633,124,0.1414634146341463,0.1414634146341463,0.001,False,False,False
2007-08-31,0.014873725031166882,30.76183012608096,2127,2127,0.032910202162670425,132,-0.325823232613108,-0.325823232613108,0.016376353553369638,33.66979928208154,2057,2057,0.032910202162670425,132,-0.325823232613108,-0.325823232613108,0.027846778271937878,59.20227845291823,2127,2127,0.032910202162670425,132,-0.325823232613108,-0.325823232613108,132,-0.325823232613108,-0.325823232613108,0.001,False,False,False
2007-09-28,0.016641469678894315,36.2486114697585,2237,2237,0.03173893607510058,137,-0.3273890641626374,-0.3273890641626374,0.01803098196486486,39.03709398491439,2166,2166,0.03173893607510058,137,-0.3273890641626374,-0.3273890641626374,0.03092667560508263,69.15207757964033,2237,2237,0.03173893607510058,137,-0.3273890641626374,-0.3273890641626374,137,-0.3273890641626374,-0.3273890641626374,0.001,False,False,False
2007-10-31,0.018083267789506474,41.36221011661084,2348,2348,0.030664395229982964,146,-0.384149691997725,-0.384149691997725,0.019407454555866867,44.151978522051685,2276,2276,0.030664395229982964,146,-0.384149691997725,-0.384149691997725,0.03390008888183238,79.56354250574948,2348,2348,0.030664395229982964,146,-0.384149691997725,-0.384149691997725,146,-0.384149691997725,-0.384149691997725,0.001,False,False,False
2007-11-30,0.017305122910088195,41.49163482100712,2461,2461,0.029662738724095895,151,-0.37217845939351685,-0.37217845939351685,0.018576197521546215,44.34140206012833,2388,2388,0.029662738724095895,151,-0.37217845939351685,-0.37217845939351685,0.03436606980008778,84.54056607428575,2461,2461,0.029662738724095895,151,-0.37217845939351685,-0.37217845939351685,151,-0.3721784593935168,-0.3721784593935168,0.001,False,False,False
2007-12-28,0.01679917382089711,42.15903730652431,2578,2578,0.02909231962761831,164,-0.3905785371294873,-0.3905785371294873,0.017807758227559565,44.55502889311226,2503,2503,0.02909231962761831,164,-0.3905785371294873,-0.3905785371294873,0.03374553442954216,86.96227597046462,2578,2578,0.02909231962761831,164,-0.3905785371294873,-0.3905785371294873,164,-0.3905785371294873,-0.3905785371294873,0.001,False,False,False
2008-01-31,0.016861276302534648,44.262861143187926,2701,2701,0.029618659755646058,169,-0.26003430958182094,-0.26003430958182094,0.017653474946126006,46.25212201232512,2621,2621,0.029618659755646058,169,-0.26003430958182094,-0.26003430958182094,0.033793293168124176,91.24192534722849,2701,2701,0.029618659755646058,169,-0.26003430958182094,-0.26003430958182094,169,-0.2600343095818209,-0.2600343095818209,0.001,False,False,False
2008-02-29,0.0158566709831467,43.56369958460695,2829,2829,0.029692470837751856,173,-0.25024219977657364,-0.25024219977657364,0.01645995761334469,45.16614015097546,2745,2745,0.029692470837751856,173,-0.25024219977657364,-0.25024219977657364,0.03266693576522551,92.3821270109935,2829,2829,0.029692470837751856,173,-0.25024219977657364,-0.25024219977657364,173,-0.2502421997765736,-0.2502421997765736,0.001,False,False,False
2008-03-31,0.013199911668872423,38.017480971047604,2966,2966,0.030006743088334457,180,-0.09524779571385947,-0.09524779571385947,0.013573077525895542,39.0361845375531,2877,2877,0.030006743088334457,180,-0.09524779571385947,-0.09524779571385947,0.030405906140870523,90.15354211358726,2966,2966,0.030006743088334457,180,-0.09524779571385947,-0.09524779571385947,180,-0.0952477957138594,-0.0952477957138594,0.001,False,False,False
2008-04-30,0.011147118791074603,33.6319870490088,3108,3108,0.030244530244530245,183,-0.026097922035199304,-0.026097922035199304,0.011355018046802211,34.21268073003311,3014,3014,0.030244530244530245,183,-0.026097922035199304,-0.026097922035199304,0.02812697404371576,87.39053648079889,3108,3108,0.030244530244530245,183,-0.026097922035199304,-0.026097922035199304,183,-0.0260979220351993,-0.0260979220351993,0.001,False,False,False
2008-05-30,0.009496418894219432,30.043588112117888,3257,3257,0.029782007982806263,191,0.21342656379167815,0.21342656379167815,0.009573568716280845,30.242913148299923,3160,3160,0.029782007982806263,191,0.21342656379167815,0.21342656379167815,0.025779248703240235,83.93725955699892,3257,3257,0.029782007982806263,191,0.21342656379167815,0.21342656379167815,191,0.2134265637916781,0.2134265637916781,0.001,False,False,False
2008-06-30,0.008621063286301755,28.571383793551462,3415,3415,0.030453879941434846,195,0.37136707180889794,0.37136707180889794,0.008637033584395477,28.58858980138262,3311,3311,0.030453879941434846,195,0.37136707180889794,0.37136707180889794,0.02356185297534325,80.44018961967481,3415,3415,0.030453879941434846,195,0.37136707180889794,0.37136707180889794,195,0.3713670718088979,0.3713670718088979,0.001,False,False,False
2008-07-31,0.007780695899698394,27.047387841907952,3584,3584,0.030412946428571428,199,0.28438708694990106,0.28438708694990106,0.007752217611021037,26.93121173290469,3475,3475,0.030412946428571428,199,0.28438708694990106,0.28438708694990106,0.021256943934295964,76.16365137352633,3584,3584,0.030412946428571428,199,0.28438708694990106,0.28438708694990106,199,0.284387086949901,0.284387086949901,0.001,False,False,False
2008-08-29,0.007360567040500013,26.832271003161914,3757,3757,0.03007718924673942,207,0.13413779480685345,0.13413779480685345,0.007335259582251147,26.722357993400514,3644,3644,0.03007718924673942,207,0.13413779480685345,0.13413779480685345,0.01940034772273818,72.86772544695235,3757,3757,0.03007718924673942,207,0.13413779480685345,0.13413779480685345,207,0.1341377948068534,0.1341377948068534,0.001,False,False,False
2008-09-26,0.006894758160365311,26.327767432655882,3933,3933,0.02949402491736588,212,-0.19051553351226017,-0.19051553351226017,0.006871077164740426,26.220037331726637,3817,3817,0.02949402491736588,212,-0.19051553351226017,-0.19051553351226017,0.017530107654597296,68.9284008279842,3933,3933,0.02949402491736588,212,-0.19051553351226017,-0.19051553351226017,212,-0.1905155335122601,-0.1905155335122601,0.001,False,False,False
2008-10-31,0.006577314164096226,26.308925829508606,4115,4115,0.028675577156743622,214,-0.5501565795555773,-0.5501565795555773,0.0065760833006226534,26.278035445371422,3997,3997,0.028675577156743622,214,-0.5501565795555773,-0.5501565795555773,0.016272486073981844,66.94502398084737,4115,4115,0.028675577156743622,214,-0.5501565795555773,-0.5501565795555773,214,-0.5501565795555773,-0.5501565795555773,0.001,False,False,False
2008-11-28,0.006268283459725364,26.227283719907355,4303,4303,0.0285847083430165,215,-0.4599277934748484,-0.4599277934748484,0.006304045001009312,26.34461036326291,4180,4180,0.0285847083430165,215,-0.4599277934748484,-0.4599277934748484,0.01521085296703368,65.43710467503186,4303,4303,0.0285847083430165,215,-0.4599277934748484,-0.4599277934748484,215,-0.4599277934748484,-0.4599277934748484,0.001,False,False,False
2008-12-31,0.006030500696181969,26.38757897202884,4499,4499,0.028450766837074905,218,-0.5004636094121108,-0.5004636094121108,0.006101430712012549,26.663258312925553,4371,4371,0.028450766837074905,218,-0.5004636094121108,-0.5004636094121108,0.015196304188905593,68.35299143800155,4499,4499,0.028450766837074905,218,-0.5004636094121108,-0.5004636094121108,218,-0.5004636094121108,-0.5004636094121108,0.001,False,False,False
2009-01-23,0.005804557698532081,26.527424458196066,4696,4696,0.02768313458262351,219,-0.41602933951809157,-0.41602933951809157,0.005907523603924403,26.96785115943854,4566,4566,0.02768313458262351,219,-0.41602933951809157,-0.41602933951809157,0.015664520608150656,73.54493991978799,4696,4696,0.02768313458262351,219,-0.41602933951809157,-0.41602933951809157,219,-0.4160293395180915,-0.4160293395180915,0.001,False,False,False
2009-02-27,0.00557178403413113,26.578529505594485,4899,4899,0.027352520922637274,221,-0.29913171089641677,-0.29913171089641677,0.005693850706800462,27.12551046104812,4765,4765,0.027352520922637274,221,-0.29913171089641677,-0.29913171089641677,0.015681971416446224,76.81031167972502,4899,4899,0.027352520922637274,221,-0.29913171089641677,-0.29913171089641677,221,-0.2991317108964167,-0.2991317108964167,0.001,False,False,False
2009-03-31,0.005253676571019568,26.149033108791585,5109,5109,0.026815423761988647,221,-0.03258029728617964,-0.03258029728617964,0.005402465993915161,26.855663858218257,4972,4972,0.026815423761988647,221,-0.03258029728617964,-0.03258029728617964,0.015334762749703489,78.32998346024822,5109,5109,0.026815423761988647,221,-0.03258029728617964,-0.03258029728617964,221,-0.0325802972861796,-0.0325802972861796,0.001,False,False,False
2009-04-30,0.004875413350439287,25.306541896329144,5322,5322,0.02593010146561443,221,-0.03884176237117413,-0.03884176237117413,0.005026125043997202,26.050411129162523,5184,5184,0.02593010146561443,221,-0.03884176237117413,-0.03884176237117413,0.014335296935122489,76.27812932708375,5322,5322,0.02593010146561443,221,-0.03884176237117413,-0.03884176237117413,221,-0.0388417623711741,-0.0388417623711741,0.001,False,False,False
2009-05-27,0.004116500091336081,22.25005811522009,5536,5536,0.024927745664739886,224,-0.05259342301943199,-0.05259342301943199,0.004262405291056593,23.00420561823772,5398,5398,0.024927745664739886,224,-0.05259342301943199,-0.05259342301943199,0.010738656269601325,59.43847319089958,5536,5536,0.024927745664739886,224,-0.05259342301943199,-0.05259342301943199,224,-0.0525934230194319,-0.0525934230194319,0.001,False,False,False
2009-06-30,0.003587964266861604,20.173004726061727,5752,5752,0.024165507649513213,227,0.23634761340996252,0.23634761340996252,0.0037213593301529163,20.884272282177495,5613,5613,0.024165507649513213,227,0.23634761340996252,0.23634761340996252,0.008158345241897944,46.9186516445003,5752,5752,0.024165507649513213,227,0.23634761340996252,0.23634761340996252,227,0.2363476134099625,0.2363476134099625,0.001,False,False,False
2009-07-31,0.00300897751624452,17.576301501253045,5970,5970,0.023283082077051927,242,-0.022740926173593093,-0.022740926173593093,0.003140318989886684,18.30806285135836,5831,5831,0.023283082077051927,242,-0.022740926173593093,-0.022740926173593093,0.005040621270596217,30.087473404810055,5970,5970,0.023283082077051927,242,-0.022740926173593093,-0.022740926173593093,242,-0.022740926173593,-0.022740926173593,0.001,False,False,False
2009-08-31,0.002593683785655525,15.721448468200148,6190,6190,0.022617124394184167,247,0.30803075139279534,0.30803075139279534,0.0027008825869451196,16.337641469313617,6050,6050,0.022617124394184167,247,0.30803075139279534,0.30803075139279534,0.0027934095033335512,17.288414209540875,6190,6190,0.022617124394184167,247,0.30803075139279534,0.30803075139279534,247,0.3080307513927953,0.3080307513927953,0.001,False,False,False
2009-09-30,0.0023501610317252647,14.766401712146182,6411,6411,0.021837466853844953,254,0.37538422670428223,0.37538422670428223,0.002457705682697026,15.409817088216034,6271,6271,0.021837466853844953,254,0.37538422670428223,0.37538422670428223,0.0017495710882275825,11.214752425109907,6411,6411,0.021837466853844953,254,0.37538422670428223,0.37538422670428223,254,0.3753842267042822,0.3753842267042822,0.001,False,False,False
2009-10-30,0.0022691554936631227,14.761969385664486,6632,6632,0.021109770808202654,257,-0.04608745814858384,-0.04608745814858384,0.0023778102770925613,15.434368886418092,6492,6492,0.021109770808202654,257,-0.04608745814858384,-0.04608745814858384,0.0016670114732264478,11.053954745976071,6632,6632,0.021109770808202654,257,-0.04608745814858384,-0.04608745814858384,257,-0.0460874581485838,-0.0460874581485838,0.001,False,False,False
2009-11-30,0.0022112983135398386,14.87900738195946,6855,6855,0.020714806710430342,263,-0.20987023164627433,-0.20987023164627433,0.002317598485882523,15.55572335484198,6713,6713,0.020714806710430342,263,-0.20987023164627433,-0.20987023164627433,0.0015356300947679431,10.525210205169586,6855,6855,0.020714806710430342,263,-0.20987023164627433,-0.20987023164627433,263,-0.2098702316462743,-0.2098702316462743,0.001,False,False,False
2009-12-31,0.0021388268088093527,14.873436734301317,7080,7080,0.02019774011299435,271,-0.2067765236475894,-0.2067765236475894,0.00223916943415467,15.530881434466234,6937,6937,0.02019774011299435,271,-0.2067765236475894,-0.2067765236475894,0.001355157271524321,9.593159680277921,7080,7080,0.02019774011299435,271,-0.2067765236475894,-0.2067765236475894,271,-0.2067765236475894,-0.2067765236475894,0.001,False,False,False
2010-01-29,0.002162058274001479,15.526284400668745,7317,7317,0.020910209102091022,274,0.06560184341206239,0.06560184341206239,0.002260279504584081,16.19038435161528,7164,7164,0.020910209102091022,274,0.06560184341206239,0.06560184341206239,0.0018021785275705727,13.184739909884833,7317,7317,0.020910209102091022,274,0.06560184341206239,0.06560184341206239,274,0.0656018434120623,0.0656018434120623,0.001,False,False,False
2010-02-26,0.0021287111304240133,15.798505787968308,7564,7564,0.02088841882601798,277,0.0646121307317668,0.0646121307317668,0.0022258927844590252,16.482738294811867,7406,7406,0.02088841882601798,277,0.0646121307317668,0.0646121307317668,0.0017445374887867095,13.193938772231384,7564,7564,0.02088841882601798,277,0.0646121307317668,0.0646121307317668,277,0.0646121307317668,0.0646121307317668,0.001,False,False,False
2010-03-31,0.002188669354608997,16.781929596871645,7815,7815,0.02072936660268714,279,0.1589032921128535,0.1589032921128535,0.0022839257435700627,17.47660207372386,7653,7653,0.02072936660268714,279,0.1589032921128535,0.1589032921128535,0.0022578686551199064,17.6429879289756,7815,7815,0.02072936660268714,279,0.1589032921128535,0.1589032921128535,279,0.1589032921128535,0.1589032921128535,0.001,False,False,False
2010-04-30,0.0023042906323115474,18.250352195680605,8072,8072,0.0204410307234886,283,0.3402878741511546,0.3402878741511546,0.0023972139885613183,18.952376190779766,7907,7907,0.0204410307234886,283,0.3402878741511546,0.3402878741511546,0.0029449734882802904,23.768883968883706,8072,8072,0.0204410307234886,283,0.3402878741511546,0.3402878741511546,283,0.3402878741511546,0.3402878741511546,0.001,False,False,False
2010-05-31,0.002286350324601451,18.693417869575022,8332,8332,0.020163226116178587,291,0.23283775426225597,0.23283775426225597,0.002376491825176151,19.39930514540475,8164,8164,0.020163226116178587,291,0.23283775426225597,0.23283775426225597,0.0028751424731241026,23.952814818739363,8332,8332,0.020163226116178587,291,0.23283775426225597,0.23283775426225597,291,0.2328377542622559,0.2328377542622559,0.001,False,False,False
2010-06-30,0.002129631335541857,17.970387618603965,8600,8600,0.020116279069767443,298,0.05766016883612448,0.05766016883612448,0.0022221635922916975,18.72395265081344,8427,8427,0.020116279069767443,298,0.05766016883612448,0.05766016883612448,0.002455588132625183,21.115604808032096,8600,8600,0.020116279069767443,298,0.05766016883612448,0.05766016883612448,298,0.0576601688361244,0.0576601688361244,0.001,False,False,False
2010-07-30,0.001997860236978181,17.396696805231066,8874,8874,0.01983322064457967,304,0.14961728700911509,0.14961728700911509,0.002086622579441578,18.14735866002599,8698,8698,0.01983322064457967,304,0.14961728700911509,0.14961728700911509,0.002042025744007035,18.118896468600177,8874,8874,0.01983322064457967,304,0.14961728700911509,0.14961728700911509,304,0.149617287009115,0.149617287009115,0.001,False,False,False
2010-08-31,0.0020010885792101497,17.96946844603601,9151,9151,0.019560703748224238,310,0.1721750654315157,0.1721750654315157,0.002082778416670042,18.68460725872537,8972,8972,0.019560703748224238,310,0.1721750654315157,0.1721750654315157,0.0021027685154322,19.240334018973165,9151,9151,0.019560703748224238,310,0.1721750654315157,0.1721750654315157,310,0.1721750654315157,0.1721750654315157,0.001,False,False,False
2010-09-30,0.0020008708449027923,18.5185104242677,9429,9429,0.019090041361756283,314,-0.1164290123367065,-0.1164290123367065,0.002077330105083722,19.21115088914438,9249,9249,0.019090041361756283,314,-0.1164290123367065,-0.1164290123367065,0.0021688050092921974,20.447495796411843,9429,9429,0.019090041361756283,314,-0.1164290123367065,-0.1164290123367065,314,-0.1164290123367065,-0.1164290123367065,0.001,False,False,False
2010-10-29,0.0020336721649995056,19.38667920966121,9708,9708,0.018541409147095178,317,0.14719286600631817,0.14719286600631817,0.0021049344757228675,20.053712855146255,9528,9528,0.018541409147095178,317,0.14719286600631817,0.14719286600631817,0.002371815091951873,23.023211469391903,9708,9708,0.018541409147095178,317,0.14719286600631817,0.14719286600631817,317,0.1471928660063181,0.1471928660063181,0.001,False,False,False
2010-11-30,0.0020971992117104323,20.58778833015787,9999,9999,0.018801880188018802,322,-0.2739114080585933,-0.2739114080585933,0.0021699673269244043,21.28738164709573,9811,9811,0.018801880188018802,322,-0.2739114080585933,-0.2739114080585933,0.00292472589395739,29.241412412511863,9999,9999,0.018801880188018802,322,-0.2739114080585933,-0.2739114080585933,322,-0.2739114080585933,-0.2739114080585933,0.001,False,False,False
2010-12-31,0.0021312136273383374,21.54526320835197,10297,10297,0.018937554627561425,330,-0.17892692895585482,-0.17892692895585482,0.002205607572506618,22.27884429549693,10102,10102,0.018937554627561425,330,-0.17892692895585482,-0.17892692895585482,0.0033160597338909976,34.142154336201415,10297,10297,0.018937554627561425,330,-0.17892692895585482,-0.17892692895585482,330,-0.1789269289558548,-0.1789269289558548,0.001,False,False,False
2011-01-31,0.0021165391679281585,22.030285161718158,10599,10599,0.018775356165676008,339,0.17598236865045017,0.17598236865045017,0.0021874513173445924,22.74730843651774,10400,10400,0.018775356165676008,339,0.17598236865045017,0.17598236865045017,0.0033158450295560807,35.14132893908037,10599,10599,0.018775356165676008,339,0.17598236865045017,0.17598236865045017,339,0.1759823686504501,0.1759823686504501,0.001,False,False,False
2011-02-28,0.00211232439490412,22.63104601009777,10906,10906,0.018521914542453694,341,-0.006606260346398167,-0.006606260346398167,0.002180786972195437,23.340965144194726,10704,10704,0.018521914542453694,341,-0.006606260346398167,-0.006606260346398167,0.0035000746729151773,38.16831780821469,10906,10906,0.018521914542453694,341,-0.006606260346398167,-0.006606260346398167,341,-0.0066062603463981,-0.0066062603463981,0.001,False,False,False
2011-03-31,0.002122602071285227,23.400664576017597,11217,11217,0.018097530534010878,343,0.08669335893126266,0.08669335893126266,0.002191779334185556,24.138067999164853,11014,11014,0.018097530534010878,343,0.08669335893126266,0.08669335893126266,0.003710023239510154,41.61162436436915,11217,11217,0.018097530534010878,343,0.08669335893126266,0.08669335893126266,343,0.0866933589312626,0.0866933589312626,0.001,False,False,False
2011-04-29,0.0020574460969083348,23.32987066974254,11534,11534,0.017860239292526444,351,0.1948251748251748,0.1948251748251748,0.002127382764622756,24.096866702264723,11328,11328,0.017860239292526444,351,0.1948251748251748,0.1948251748251748,0.0034787547430580198,40.12048193044287,11534,11534,0.017860239292526444,351,0.1948251748251748,0.1948251748251748,351,0.1948251748251748,0.1948251748251748,0.001,False,False,False
2011-05-31,0.00205235061427013,23.923000355946687,11855,11855,0.017714044706874738,356,0.07958817013116372,0.07958817013116372,0.0021219747256611297,24.70827582757292,11645,11645,0.017714044706874738,356,0.07958817013116372,0.07958817013116372,0.003585208920293465,42.499070126367656,11855,11855,0.017714044706874738,356,0.07958817013116372,0.07958817013116372,356,0.0795881701311637,0.0795881701311637,0.001,False,False,False
2011-06-30,0.0019576394317541023,23.451936995371984,12183,12183,0.017729623245506032,361,-0.09672206832871652,-0.09672206832871652,0.0020288773808782162,24.277548768466108,11967,11967,0.017729623245506032,361,-0.09672206832871652,-0.09672206832871652,0.0031346675625704376,38.18652338190066,12183,12183,0.017729623245506032,361,-0.09672206832871652,-0.09672206832871652,361,-0.0967220683287165,-0.0967220683287165,0.001,False,False,False
2011-07-29,0.0018905520520679738,23.274417400058695,12522,12522,0.017968375658840442,367,-0.19968595904843844,-0.19968595904843844,0.0019647833446150907,24.158977970170497,12297,12297,0.017968375658840442,367,-0.19968595904843844,-0.19968595904843844,0.0028552505435867305,35.750594911499974,12522,12522,0.017968375658840442,367,-0.19968595904843844,-0.19968595904843844,367,-0.1996859590484384,-0.1996859590484384,0.001,False,False,False
2011-08-31,0.0018825001746389152,23.81507827434186,12863,12863,0.017647516131540076,378,0.03795679648650261,0.03795679648650261,0.0019573319064318663,24.73089059509855,12636,12636,0.017647516131540076,378,0.03795679648650261,0.03795679648650261,0.00297301444196885,38.2389147256178,12863,12863,0.017647516131540076,378,0.03795679648650261,0.03795679648650261,378,0.0379567964865026,0.0379567964865026,0.001,False,False,False
2011-09-30,0.0018587969102693662,24.148386866052412,13205,13205,0.017266187050359712,383,0.2235742211529261,0.2235742211529261,0.0019324821740016012,25.07589062232696,12977,12977,0.017266187050359712,383,0.2235742211529261,0.2235742211529261,0.0029052845536158617,38.361380151228396,13205,13205,0.017266187050359712,383,0.2235742211529261,0.2235742211529261,383,0.2235742211529261,0.2235742211529261,0.001,False,False,False
2011-10-31,0.0018334218620321974,24.44934616854874,13556,13556,0.017409265269991148,390,0.19040260720876634,0.19040260720876634,0.0019083880712678543,25.41782262960463,13320,13320,0.017409265269991148,390,0.19040260720876634,0.19040260720876634,0.0028822164081062584,39.06844629409673,13556,13556,0.017409265269991148,390,0.19040260720876634,0.19040260720876634,390,0.1904026072087663,0.1904026072087663,0.001,False,False,False
2011-11-30,0.0018214538161801365,24.93073433973094,13909,13909,0.017111222949169603,396,0.15521725561581445,0.15521725561581445,0.0018984892576955589,25.952350051187558,13671,13671,0.017111222949169603,396,0.15521725561581445,0.15521725561581445,0.00298544276218514,41.52154092191367,13909,13909,0.017111222949169603,396,0.15521725561581445,0.15521725561581445,396,0.1552172556158144,0.1552172556158144,0.001,False,False,False
2011-12-30,0.0018046872542250958,25.344897311291188,14268,14268,0.016890944771516682,399,0.04063475271092304,0.04063475271092304,0.0018827361443202982,26.407259042972647,14027,14027,0.016890944771516682,399,0.04063475271092304,0.04063475271092304,0.0030032354123118036,42.84716263068788,14268,14268,0.016890944771516682,399,0.04063475271092304,0.04063475271092304,399,0.040634752710923,0.040634752710923,0.001,False,False,False
2012-01-31,0.001757946093391344,25.323691580482308,14633,14633,0.016742978199958996,401,0.045282688800387105,0.045282688800387105,0.0018353274018624475,26.404857165922426,14388,14388,0.016742978199958996,401,0.045282688800387105,0.045282688800387105,0.0027620938006723116,40.414959253531094,14633,14633,0.016742978199958996,401,0.045282688800387105,0.045282688800387105,401,0.0452826888003871,0.0452826888003871,0.001,False,False,False
2012-02-29,0.0016914884362323262,24.986599309432073,15009,15009,0.016923179425677927,411,0.21852265400975884,0.21852265400975884,0.0017660332778677644,26.056056747694274,14755,14755,0.016923179425677927,411,0.21852265400975884,0.21852265400975884,0.00240507081646484,36.09530521857515,15009,15009,0.016923179425677927,411,0.21852265400975884,0.21852265400975884,411,0.2185226540097588,0.2185226540097588,0.001,False,False,False
2012-03-30,0.0016691168878876807,25.288172602595562,15390,15390,0.016699155295646525,421,0.15491631782341103,0.15491631782341103,0.0017448461621036833,26.403013869799107,15133,15133,0.016699155295646525,421,0.15491631782341103,0.15491631782341103,0.002405341028280373,37.01579548954769,15390,15390,0.016699155295646525,421,0.15491631782341103,0.15491631782341103,421,0.154916317823411,0.154916317823411,0.001,False,False,False
