t_date,regime,r_gross,r_net,nav_gross,nav_net,bench_ret,pool_ret,pool_ret_net,n_held,turnover_2sided
2006-12-29,bull,0.0,-0.00024999999999997247,1.0,0.99975,0.19056054803022482,0.1425616835731271,0.14224547653802966,0,0.3333333333333333
2007-01-31,bull,0.11988717277775289,0.11960720098455835,1.1198871727777528,1.1193272991843122,0.1686820538674514,0.11941716415438167,0.11917868697398992,1,0.3333333333333333
2007-02-28,bull,0.01553799307496201,0.015284108576693267,1.1372879719131124,1.1364352191579021,0.06675624178574502,0.025672610268196203,0.025456807127013814,2,0.3333333333333333
2007-03-30,bull,0.0582813239785308,0.058016753647536,1.2035706206610666,1.2023675013041697,0.0932231798601808,0.05619823436783541,0.056143107257641045,3,0.3333333333333333
2007-04-30,bull,0.18553622696690958,0.18523984291016804,1.4268765725067425,1.4250938683660455,0.2792901965069896,0.1842419165648398,0.1839872097529074,4,0.3333333333333333
2007-05-31,bull,0.10706363788421988,0.10678687197474868,1.579643169171081,1.5772751848392497,0.103757570512228,0.10075884754983094,0.10049607378668224,5,0.3333333333333333
2007-06-29,bull,0.011054615835654312,0.00995930666849909,1.597105517563683,1.5929837521056773,-0.04171995991804389,0.012590144408612482,0.012304908999062114,6,0.3333333333333333
2007-07-31,bull,0.13961800225009577,0.13838341608099136,1.8200901993085294,1.813426285483576,0.1850349541109404,0.13398942545391243,0.13363431884142196,6,0.3333333333333333
2007-08-31,bull,0.1449233824844289,0.14368304882007088,2.08386382741908,2.0739849029923128,0.1874760680487937,0.13615242664712654,0.13571423266389782,6,0.3333333333333333
2007-09-28,bull,0.056286314499612106,0.05514200432557104,2.201156842183556,2.188348587484284,0.053617146763534906,0.05301493350619349,0.05276790691331579,6,0.3333333333333333
2007-10-31,bull,0.0168159066603869,0.015714356094838067,2.2381712901865862,2.2227370764476477,0.019303639093443792,0.015049248765579266,0.014734091682884864,6,0.3333333333333333
2007-11-30,bull,-0.12937842535178937,-0.13032159872432492,1.948600212994663,1.9330664271011582,-0.1672018652227819,-0.12274221549968925,-0.12307013778520115,6,0.3333333333333333
2007-12-28,bull,0.10452328047131304,0.10332671358413581,2.152274299583964,2.132803828153348,0.12683454749939194,0.10287941249956062,0.10237039123225311,6,0.3333333333333333
2008-01-31,bull,-0.08363584273649932,-0.08462857057353479,1.9722670247381504,1.9523076888629673,-0.13447677386421641,-0.07981396954255367,-0.07991528772845824,6,0.3333333333333333
2008-02-29,bull,0.011151042599430866,0.01005562896994805,1.994259858348458,1.97193937061735,0.011719545554595978,0.010764513931449324,0.01061284377871341,6,0.3333333333333333
2008-03-31,bull,-0.14212478670373677,-0.14305415151814105,1.7108261013488593,1.689845257108468,-0.189113390593747,-0.14185614780585312,-0.14205453751563724,6,0.3333333333333333
