t_date,r_mom,r_pool,w_mom,r_vt_mom,cost_vt_mom,turn_vt_mom,w_pool,r_vt_pool,cost_vt_pool,turn_vt_pool
2016-09-30,-0.0016404375296530382,-0.008180405646148858,0.45793373111966285,8.36863707390181e-05,6.036846472266905e-05,0.04024564314844603,0.5261049650061861,-0.003581367739398221,6.029189206328184e-05,0.04019459470885456
2016-10-31,0.013028176941149994,0.013311314345967773,0.4576595673575871,0.006856818321361954,1.370818810378649e-06,0.0002741637620757298,0.5255219321797032,0.007776111575795211,2.9151641324143274e-06,0.0005830328264828655
2016-11-30,0.008653560427164253,0.00908498006760916,0.5117797108254799,0.005153871938641821,8.118021520183918e-05,0.05412014346789279,0.5846131073494224,0.0059086068897424154,8.863676275457877e-05,0.05909117516971918
2016-12-30,-0.030644308579499957,-0.03643805262811328,0.5291586694152794,-0.015464137253199164,2.6068437884699314e-05,0.017378958589799542,0.5991779792662515,-0.021192735895143748,2.184730787524364e-05,0.014564871916829092
2017-01-26,-0.006986346262747745,-0.0035455085137007236,0.5336995240365191,-0.0029652878099368594,6.811281931859481e-06,0.004540854621239654,0.6017808288373668,-0.0014798319892230607,3.90427435667301e-06,0.00260284957111534
2017-02-28,0.027403364327612145,0.02115753037801693,1.0,0.026703913613666926,0.0006994507139452213,0.4663004759634809,1.0,0.02056020162127298,0.0005973287567439498,0.39821917116263317
2017-03-31,0.004698515558342109,0.008397655120574443,1.0,0.004698515558342109,-0.0,0.0,1.0,0.008397655120574443,-0.0,0.0
2017-04-28,-0.007820870499558485,-0.005668850454690677,1.0,-0.007820870499558485,-0.0,0.0,1.0,-0.005668850454690677,-0.0,0.0
2017-05-31,-0.023035602823936685,-0.021479368678843258,1.0,-0.023035602823936685,-0.0,0.0,1.0,-0.021479368678843258,-0.0,0.0
2017-06-30,0.056059480615160195,0.04485169448840054,1.0,0.056059480615160195,-0.0,0.0,1.0,0.04485169448840054,-0.0,0.0
2017-07-31,0.020987309965536882,0.01007026874644712,1.0,0.020987309965536882,-0.0,0.0,1.0,0.01007026874644712,-0.0,0.0
2017-08-31,0.019414874202910104,0.018501795781529884,1.0,0.019414874202910104,-0.0,0.0,1.0,0.018501795781529884,-0.0,0.0
2017-09-29,0.028007524047390042,0.017801428190906243,1.0,0.028007524047390042,-0.0,0.0,1.0,0.017801428190906243,-0.0,0.0
2017-10-31,0.047331074464751044,0.025207027972358853,1.0,0.047331074464751044,-0.0,0.0,1.0,0.025207027972358853,-0.0,0.0
2017-11-30,-0.020410231364072717,-0.020847831819023055,1.0,-0.020410231364072717,-0.0,0.0,1.0,-0.020847831819023055,-0.0,0.0
2017-12-29,0.03122186137013605,0.012028432461510974,1.0,0.03122186137013605,-0.0,0.0,1.0,0.012028432461510974,-0.0,0.0
2018-01-31,0.03415208897276445,0.015353743466663072,1.0,0.03415208897276445,-0.0,0.0,1.0,0.015353743466663072,-0.0,0.0
2018-02-28,-0.03477529167859028,-0.02344245437475867,1.0,-0.03477529167859028,-0.0,0.0,1.0,-0.02344245437475867,-0.0,0.0
2018-03-30,-0.019536087235841104,-0.0009489337943044962,1.0,-0.019536087235841104,-0.0,0.0,1.0,-0.0009489337943044962,-0.0,0.0
2018-04-27,-0.034064842287988895,-0.02191586286458347,1.0,-0.034064842287988895,-0.0,0.0,1.0,-0.02191586286458347,-0.0,0.0
2018-05-31,0.053691682850847355,0.011849813097138728,1.0,0.053691682850847355,-0.0,0.0,1.0,0.011849813097138728,-0.0,0.0
2018-06-29,-0.05122615967536004,-0.041109817856816444,1.0,-0.05122615967536004,-0.0,0.0,1.0,-0.041109817856816444,-0.0,0.0
2018-07-31,-0.019739392259987443,-0.00505076259138082,1.0,-0.019739392259987443,-0.0,0.0,1.0,-0.00505076259138082,-0.0,0.0
2018-08-31,-0.06628416145766791,-0.041782213021727355,1.0,-0.06628416145766791,-0.0,0.0,1.0,-0.041782213021727355,-0.0,0.0
2018-09-28,0.003176580770413162,0.0013571536854370958,1.0,0.003176580770413162,-0.0,0.0,1.0,0.0013571536854370958,-0.0,0.0
2018-10-31,-0.09293278669862215,-0.064529347531455,1.0,-0.09293278669862215,-0.0,0.0,1.0,-0.064529347531455,-0.0,0.0
2018-11-30,0.020146113585011838,0.014484181799092388,1.0,0.020146113585011838,-0.0,0.0,1.0,0.014484181799092388,-0.0,0.0
2018-12-28,-0.02445290330660521,-0.02695910931761547,0.9760671145258436,-0.023947812093478276,0.00011966442737078198,0.023932885474156396,1.0,-0.02695910931761547,-0.0,0.0
2019-01-31,0.019546638543379347,0.026359968942816447,1.0,0.01951073921516811,3.5899328211234595e-05,0.023932885474156396,1.0,0.026359968942816447,-0.0,0.0
2019-02-28,0.0422150045341545,0.10204759269671371,1.0,0.0422150045341545,-0.0,0.0,1.0,0.10204759269671371,-0.0,0.0
2019-03-29,0.029306874482213585,0.057995004344052026,0.9850977462853541,0.028820237018114706,7.451126857322965e-05,0.01490225371464593,1.0,0.057995004344052026,-0.0,0.0
2019-04-30,-0.006153746199356713,-0.007823710655121774,0.9487869649902289,-0.005935565595246714,0.00018155390647562608,0.036310781295125216,0.9339992718202809,-0.007528338127140162,0.0003300036408985957,0.06600072817971914
2019-05-31,-0.024585590254952994,-0.03846418183144096,0.9620282938975471,-0.023609182080996743,1.9861993360977325e-05,0.013241328907318217,0.9433336237893578,-0.036204968433702515,1.4001527953615423e-05,0.009334351969076948
2019-06-28,0.02409200634566555,0.03310848018852042,1.0,0.024035048786511873,5.6957559153679396e-05,0.03797170610245293,0.9169459672361648,0.03036391959497811,0.00013193828276596487,0.026387656553192973
2019-07-31,0.01968867254389539,0.021321199217902764,1.0,0.01968867254389539,-0.0,0.0,0.9315379722729625,0.01995268928320334,2.1888007555196545e-05,0.014592005036797695
2019-08-30,0.029662597589969142,0.02305397391229458,1.0,0.029662597589969142,-0.0,0.0,0.9286493392483273,0.021512455892754474,1.4443165123176338e-05,0.0028886330246352676
2019-09-30,0.00032541228404170397,0.01023121676421579,1.0,0.00032541228404170397,-0.0,0.0,0.9790250782474526,0.00997569597323007,7.556360849868793e-05,0.050375738999125286
2019-10-31,0.03051324477275008,0.017720894023312672,1.0,0.03051324477275008,-0.0,0.0,0.9816213059302746,0.01742166669937122,3.894341524233125e-06,0.002596227682822083
2019-11-29,-0.007728803129264494,0.00031184129652350734,1.0,-0.007728803129264494,-0.0,0.0,1.0,0.0002842732554189193,2.756804110458805e-05,0.018378694069725365
2019-12-31,0.0678963640808008,0.05835081677599896,1.0,0.0678963640808008,-0.0,0.0,1.0,0.05835081677599896,-0.0,0.0
2020-01-23,0.04665656289508435,0.02501583994980683,1.0,0.04665656289508435,-0.0,0.0,1.0,0.02501583994980683,-0.0,0.0
2020-02-28,0.0591464955659311,0.027501684772613277,1.0,0.0591464955659311,-0.0,0.0,1.0,0.027501684772613277,-0.0,0.0
2020-03-31,-0.08208414785761309,-0.053650109832338644,1.0,-0.08208414785761309,-0.0,0.0,1.0,-0.053650109832338644,-0.0,0.0
2020-04-30,0.09574300116719736,0.06248880673227153,1.0,0.09574300116719736,-0.0,0.0,1.0,0.06248880673227153,-0.0,0.0
2020-05-29,0.03337610488713394,0.019058051516528396,0.9264706379065974,0.030675774094729057,0.00036764681046701274,0.07352936209340255,1.0,0.019058051516528396,-0.0,0.0
2020-06-30,0.15719179628435098,0.0906406820050103,0.9737249704817983,0.15303409104555737,7.088149886280126e-05,0.04725433257520084,1.0,0.0906406820050103,-0.0,0.0
2020-07-31,0.12218963661157156,0.11278141568865596,0.7429368494015857,0.09004980374126559,0.0011539406054010633,0.23078812108021263,1.0,0.11278141568865596,-0.0,0.0
2020-08-31,-0.024524233096755332,0.019435995683287466,0.6898457746797064,-0.016671149033415725,0.0002654553736093962,0.05309107472187924,0.9930391091830157,0.019277395862449843,3.4804454084921276e-05,0.006960890816984255
2020-09-30,-0.05723827323113462,-0.03432630799459191,0.65680539251012,-0.03719279463037466,0.0001652019108479319,0.03304038216958638,0.991087219615289,-0.03401540441642528,9.759447838633694e-06,0.001951889567726739
2020-10-30,0.029745469361202925,0.02049402914445908,0.6090883612098387,0.018524656383459973,0.0002385851565014069,0.047717031300281376,0.9119282194859853,0.01843874621307771,0.0003957950006465183,0.07915900012930366
2020-11-30,-0.017457183665277598,0.021176691601645592,0.6090328508105586,-0.009986561853517595,2.7755199640044915e-07,5.551039928008983e-05,0.9129276622466945,0.0194750954388163,1.4991641410637691e-06,0.0009994427607091794
2020-12-31,0.13621436006172538,0.07334389534318797,0.603889842392994,0.08288696151705446,2.5715042087822716e-05,0.005143008417564543,0.9280213860587726,0.06816094136254021,2.264058571811711e-05,0.015093723812078075
2021-01-29,0.046923316517381686,0.02747414128103509,0.5624014231670649,0.02690502752020863,0.0002074420961296458,0.04148841922592916,0.9086174503999436,0.025017390234649047,9.701967829414515e-05,0.01940393565882903
2021-02-26,-0.05332845377952711,-0.018946587969852047,0.5623894626541429,-0.029268670886805476,5.980256460980104e-08,1.1960512921960209e-05,0.9091413216267972,-0.017075851339751584,7.858068402804008e-07,0.0005238712268536005
