t_date,r_gross,r_net,nav,n_held
2006-12-29,0.0,-0.00024999999999997247,0.99975,1
2007-01-31,0.1226800837129713,0.12239941369204321,1.1221188138386202,2
2007-02-28,0.016491259917971506,0.016237137102991905,1.1403388108647645,3
2007-03-30,0.05847963102618343,0.058215011118426974,1.2067236474180305,4
2007-04-30,0.19026932302636684,0.1899717556956102,1.4359670573574443,5
2007-05-31,0.10875499804933471,0.10847780929982243,1.5917376179662923,6
2007-06-29,0.013046843235866254,0.011949375822360775,1.6107578889739609,6
2007-07-31,0.1450656599575885,0.14382517215930113,1.8424254196625933,6
2007-08-31,0.14839706536741412,0.14715296854659932,2.1135437894916578,6
2007-09-28,0.05719053611306032,0.056045246365604484,2.231997871878211,6
2007-10-31,0.017700519898985502,0.016598011002428192,2.269044597113042,6
2007-11-30,-0.13259254100418538,-0.13353223241809753,1.966054006604315,6
2007-12-28,0.10824806433982437,0.10704746227012274,2.176515098697314,6
2008-01-31,-0.08522278414340723,-0.0862137927939185,1.9888694769653887,6
2008-02-29,0.011308032320117121,0.010212448618436953,2.0091807043076755,6
2008-03-31,-0.14804572400828542,-0.14896867447394313,1.7098757180083375,6
2008-04-30,0.02221993307267268,0.02111252814517739,1.745975517229544,6
2008-05-30,-0.058290002288946784,-0.05931018811980038,1.6424213808500938,6
2008-06-30,-0.1521254844566773,-0.15304401518184918,1.3910586181042783,6
2008-07-31,0.012998313485216661,0.011900898645607727,1.4076134657284365,6
2008-08-29,-0.09861553123460938,-0.09959203107577197,1.267426381706935,6
2008-09-26,-0.05211920027466452,-0.053146071141033646,1.2000676490587152,6
2008-10-31,-0.14075848292878837,-0.1416893279056155,1.0300308704223138,6
2008-11-28,0.059439976592747586,0.05829224995143867,1.0900736873786692,6
2008-12-31,0.02676157128182481,0.025649246246269408,1.1180332558128236,6
2009-01-23,0.04352734217847498,0.04239685422444839,1.1654343487776053,6
2009-02-27,0.03036872954908681,0.029252496758741975,1.1995262132877489,6
2009-03-31,0.08501341130415445,0.08383798010857513,1.3000920680970816,6
2009-04-30,0.037160820437111365,0.03603722954830468,1.3469437843890262,6
2009-05-27,0.03473709364830436,0.0336161284635188,1.3922228196781858,6
2009-06-30,0.08184665657270355,0.0806746560280831,1.5045399167701714,6
2009-07-31,0.12157287119654898,0.12035783391941934,1.6856230821979328,6
2009-08-31,-0.17089918664483747,-0.17179737919263893,1.3960374543697098,6
2009-09-30,0.052683059673838246,0.051542653025858476,1.4679929284913906,6
2009-10-30,0.07496300582635629,0.0737984625700443,1.5763285496777522,6
2009-11-30,0.0763059265068401,0.07513992841979111,1.6947737640666116,6
2009-12-31,0.012505072224815538,0.011408191729905148,1.7141080681058967,6
2010-01-29,-0.06331497907546875,-0.0643297211814704,1.6038399740097355,6
2010-02-26,0.03144415769654159,0.0303267598590371,1.6524792437538531,6
2010-03-31,0.013355163619970084,0.012257362192715116,1.672734280360488,6
2010-04-30,-0.0461305697972813,-0.047163928346667494,1.5938415606185516,6
2010-05-31,-0.04738742694452495,-0.04841942389866838,1.5166686704676469,6
2010-06-30,-0.06316672331819877,-0.06418162603460398,1.4193264090412923,6
2010-07-30,0.08878358093357631,0.08760406538756516,1.5436651725852437,6
2010-08-31,0.05956095638990025,0.058413098687144505,1.6338354386513736,6
2010-09-30,0.031687120236280904,0.030569459189358383,1.6837809044153542,6
2010-10-29,0.05805373343027025,0.056907508552387354,1.7796006806337175,6
2010-11-30,0.02538004972166717,0.024269221334468627,1.8227902034389882,6
2010-12-31,-0.014408162051670566,-0.015475886542781314,1.7945809090592733,6
2011-01-31,-0.05886707235748447,-0.059886633029097136,1.687109500717417,6
2011-02-28,0.05727370815968027,0.056128328309174025,1.7818041366672108,6
2011-03-31,-0.035886946164338115,-0.03693140197265998,1.7159996118594056,6
2011-04-29,-0.024092165592774713,-0.025149399080049206,1.6728432527995438,6
2011-05-31,-0.05612574358011191,-0.05714827402456679,1.577243148188408,6
2011-06-30,0.03469560007614028,0.03357467984272455,1.6301985819229647,6
2011-07-29,0.01306395366385107,0.011966467714048523,1.6497063006210335,6
2011-08-31,-0.020862442494985745,-0.021923174848949456,1.613539500943105,6
2011-09-30,-0.09764227091700395,-0.09861982512351053,1.4544125175302196,6
2011-10-31,0.031247816041536758,0.030130630907491796,1.4982348842831585,6
2011-11-30,-0.027326423768448727,-0.028380153476032954,1.455714748324056,6
2011-12-30,-0.0660627197655691,-0.0670744851524897,1.3580734310513338,6
2012-01-31,-0.015195708394047125,-0.016262579709953595,1.3359876536268913,6
2012-02-29,0.055171120139830054,0.05402801809301194,1.4081684187490855,6
2012-03-30,-0.030142441825030203,-0.03119312084638648,1.3642432510909803,6
2012-04-27,0.03474059693969308,0.03361962795967499,1.4101086016391566,6
2012-05-31,0.014354732454691587,0.013255848161199069,1.428800787153286,6
2012-06-29,-0.00900107647649177,-0.01007465864364221,1.4144061069529492,6
2012-07-31,-0.022558534207837284,-0.023617429129112133,1.3810014709622045,6
2012-08-31,-0.021415680757715837,-0.022475813770228337,1.3499623390844466,6
2012-09-28,0.017693357669578233,0.016590856532102682,1.3723593705759385,6
2012-10-31,0.0028921746085444574,0.0018057080860518493,1.3748374509883565,6
2012-11-30,-0.04419452004637638,-0.04522997598299283,1.312653586099634,6
2012-12-31,0.07128998149508939,0.07012941734846967,1.4047092172731805,6
2013-01-31,0.037132745445554526,0.036009184971321995,1.4552916513088914,6
2013-02-28,0.02315643966654697,0.022048020190241546,1.4873779510196399,6
2013-03-29,0.000913061806127824,-0.00017126067749539953,1.4871232216640566,6
2013-04-26,-2.240081199080789e-05,-0.0011057098777778052,1.48547889482839,6
2013-05-31,0.09671439084337774,0.09552628358663062,1.6273811729977212,6
2013-06-28,-0.07152925529000417,-0.07253509859677332,1.509338919159799,6
2013-07-31,0.05360238887343164,0.052460986285485456,1.5885203274979907,6
2013-08-30,0.02608078097479083,0.024969193462068162,1.628184398873716,6
2013-09-30,0.08821039654378071,0.08703150194752474,1.7698877325552231,6
2013-10-31,-0.07256046373368612,-0.07356518989797456,1.6396856054117026,6
2013-11-29,0.051988147766182234,0.05084849393943558,1.7230611489810592,6
2013-12-31,-0.025599795115854834,-0.026655395337812693,1.6771322728637432,6
2014-01-30,0.06740142166897752,0.06624507012883618,1.7882340178949363,6
2014-02-28,-0.007219126328764774,-0.008294638941908627,1.7734012623728592,6
2014-03-31,-0.06581144084291214,-0.06682347844866565,1.65489642133585,6
2014-04-30,-0.028413479070656198,-0.02946603113499624,1.6061331918595738,6
2014-05-30,0.01994081971002699,0.018835883822007737,1.6363861300641112,6
2014-06-30,0.04693914713032162,0.045804963054263625,1.7113407362942072,6
2014-07-31,0.01253591803992217,0.01143900412871246,1.7309167700423105,6
2014-08-29,0.040929253261721296,0.03980157990402122,1.7998099921723598,6
2014-09-30,0.09471105924060337,0.09352512225975929,1.9681374417346162,6
2014-10-31,0.00549980970591912,0.004410518245404393,1.9768179478308503,6
2014-11-28,0.06366771237460304,0.06251540568619718,2.1003995238072517,6
2014-12-31,0.0034838426231844906,0.0023967351270093307,2.105433625126714,6
2015-01-30,0.0476400523643997,0.04650510897433824,2.203347045301468,6
2015-02-27,0.06715343851532245,0.06599735562359754,2.3487621238124317,6
2015-03-31,0.16607669040983425,0.1648134406618904,2.7358696907342877,6
2015-04-30,0.1506352902926416,0.14938876872815787,3.144577895233769,6
2015-05-29,0.15496556716315654,0.15371435446539627,3.627944656465782,6
2015-06-30,-0.13244709614727168,-0.13338694512644544,3.144024201652,6
2015-07-31,-0.16326382913070026,-0.16417029331580868,2.62786882627479,6
2015-08-31,-0.13028569009557012,-0.13122788059796653,2.2830191697132833,6
2015-09-30,0.003149695426342782,0.0020629499229642967,2.287728923933569,6
2015-10-30,0.151956843052051,0.15070888980541142,2.632510010235326,6
2015-11-30,0.07461747808293516,0.07345330914834536,2.825876581853255,6
2015-12-31,0.04159398245903154,0.040465588978034095,2.9402273421171805,6
2016-01-29,-0.22828900499233049,-0.22912502523692213,2.266547678152293,6
2016-02-29,-0.01790513943804026,-0.01896907553698235,2.2235533640372505,6
2016-03-31,0.13271122191521043,0.13148411809146898,2.5159153171370074,6
2016-04-29,-0.010271364634593853,-0.011343570656239699,2.487375853971948,6
2016-05-31,0.004259216603610213,0.003171269118956266,2.4952639922048867,6
2016-06-30,0.034766657183180526,0.033645659971232256,2.5792187960250716,6
2016-07-29,0.0017588701557382548,0.0006736313797361948,2.5809562387412797,6
2016-08-31,0.020235687429669347,0.019130432101620576,2.6303310468237737,6
2016-09-30,-0.0005577083803984743,-0.0016404375296530382,2.6260161530591524,6
2016-10-31,0.014126814323333556,0.013028176941149994,2.660228356151525,6
2016-11-30,0.009747453501791159,0.008653560427164253,2.6832488029815385,6
2016-12-30,-0.02959303436673059,-0.030644308579499957,2.6010224986673984,6
2017-01-26,-0.005909414795442815,-0.006986346262747745,2.582850854854511,6
2017-02-28,0.028517591718640645,0.027403364327612145,2.6536296578339735,6
2017-03-31,0.005788119354309332,0.004698515558342109,2.6660977780673845,6
2017-04-28,-0.006744844080645888,-0.007820870499558485,2.645246572605959,6
2017-05-31,-0.021976076907252923,-0.023035602823936685,2.584311723188028,6
2017-06-30,0.05720478579977662,0.056059480615160195,2.7291868961376187,6
2017-07-31,0.022094579092887538,0.020987309965536882,2.7864651874807405,6
2017-08-31,0.02052043801075518,0.019414874202910104,2.8405640585664673,6
2017-09-29,0.02912240665459911,0.028007524047390042,2.9201212247449195,6
2017-10-31,0.048466913621173856,0.047331074464751044,3.0583336998794213,6
2017-11-30,-0.01934785821046739,-0.020410231364072717,2.9959124014763416,6
2017-12-29,0.03234022995258462,0.03122186137013605,3.089450363152307,6
2018-01-31,0.03527363541112652,0.03415208897276445,3.194961546831624,6
2018-02-28,-0.03372849755093713,-0.03477529167859028,3.0838558271386742,6
2018-03-30,-0.0186044442462733,-0.019667622765006443,3.0232037140688437,6
2018-04-27,-0.03334923149846447,-0.03439643649767443,2.9192162794983414,6
2018-05-31,0.0553629775157971,0.05421966762348829,3.0774952158938174,6
2018-06-29,-0.050708155547217366,-0.051736555045374555,2.91827621525485,6
2018-07-31,-0.018820277461844045,-0.019883222161260372,2.8602514809390156,6
2018-08-31,-0.06572529577457455,-0.06673742670415206,2.6693656573744056,6
2018-09-28,0.00425663990558076,0.003168695212349748,2.6778240635529387,6
2018-10-31,-0.09217625097908254,-0.09315972670718853,2.428358705622414,6
2018-11-30,0.021339964115773453,0.02023351248798133,2.4774929318179235,6
2018-12-28,-0.02350669758191967,-0.02456456532620599,2.4166343948490687,6
2019-01-31,0.02078229885037273,0.01967645135995144,2.4641851839741022,6
2019-02-28,0.043757925849071004,0.0426271880960678,2.5692264693149096,6
2019-03-29,0.030454694113433285,0.029338368194810505,2.6446033814475234,6
2019-04-30,-0.005080153647276555,-0.006157983480825302,2.6283179575112348,6
2019-05-31,-0.023527745312374785,-0.024585590254952994,2.5636992091481288,6
2019-06-28,0.02520264254175243,0.02409200634566555,2.6254638667633032,6
2019-07-31,0.020794533288291152,0.01968867254389539,2.677155765111835,6
2019-08-30,0.030779275138035415,0.029662597589969142,2.7565671592580134,6
2019-09-30,0.001410273413572977,0.00032541228404170397,2.757464180073422,6
2019-10-31,0.031630844854676106,0.03051324477275008,2.841603359552093,6
2019-11-29,-0.006652676862532257,-0.007728803129264494,2.8196411666146584,6
2019-12-31,0.06905450646280203,0.0678963640808008,3.011084549840341,6
2020-01-23,0.04779167053816732,0.04665656289508435,3.151571405522384,6
