t_date,phase,n_test,alpha_sel,valid_ic,ic_model,ic_base_ret12,ic_base_sharpe,top20_ret,bot20_ret,pool_ret,bench_ret6m,top20_excess_hs300,top20_excess_pool,train_rows,train_label_end_max
2006-03-31,dev,30,10.0,-0.0197,-0.47363737486095664,-0.04293659621802002,-0.03982202447163515,0.3926900608982115,0.5380452357179496,0.4279708419074771,0.35339764468168533,0.03929241621652618,-0.03528078100926557,322,2006-03-15
2006-04-28,dev,32,10.0,-0.0282,-0.3519061583577712,-0.16129032258064518,-0.1539589442815249,0.23084198925319024,0.30790794923228687,0.25858886174279033,0.2862155999887406,-0.05537361073555033,-0.02774687248960009,349,2006-04-14
2006-05-31,dev,32,3.1622776601683795,-0.0472,0.10373900293255131,0.11950146627565982,0.09604105571847506,0.27600834939854474,0.27879089530168405,0.2269808238080444,0.25552509756849573,0.02048325183004901,0.04902752559050033,376,2006-05-15
2006-06-30,dev,32,0.001,-0.0678,0.020527859237536656,0.08321114369501466,-0.026759530791788853,0.3929277599171579,0.422884241976117,0.380102638056997,0.48288871368895747,-0.08996095377179958,0.012825121860160882,403,2006-06-14
2006-07-31,dev,34,0.001,-0.0785,0.227196333078686,0.29802052785923755,0.04873949579831932,0.5922650107262468,0.5638927674945295,0.5685785774097665,0.7754410010445576,-0.18317599031831078,0.02368643331648035,431,2006-07-14
2006-08-31,dev,34,0.03162277660168379,-0.0608,0.2452253628724217,0.20152788388082504,-0.1498854087089381,0.69969171695688,0.5884220937608285,0.6314944197027604,0.9402171071208207,-0.2405253901639407,0.0681972972541196,460,2006-08-07
2006-09-29,dev,34,1000.0,-0.0669,0.1868601986249045,0.1361344537815126,-0.1547746371275783,0.8699362254974676,0.7877726322330442,0.7866891293524452,1.2636045223104686,-0.393668296813001,0.08324709614502246,490,2006-08-30
2006-10-31,dev,35,1000.0,-0.0715,0.3025210084033614,0.3442322383498854,-0.04565826330532213,1.1795893153432309,0.9191055988613813,0.9577548360814401,1.5500094573269703,-0.3704201419837394,0.22183447926179078,520,2006-10-09
2006-11-30,dev,35,1000.0,-0.0894,0.3473389355742297,0.2913165266106443,-0.1689075630252101,1.0325182603407475,0.9238990641698054,0.9421251990212071,1.4022217063180502,-0.36970344597730276,0.09039306131954039,552,2006-11-06
2006-12-29,dev,37,1000.0,-0.0735,0.2889995258416311,0.17310924369747901,-0.13063063063063063,0.7457119234753343,0.616493756296225,0.6364546268640559,0.8700799148672225,-0.12436799139188814,0.10925729661127848,584,2006-11-30
2007-01-31,dev,38,1000.0,-0.0867,0.47587263376737055,0.42057847321005215,0.13973082394135025,0.9253240771117264,0.7025748393836899,0.7661342692959322,1.0027736146075918,-0.07744953749586547,0.15918980781579417,616,2007-01-04
2007-02-28,dev,39,1000.0,-0.1137,0.4178137651821862,0.36076157128788705,0.10991902834008098,0.966447597365934,0.761098238209611,0.8105164087960108,1.0597688176120847,-0.09332122024615075,0.15593118856992316,650,2007-02-02
2007-03-30,dev,39,1000.0,-0.194,0.3487854251012146,0.34271255060728745,0.11801619433198382,0.9619395577045551,0.778898974573221,0.8363070737837689,1.0321980426949038,-0.0702584849903487,0.1256324839207862,684,2007-03-14
2007-04-30,dev,40,1000.0,-0.2187,-0.019512195121951223,0.09606003752345216,0.10938086303939965,0.4812187405415634,0.47018170055081976,0.4610284575771916,0.49423540952631995,-0.013016668984756563,0.02019028296437181,718,2007-04-12
2007-05-31,dev,41,0.31622776601683794,-0.2615,-0.07003484320557493,0.11463414634146342,0.019163763066202093,0.22519955312070872,0.25532994336059545,0.22746549633073157,0.2060758379939469,0.01912371512676181,-0.0022659432100228527,753,2007-05-14
2007-06-29,dev,43,1000.0,-0.279,0.2906976744186046,0.20714285714285718,-0.16007248565388102,0.4259092865680235,0.3300779755735363,0.3561715255868841,0.43065659106957943,-0.004747304501555916,0.06973776098113943,788,2007-06-13
2007-07-31,dev,46,1000.0,-0.2774,0.03213074313906876,0.05778717406624383,0.03311748381128584,0.09777216787343702,0.07013118166359772,0.06986938284148747,0.024970160724069768,0.07280200714936726,0.027902785031949554,825,2007-07-12
2007-08-31,dev,47,1000.0,-0.0026,0.0836031452358927,-0.02590194264569843,0.09401017576318225,-0.07408444630221055,-0.08712321491684523,-0.0920370430659053,-0.186369615087412,0.11228516878520146,0.017952596763694748,863,2007-08-09
2007-09-28,dev,50,1000.0,0.1772,0.00014405762304921967,-0.03318686401480111,0.2510924369747899,-0.24151311531041855,-0.21097588211779414,-0.22816390507537068,-0.3272100319433745,0.08569691663295595,-0.01334921023504787,902,2007-08-30
2007-10-31,dev,52,1000.0,0.1841,-0.025356441560659092,-0.05493212669683258,0.09664475369247844,-0.22063163867833496,-0.19956994517723528,-0.20891434325999528,-0.31000943475332776,0.0893777960749928,-0.011717295418339685,941,2007-10-08
2007-11-30,dev,55,100.0,0.2257,-0.008802308802308804,-0.08452147186886365,0.15930735930735934,-0.22893729865437307,-0.2076598075094237,-0.21464775101202088,-0.323139995541866,0.09420269688749294,-0.014289547642352185,981,2007-11-06
2007-12-28,dev,56,316.22776601683796,0.2406,-0.18721804511278195,-0.19501025290498974,0.214149008885851,-0.35006751289019555,-0.29806904230636755,-0.32175678671232444,-0.4564084840140308,0.10634097112383523,-0.028310726177871115,1022,2007-11-30
2008-01-31,dev,56,100.0,0.2253,-0.2555707450444293,-0.1963773069036227,0.08557758031442242,-0.3197802260524293,-0.2629246680615615,-0.2984953982575598,-0.4112108451192873,0.09143061906685801,-0.02128482779486951,1065,2008-01-02
2008-02-29,dev,56,0.001,0.1998,-0.41756664388243336,-0.2620642515379358,0.0758714969241285,-0.3925803023187239,-0.3202022663739807,-0.3677621551934496,-0.4883700035297516,0.0957897012110277,-0.024818147125274248,1111,2008-02-01
2008-03-31,dev,60,10.0,0.1964,-0.3749930536260073,-0.019170075978959675,0.17243678799666579,-0.33621178105753086,-0.2809533202917442,-0.3221411268185815,-0.4453419442663692,0.10913016320883834,-0.014070654238949376,1158,2008-03-12
2008-04-30,dev,61,31.622776601683793,0.1909,-0.463299841353781,0.047846624062239516,0.18995240613432043,-0.46132527526273276,-0.34731020927822204,-0.4203061464332888,-0.5727786914209954,0.1114534161582626,-0.041019128829443974,1208,2008-04-10
