t_date,n,n_short,n_full,ic_all,ic_short,ic_full,short_share_top,short_share_pool,ret_pool_top,ret_group_top,ret_diff_group_minus_pool
2014-12-31,213,47,166,-0.07441989265872079,0.051919518963922294,-0.11916102078428031,0.2558139534883721,0.22065727699530516,0.15984664296427845,0.15316613521403455,-0.006680507750243897
2015-01-30,216,50,166,0.14135557698948545,0.2978631452581032,0.07895403060254083,0.2558139534883721,0.23148148148148148,0.229829412112192,0.22531701215047592,-0.004512399961716068
2015-02-27,220,50,170,-0.06195206888196412,-0.05901560624249699,-0.042634082595978284,0.2727272727272727,0.22727272727272727,-0.007931980515283477,-0.016875198238210872,-0.008943217722927395
2015-03-31,221,47,174,-0.23094711330005444,-0.2461840888066605,-0.1608918249380677,0.25,0.21266968325791855,-0.14062030818544044,-0.14708746915178425,-0.00646716096634381
2015-04-30,223,49,174,-0.2688245580622262,-0.4240816326530612,-0.17109484894216803,0.2222222222222222,0.21973094170403587,-0.10593105244134703,-0.10593105244134703,0.0
2015-05-29,229,53,176,-0.49032905978635605,-0.6489275923238187,-0.4034712744882236,0.2391304347826087,0.2314410480349345,-0.26058226612997365,-0.2605822661299736,5.551115123125783e-17
2015-06-30,233,53,180,-0.1497042003923756,-0.31269150137074664,-0.06282909966356987,0.2765957446808511,0.22746781115879827,-0.1025606316431783,-0.10316066476702232,-0.0006000331238440182
2015-07-31,239,57,182,0.023918814387679756,-0.25012963443090486,0.15514500896259795,0.3125,0.2384937238493724,-0.10027008214930248,-0.10136705792620383,-0.0010969757769013488
2015-08-31,241,57,184,0.14554542025307776,-0.15426497277676954,0.22673614455510394,0.3333333333333333,0.23651452282157676,-0.02370814468764559,-0.018445145916434143,0.005262998771211447
2015-09-30,243,57,186,0.21149815759850532,0.2057298418459943,0.2190797663283432,0.30612244897959184,0.2345679012345679,0.1050458723523312,0.10633985407318765,0.0012939817208564436
2015-10-30,249,63,186,0.10540380878352118,-0.12279185867895547,0.1895920070493125,0.3,0.25301204819277107,-0.031107916375984992,-0.031268095407869116,-0.0001601790318841237
2015-11-30,249,62,187,-0.11776059075009716,-0.4210672105965601,-0.004224488822171409,0.28,0.24899598393574296,-0.10260484566682074,-0.10113163834962043,0.0014732073172003118
2015-12-31,257,69,188,-0.08034977038277079,-0.32396784800876877,0.04244121891180714,0.35294117647058826,0.26848249027237353,-0.09315803557579201,-0.0900889833156846,0.0030690522601074105
2016-01-29,264,76,188,0.16708450456208543,0.12259740259740258,0.21859936753553771,0.3018867924528302,0.2878787878787879,0.15184648595598912,0.15192110552654936,7.461957056023594e-05
2016-02-29,267,76,191,0.05317755229932958,-0.029719753930280243,0.10094034169192614,0.2830188679245283,0.2846441947565543,0.19299535593129394,0.19299535593129394,0.0
2016-03-31,276,85,191,0.24934804012499823,0.0984170412350987,0.3145546293744833,0.41818181818181815,0.3079710144927536,0.07282487584854597,0.07356865310812316,0.0007437772595771941
2016-04-29,281,87,194,0.1555652305595517,-0.016567033607931762,0.2412749154589868,0.48214285714285715,0.3096085409252669,0.05881300893439916,0.0691599413082485,0.010346932373849337
2016-05-31,303,102,201,0.0988891151227357,0.005886311075425075,0.18609428106989803,0.5737704918032787,0.33663366336633666,0.05438573285488105,0.06646829646949531,0.012082563614614267
2016-06-30,323,119,204,0.3025608921422625,0.29044295684375454,0.3307602603699175,0.7846153846153846,0.3684210526315789,0.016721341975110285,0.020648566555079156,0.0039272245799688715
2016-07-29,347,142,205,0.36231969804106956,0.40192082415636515,0.3473986990012675,0.5797101449275363,0.4092219020172911,0.020753031455864858,0.02255039447911209,0.0017973630232472337
2016-08-31,362,155,207,0.3615040029667626,0.3727885018207599,0.3607940708510569,0.4583333333333333,0.4281767955801105,0.02937405701376622,0.029073237766519353,-0.0003008192472468661
2016-09-30,368,158,210,0.2176506367006568,0.19995314584572507,0.19956072862034446,0.36486486486486486,0.42934782608695654,0.04329500461599719,0.0410173505627251,-0.002277654053272092
2016-10-31,377,167,210,0.25461212383442755,0.38394467519350284,0.15209479968771564,0.44,0.44297082228116713,-0.024004131780279818,-0.02400413178027982,-3.469446951953614e-18
2016-11-30,386,173,213,0.25038963125479574,0.35849507024952376,0.15905856581917885,0.7012987012987013,0.4481865284974093,0.004876843544365633,0.0036355795428444702,-0.0012412640015211627
2016-12-30,395,176,219,0.08522388960607814,0.22690732995817744,0.022547328252996223,0.759493670886076,0.44556962025316454,0.04733283902995684,0.04679742859402024,-0.0005354104359365994
2017-01-26,405,186,219,0.12377429861212724,0.17886884642102857,0.08116923920618782,0.37037037037037035,0.45925925925925926,0.056707135568239475,0.055892588712714845,-0.0008145468555246296
2017-02-28,419,198,221,0.10858976471336729,0.17482041804160006,0.0600097835391953,0.42857142857142855,0.47255369928400953,0.0681133674446218,0.06817845668247913,6.508923785732146e-05
2017-03-31,428,201,227,0.1827977446178764,0.20556228757204079,0.14409615712119567,0.4069767441860465,0.4696261682242991,0.10548745809098185,0.10765338751939114,0.002165929428409291
