t_date,phase,n_test,alpha_sel,valid_ic,ic_model,ic_base_ret12,ic_base_sharpe,top20_ret,bot20_ret,pool_ret,bench_ret6m,top20_excess_hs300,top20_excess_pool,train_rows,train_label_end_max
2006-03-31,dev,30,1.0,-0.0634,0.13592880978865407,-0.04293659621802002,-0.03982202447163515,0.4502344262698937,0.41592313496946637,0.4279708419074771,0.35339764468168533,0.09683678158820835,0.0222635843624166,322,2006-03-15
2006-04-28,dev,32,1.0,-0.0632,0.1158357771260997,-0.16129032258064518,-0.1539589442815249,0.2605310691981879,0.23255554925855984,0.25858886174279033,0.2862155999887406,-0.025684530790552662,0.001942207455397582,349,2006-04-14
2006-05-31,dev,32,1000.0,-0.0697,0.12976539589442815,0.11950146627565982,0.09604105571847506,0.27648404932433845,0.260575330200649,0.2269808238080444,0.25552509756849573,0.020958951755842725,0.04950322551629405,376,2006-05-15
2006-06-30,dev,32,1000.0,-0.0594,0.06781524926686217,0.08321114369501466,-0.026759530791788853,0.3842689961451877,0.426252419290573,0.380102638056997,0.48288871368895747,-0.09861971754376975,0.004166358088190714,403,2006-06-14
2006-07-31,dev,34,1000.0,-0.0397,0.16913674560733383,0.29802052785923755,0.04873949579831932,0.6061345610037077,0.5766807795525087,0.5685785774097665,0.7754410010445576,-0.16930644004084994,0.03755598359394119,431,2006-07-14
2006-08-31,dev,34,1000.0,-0.0177,-0.06524064171122994,0.20152788388082504,-0.1498854087089381,0.7226697501220539,0.6753251984882659,0.6314944197027604,0.9402171071208207,-0.21754735699876682,0.09117533041929349,460,2006-08-07
2006-09-29,dev,34,1000.0,-0.0278,-0.02032085561497326,0.1361344537815126,-0.1547746371275783,0.8826423678369686,0.8397316907691741,0.7866891293524452,1.2636045223104686,-0.3809621544735,0.09595323848452342,490,2006-08-30
2006-10-31,dev,35,1000.0,-0.0257,0.06722689075630252,0.3442322383498854,-0.04565826330532213,1.0562159556280775,0.9625237918659918,0.9577548360814401,1.5500094573269703,-0.4937935016988928,0.09846111954663739,520,2006-10-09
2006-11-30,dev,35,100.0,-0.0124,-0.3022408963585434,0.2913165266106443,-0.1689075630252101,0.9159286537186304,1.077562252994423,0.9421251990212071,1.4022217063180502,-0.4862930525994198,-0.026196545302576646,552,2006-11-06
2006-12-29,dev,37,316.22776601683796,0.0035,-0.04220009483167377,0.17310924369747901,-0.13063063063063063,0.6376648045725135,0.6890327154451849,0.6364546268640559,0.8700799148672225,-0.23241511029470896,0.0012101777084576604,584,2006-11-30
