t_date,phase,n_test,n_rounds,valid_ic,ic_model,ic_base_ret12,ic_base_sharpe,top20_ret,bot20_ret,pool_ret,bench_ret6m,top20_excess_hs300,top20_excess_pool,train_rows,train_label_end_max
2006-03-31,dev,30,24,0.20333961080881102,0.004908543628269283,-0.04293659621802002,-0.03982202447163515,0.4482109195172764,0.4324776065218563,0.4279708419074771,0.35339764468168533,0.09481327483559104,0.02024007760979929,322,2006-03-15
2006-04-28,dev,32,24,0.1552047053236631,0.03521014541925659,-0.16129032258064518,-0.1539589442815249,0.2943852523382278,0.23628670642555286,0.25858886174279033,0.2862155999887406,0.008169652349487244,0.03579639059543749,349,2006-04-14
2006-05-31,dev,32,1,0.15227813452712946,,0.11950146627565982,0.09604105571847506,0.2959536697431107,0.2353989636927966,0.2269808238080444,0.25552509756849573,0.040428572174614985,0.06897284593506631,376,2006-05-15
2006-06-30,dev,32,4,0.12887446107084452,0.043811963394681755,0.08321114369501466,-0.026759530791788853,0.3945187053206083,0.32001984327696864,0.380102638056997,0.48288871368895747,-0.08837000836834918,0.014416067263611276,403,2006-06-14
2006-07-31,dev,34,3,0.1383355329242485,0.12613124477737825,0.29802052785923755,0.04873949579831932,0.5772844697275415,0.5444736799002371,0.5685785774097665,0.7754410010445576,-0.19815653131701605,0.008705892317775077,431,2006-07-14
2006-08-31,dev,34,25,0.05140230597340321,-0.22759179421916476,0.20152788388082504,-0.1498854087089381,0.5619293271592843,0.6552495307354836,0.6314944197027604,0.9402171071208207,-0.3782877799615364,-0.06956509254347609,460,2006-08-07
2006-09-29,dev,34,1,0.08955955055746133,-0.3043918218216951,0.1361344537815126,-0.1547746371275783,0.8019663759282577,0.772752652296972,0.7866891293524452,1.2636045223104686,-0.4616381463822109,0.015277246575812531,490,2006-08-30
2006-10-31,dev,35,1,0.08942700313731182,0.08782297740303607,0.3442322383498854,-0.04565826330532213,1.0535130300195064,0.9371778888004814,0.9577548360814401,1.5500094573269703,-0.4964964273074639,0.09575819393806628,520,2006-10-09
2006-11-30,dev,35,17,0.10777272758265452,-0.054196600336848526,0.2913165266106443,-0.1689075630252101,1.0009670120102931,0.9301750234652871,0.9421251990212071,1.4022217063180502,-0.40125469430775706,0.058841812989086084,552,2006-11-06
2006-12-29,dev,37,18,0.04465209466553537,-0.22602104140215273,0.17310924369747901,-0.13063063063063063,0.6519943943950707,0.6621516715503398,0.6364546268640559,0.8700799148672225,-0.2180855204721518,0.015539767531014825,584,2006-11-30
2007-01-31,dev,38,18,0.046552276738523114,0.010378623756484743,0.42057847321005215,0.13973082394135025,0.762622282295633,0.7444613466099184,0.7661342692959322,1.0027736146075918,-0.24015133231195884,-0.0035119870002991993,616,2007-01-04
2007-02-28,dev,39,8,0.1435329044469457,0.1318043014932014,0.36076157128788705,0.10991902834008098,0.8164531882382144,0.7568447893510422,0.8105164087960108,1.0597688176120847,-0.2433156293738703,0.00593677944220361,650,2007-02-02
2007-03-30,dev,39,16,0.16557167636270803,0.12093232575916224,0.34271255060728745,0.11801619433198382,0.8651904149894216,0.832633070593503,0.8363070737837689,1.0321980426949038,-0.16700762770548216,0.028883341205652724,684,2007-03-14
