date,nav,nav_acc,daily_ret,suspicious_jump
2023-09-15,0.987,0.987,-0.011000000000000001,False
2023-09-18,0.99,0.99,0.003,False
2023-09-19,0.985,0.985,-0.0051,False
2023-09-20,0.982,0.982,-0.003,False
2023-09-21,0.978,0.978,-0.0040999999999999995,False
2023-09-22,1.005,1.005,0.0276,False
2023-09-25,0.997,0.997,-0.008,False
2023-09-26,1.002,1.002,0.005,False
2023-09-27,0.998,0.998,-0.004,False
2023-09-28,1.001,1.001,0.003,False
2023-10-09,1.007,1.007,0.006,False
2023-10-10,0.999,0.999,-0.0079,False
2023-10-11,1.002,1.002,0.003,False
2023-10-12,0.999,0.999,-0.003,False
2023-10-13,0.985,0.985,-0.013999999999999999,False
2023-10-16,0.98,0.98,-0.0051,False
2023-10-17,0.98,0.98,0.0,False
2023-10-18,0.972,0.972,-0.008199999999999999,False
2023-10-19,0.956,0.956,-0.0165,False
2023-10-20,0.941,0.941,-0.015700000000000002,False
2023-10-23,0.926,0.926,-0.0159,False
2023-10-24,0.935,0.935,0.0097,False
2023-10-25,0.938,0.938,0.0032,False
2023-10-26,0.945,0.945,0.0075,False
2023-10-27,0.957,0.957,0.0127,False
2023-10-30,0.967,0.967,0.0104,False
2023-10-31,0.958,0.958,-0.009300000000000001,False
2023-11-01,0.958,0.958,0.0,False
2023-11-02,0.947,0.947,-0.0115,False
2023-11-03,0.962,0.962,0.0158,False
2023-11-06,0.98,0.98,0.0187,False
2023-11-07,0.987,0.987,0.0070999999999999995,False
2023-11-08,0.991,0.991,0.0040999999999999995,False
2023-11-09,0.988,0.988,-0.003,False
2023-11-10,0.979,0.979,-0.0091,False
2023-11-13,0.987,0.987,0.008199999999999999,False
2023-11-14,0.991,0.991,0.0040999999999999995,False
2023-11-15,0.992,0.992,0.001,False
2023-11-16,0.983,0.983,-0.0091,False
2023-11-17,0.99,0.99,0.0070999999999999995,False
2023-11-20,0.991,0.991,0.001,False
2023-11-21,0.984,0.984,-0.0070999999999999995,False
2023-11-22,0.972,0.972,-0.012199999999999999,False
2023-11-23,0.984,0.984,0.0123,False
2023-11-24,0.971,0.971,-0.0132,False
2023-11-27,0.97,0.97,-0.001,False
2023-11-28,0.972,0.972,0.0021,False
2023-11-29,0.966,0.966,-0.0062,False
2023-11-30,0.964,0.964,-0.0021,False
2023-12-01,0.975,0.975,0.011399999999999999,False
2023-12-04,0.981,0.981,0.0062,False
2023-12-05,0.96,0.96,-0.021400000000000002,False
2023-12-06,0.964,0.964,0.0042,False
2023-12-07,0.97,0.97,0.0062,False
2023-12-08,0.971,0.971,0.001,False
