date,nav,nav_acc,daily_ret,suspicious_jump
2023-09-15,0.7316,0.7316,-0.0068000000000000005,False
2023-09-18,0.7353,0.7353,0.0051,False
2023-09-19,0.7328,0.7328,-0.0034000000000000002,False
2023-09-20,0.7292,0.7292,-0.0049,False
2023-09-21,0.7194,0.7194,-0.0134,False
2023-09-22,0.7315,0.7315,0.0168,False
2023-09-25,0.7286,0.7286,-0.004,False
2023-09-26,0.7263,0.7263,-0.0032,False
2023-09-27,0.7256,0.7256,-0.001,False
2023-09-28,0.7226,0.7226,-0.0040999999999999995,False
2023-10-09,0.7176,0.7176,-0.0069,False
2023-10-10,0.7125,0.7125,-0.0070999999999999995,False
2023-10-11,0.7108,0.7108,-0.0024,False
2023-10-12,0.712,0.712,0.0017000000000000001,False
2023-10-13,0.703,0.703,-0.0126,False
2023-10-16,0.697,0.697,-0.0085,False
2023-10-17,0.6986,0.6986,0.0023,False
2023-10-18,0.6953,0.6953,-0.004699999999999999,False
2023-10-19,0.6806,0.6806,-0.021099999999999997,False
2023-10-20,0.6758,0.6758,-0.0070999999999999995,False
2023-10-23,0.6691,0.6691,-0.009899999999999999,False
2023-10-24,0.6719,0.6719,0.0042,False
2023-10-25,0.6827,0.6827,0.0161,False
2023-10-26,0.6862,0.6862,0.0051,False
2023-10-27,0.6916,0.6916,0.0079,False
2023-10-30,0.6961,0.6961,0.006500000000000001,False
2023-10-31,0.696,0.696,-0.0001,False
2023-11-01,0.7076,0.7076,0.0167,False
2023-11-02,0.7012,0.7012,-0.009000000000000001,False
2023-11-03,0.7063,0.7063,0.0073,False
2023-11-06,0.7089,0.7089,0.0037,False
2023-11-07,0.7052,0.7052,-0.0052,False
2023-11-08,0.7047,0.7047,-0.0007000000000000001,False
2023-11-09,0.7029,0.7029,-0.0026,False
2023-11-10,0.698,0.698,-0.006999999999999999,False
2023-11-13,0.6938,0.6938,-0.006,False
2023-11-14,0.6939,0.6939,0.0001,False
2023-11-15,0.6992,0.6992,0.0076,False
2023-11-16,0.6959,0.6959,-0.004699999999999999,False
2023-11-17,0.6979,0.6979,0.0029,False
