date,nav,nav_acc,daily_ret,suspicious_jump
2022-01-13,1.0,1.0,0.0,False
2022-01-14,1.0016,1.0016,0.0016,False
2022-01-21,0.9825,0.9825,0.0,False
2022-01-28,0.9677,0.9677,0.0,False
2022-02-11,0.9429,0.9429,0.0,False
2022-02-18,0.9661,0.9661,0.0,False
2022-02-25,0.9836,0.9836,0.0,False
2022-03-04,0.9478,0.9478,0.0,False
2022-03-11,0.9228,0.9228,0.0,False
2022-03-18,0.9363,0.9363,0.0,False
2022-03-25,0.9144,0.9144,0.0,False
2022-04-01,0.9202,0.9202,0.0,False
2022-04-08,0.8945,0.8945,0.0,False
2022-04-12,0.8669,0.8669,0.0,False
2022-04-13,0.8564,0.8564,-0.0121,False
2022-04-14,0.8634,0.8634,0.008199999999999999,False
2022-04-15,0.8606,0.8606,-0.0032,False
2022-04-18,0.8699,0.8699,0.0108,False
2022-04-19,0.8663,0.8663,-0.0040999999999999995,False
2022-04-20,0.8444,0.8444,-0.0253,False
2022-04-21,0.8193,0.8193,-0.0297,False
2022-04-22,0.8163,0.8163,-0.0037,False
2022-04-25,0.7734,0.7734,-0.0526,False
2022-04-26,0.7675,0.7675,-0.0076,False
2022-04-27,0.8045,0.8045,0.0482,False
2022-04-28,0.8109,0.8109,0.008,False
2022-04-29,0.8419,0.8419,0.0382,False
2022-05-05,0.844,0.844,0.0025,False
2022-05-06,0.825,0.825,-0.0225,False
2022-05-09,0.8244,0.8244,-0.0007000000000000001,False
2022-05-10,0.8452,0.8452,0.0252,False
2022-05-11,0.8613,0.8613,0.019,False
2022-05-12,0.8593,0.8593,-0.0023,False
2022-05-13,0.8675,0.8675,0.0095,False
2022-05-16,0.8661,0.8661,-0.0016,False
2022-05-17,0.8808,0.8808,0.017,False
2022-05-18,0.8796,0.8796,-0.0014000000000000002,False
2022-05-19,0.8928,0.8928,0.015,False
2022-05-20,0.8974,0.8974,0.0052,False
2022-05-23,0.8977,0.8977,0.0003,False
2022-05-24,0.8705,0.8705,-0.030299999999999997,False
2022-05-25,0.8763,0.8763,0.0067,False
2022-05-26,0.8787,0.8787,0.0027,False
2022-05-27,0.8776,0.8776,-0.0013,False
2022-05-30,0.8883,0.8883,0.012199999999999999,False
2022-05-31,0.9025,0.9025,0.016,False
2022-06-01,0.9076,0.9076,0.005699999999999999,False
2022-06-02,0.927,0.927,0.021400000000000002,False
2022-06-06,0.9547,0.9547,0.029900000000000003,False
2022-06-07,0.951,0.951,-0.0039000000000000003,False
2022-06-08,0.9492,0.9492,-0.0019,False
2022-06-09,0.9359,0.9359,-0.013999999999999999,False
2022-06-10,0.9593,0.9593,0.025,False
2022-06-13,0.9619,0.9619,0.0027,False
2022-06-14,0.9514,0.9514,-0.0109,False
2022-06-15,0.9508,0.9508,-0.0006,False
2022-06-16,0.9627,0.9627,0.0125,False
2022-06-17,0.9857,0.9857,0.0239,False
2022-06-20,0.9966,0.9966,0.0111,False
2022-06-21,0.9873,0.9873,-0.009300000000000001,False
2022-06-22,0.9835,0.9835,-0.0038,False
2022-06-23,1.0183,1.0183,0.0354,False
2022-06-24,1.0276,1.0276,0.0091,False
2022-06-27,1.0304,1.0304,0.0027,False
2022-06-28,1.0363,1.0363,0.005699999999999999,False
2022-06-29,1.004,1.004,-0.031200000000000002,False
2022-06-30,1.02,1.02,0.0159,False
2022-07-01,1.0184,1.0184,-0.0016,False
2022-07-04,1.0388,1.0388,0.02,False
2022-07-05,1.0303,1.0303,-0.008199999999999999,False
2022-07-06,1.0313,1.0313,0.001,False
2022-07-07,1.0543,1.0543,0.0223,False
2022-07-08,1.039,1.039,-0.014499999999999999,False
2022-07-11,1.0181,1.0181,-0.020099999999999996,False
2022-07-12,0.9935,0.9935,-0.0242,False
2022-07-13,1.0019,1.0019,0.0085,False
2022-07-14,1.0304,1.0304,0.028399999999999998,False
2022-07-15,1.0322,1.0322,0.0017000000000000001,False
2022-07-18,1.0359,1.0359,0.0036,False
2022-07-19,1.028,1.028,-0.0076,False
2022-07-20,1.034,1.034,0.0058,False
2022-07-21,1.0271,1.0271,-0.0067,False
2022-07-22,1.0261,1.0261,-0.001,False
2022-07-25,1.0082,1.0082,-0.0174,False
2022-07-26,1.0179,1.0179,0.0096,False
2022-07-27,1.0296,1.0296,0.0115,False
2022-07-28,1.0346,1.0346,0.0049,False
2022-07-29,1.0297,1.0297,-0.004699999999999999,False
2022-08-01,1.0456,1.0456,0.0154,False
2022-08-02,1.041,1.041,-0.0044,False
2022-08-03,1.0241,1.0241,-0.016200000000000003,False
2022-08-04,1.0185,1.0185,-0.0055000000000000005,False
2022-08-05,1.0339,1.0339,0.0151,False
2022-08-08,1.0478,1.0478,0.0134,False
2022-08-09,1.061,1.061,0.0126,False
2022-08-10,1.0589,1.0589,-0.002,False
2022-08-11,1.0609,1.0609,0.0019,False
2022-08-12,1.0302,1.0302,-0.028900000000000002,False
2022-08-15,1.0497,1.0497,0.0189,False
2022-08-16,1.0576,1.0576,0.0075,False
2022-08-17,1.0614,1.0614,0.0036,False
2022-08-18,1.0822,1.0822,0.0196,False
2022-08-19,1.0526,1.0526,-0.0274,False
2022-08-22,1.0617,1.0617,0.0086,False
2022-08-23,1.0688,1.0688,0.0067,False
2022-08-24,1.0287,1.0287,-0.0375,False
2022-08-25,1.0161,1.0161,-0.012199999999999999,False
2022-08-26,1.011,1.011,-0.005,False
2022-08-29,1.0242,1.0242,0.0131,False
2022-08-30,1.0173,1.0173,-0.0067,False
2022-08-31,0.967,0.967,-0.049400000000000006,False
2022-09-01,0.965,0.965,-0.0021,False
2022-09-02,0.9691,0.9691,0.0042,False
2022-09-05,0.9794,0.9794,0.0106,False
2022-09-06,1.0078,1.0078,0.028999999999999998,False
2022-09-07,1.0336,1.0336,0.0256,False
2022-09-08,1.0257,1.0257,-0.0076,False
2022-09-09,1.0103,1.0103,-0.015,False
2022-09-13,1.0086,1.0086,-0.0017000000000000001,False
2022-09-14,1.0089,1.0089,0.0003,False
2022-09-15,0.9608,0.9608,-0.04769999999999999,False
2022-09-16,0.9567,0.9567,-0.0043,False
2022-09-19,0.9504,0.9504,-0.0066,False
2022-09-20,0.9664,0.9664,0.0168,False
2022-09-21,0.9531,0.9531,-0.0138,False
2022-09-22,0.964,0.964,0.011399999999999999,False
2022-09-23,0.9448,0.9448,-0.0199,False
2022-09-26,0.9621,0.9621,0.0183,False
2022-09-27,0.9782,0.9782,0.0167,False
2022-09-28,0.9428,0.9428,-0.0362,False
2022-09-29,0.9499,0.9499,0.0075,False
2022-09-30,0.9217,0.9217,-0.0297,False
2022-10-10,0.8895,0.8895,-0.0349,False
2022-10-11,0.8972,0.8972,0.0087,False
2022-10-12,0.9343,0.9343,0.0414,False
2022-10-13,0.9365,0.9365,0.0024,False
2022-10-14,0.9487,0.9487,0.013000000000000001,False
2022-10-17,0.9539,0.9539,0.0055000000000000005,False
2022-10-18,0.9617,0.9617,0.008199999999999999,False
2022-10-19,0.9546,0.9546,-0.0074,False
2022-10-20,0.9529,0.9529,-0.0018,False
2022-10-21,0.9634,0.9634,0.011000000000000001,False
2022-10-24,0.9667,0.9667,0.0034000000000000002,False
2022-10-25,0.968,0.968,0.0013,False
2022-10-26,0.9732,0.9732,0.0054,False
2022-10-27,0.9507,0.9507,-0.0231,False
2022-10-28,0.933,0.933,-0.018600000000000002,False
2022-10-31,0.9381,0.9381,0.0055000000000000005,False
2022-11-01,0.9451,0.9451,0.0075,False
2022-11-02,0.9436,0.9436,-0.0016,False
2022-11-03,0.9566,0.9566,0.0138,False
2022-11-04,0.9752,0.9752,0.0194,False
2022-11-07,0.9603,0.9603,-0.015300000000000001,False
2022-11-08,0.9579,0.9579,-0.0025,False
2022-11-09,0.9436,0.9436,-0.0149,False
2022-11-10,0.9249,0.9249,-0.019799999999999998,False
2022-11-11,0.9264,0.9264,0.0016,False
2022-11-14,0.9101,0.9101,-0.0176,False
2022-11-15,0.9311,0.9311,0.0231,False
2022-11-16,0.9168,0.9168,-0.0154,False
2022-11-17,0.9154,0.9154,-0.0015,False
2022-11-18,0.9089,0.9089,-0.0070999999999999995,False
2022-11-21,0.9163,0.9163,0.008100000000000001,False
2022-11-22,0.9028,0.9028,-0.0147,False
2022-11-23,0.9123,0.9123,0.0105,False
2022-11-24,0.9145,0.9145,0.0024,False
2022-11-25,0.893,0.893,-0.0235,False
2022-11-28,0.8911,0.8911,-0.0021,False
2022-11-29,0.8877,0.8877,-0.0038,False
2022-11-30,0.893,0.893,0.006,False
2022-12-01,0.9059,0.9059,0.0144,False
2022-12-02,0.9109,0.9109,0.0055000000000000005,False
2022-12-05,0.8974,0.8974,-0.0148,False
2022-12-06,0.9034,0.9034,0.0067,False
2022-12-07,0.9007,0.9007,-0.003,False
2022-12-08,0.8973,0.8973,-0.0038,False
2022-12-09,0.8962,0.8962,-0.0012,False
2022-12-12,0.8962,0.8962,0.0,False
2022-12-13,0.8772,0.8772,-0.0212,False
2022-12-14,0.8699,0.8699,-0.0083,False
2022-12-15,0.8802,0.8802,0.0118,False
2022-12-16,0.8611,0.8611,-0.0217,False
2022-12-19,0.8512,0.8512,-0.0115,False
2022-12-20,0.841,0.841,-0.012,False
2022-12-21,0.8312,0.8312,-0.011699999999999999,False
2022-12-22,0.8173,0.8173,-0.0167,False
2022-12-23,0.8037,0.8037,-0.0166,False
2022-12-26,0.8377,0.8377,0.042300000000000004,False
2022-12-27,0.856,0.856,0.0218,False
2022-12-28,0.8491,0.8491,-0.008100000000000001,False
2022-12-29,0.8484,0.8484,-0.0008,False
2022-12-30,0.8481,0.8481,-0.0004,False
2022-12-31,0.8481,0.8481,0.0,False
2023-01-03,0.8744,0.8744,0.031,False
2023-01-04,0.866,0.866,-0.0096,False
2023-01-05,0.8781,0.8781,0.013999999999999999,False
2023-01-06,0.8892,0.8892,0.0126,False
2023-01-09,0.8885,0.8885,-0.0008,False
2023-01-10,0.891,0.891,0.0028000000000000004,False
2023-01-11,0.8788,0.8788,-0.0137,False
2023-01-12,0.8806,0.8806,0.002,False
2023-01-13,0.8753,0.8753,-0.006,False
2023-01-16,0.884,0.884,0.009899999999999999,False
2023-01-17,0.8922,0.8922,0.009300000000000001,False
2023-01-18,0.8939,0.8939,0.0019,False
2023-01-19,0.8986,0.8986,0.0053,False
2023-01-20,0.9089,0.9089,0.0115,False
2023-01-30,0.9223,0.9223,0.0147,False
2023-01-31,0.9218,0.9218,-0.0005,False
2023-02-01,0.9333,0.9333,0.0125,False
2023-02-02,0.9324,0.9324,-0.001,False
2023-02-03,0.9328,0.9328,0.0004,False
2023-02-06,0.9296,0.9296,-0.0034000000000000002,False
2023-02-07,0.9288,0.9288,-0.0009,False
2023-02-08,0.9191,0.9191,-0.0104,False
2023-02-09,0.9355,0.9355,0.0178,False
2023-02-10,0.9233,0.9233,-0.013000000000000001,False
2023-02-13,0.9261,0.9261,0.003,False
2023-02-14,0.9232,0.9232,-0.0031,False
2023-02-15,0.9269,0.9269,0.004,False
2023-02-16,0.9074,0.9074,-0.021,False
2023-02-17,0.8864,0.8864,-0.0231,False
2023-02-20,0.8959,0.8959,0.010700000000000001,False
2023-02-21,0.8984,0.8984,0.0028000000000000004,False
2023-02-22,0.9001,0.9001,0.0019,False
2023-02-23,0.9041,0.9041,0.0044,False
2023-02-24,0.8978,0.8978,-0.006999999999999999,False
2023-02-27,0.8912,0.8912,-0.0074,False
2023-02-28,0.8959,0.8959,0.0053,False
2023-03-01,0.9006,0.9006,0.0052,False
2023-03-02,0.8919,0.8919,-0.0097,False
2023-03-03,0.8929,0.8929,0.0011,False
2023-03-06,0.9039,0.9039,0.0123,False
2023-03-07,0.8858,0.8858,-0.02,False
2023-03-08,0.887,0.887,0.0014000000000000002,False
2023-03-09,0.8881,0.8881,0.0012,False
2023-03-10,0.879,0.879,-0.0102,False
2023-03-13,0.882,0.882,0.0034000000000000002,False
2023-03-14,0.8804,0.8804,-0.0018,False
2023-03-15,0.8742,0.8742,-0.006999999999999999,False
2023-03-16,0.8538,0.8538,-0.0233,False
2023-03-17,0.8577,0.8577,0.0046,False
2023-03-20,0.8561,0.8561,-0.0019,False
2023-03-21,0.8622,0.8622,0.0070999999999999995,False
2023-03-22,0.8596,0.8596,-0.003,False
2023-03-23,0.8679,0.8679,0.0097,False
2023-03-24,0.8641,0.8641,-0.0044,False
2023-03-27,0.8634,0.8634,-0.0008,False
2023-03-28,0.8544,0.8544,-0.0104,False
2023-03-29,0.8634,0.8634,0.0105,False
2023-03-30,0.8608,0.8608,-0.003,False
2023-03-31,0.8676,0.8676,0.0079,False
2023-04-03,0.8911,0.8911,0.0271,False
2023-04-04,0.8932,0.8932,0.0024,False
2023-04-06,0.9101,0.9101,0.0189,False
2023-04-07,0.9175,0.9175,0.008100000000000001,False
2023-04-10,0.8991,0.8991,-0.020099999999999996,False
2023-04-11,0.9032,0.9032,0.0046,False
2023-04-12,0.9155,0.9155,0.013600000000000001,False
2023-04-13,0.8926,0.8926,-0.025,False
2023-04-14,0.9071,0.9071,0.016200000000000003,False
2023-04-17,0.9057,0.9057,-0.0015,False
2023-04-18,0.9044,0.9044,-0.0014000000000000002,False
2023-04-19,0.9027,0.9027,-0.0019,False
2023-04-20,0.9234,0.9234,0.0229,False
2023-04-21,0.8808,0.8808,-0.0461,False
2023-04-24,0.8686,0.8686,-0.0139,False
2023-04-25,0.8553,0.8553,-0.015300000000000001,False
2023-04-26,0.8338,0.8338,-0.025099999999999997,False
2023-04-27,0.8281,0.8281,-0.0068000000000000005,False
2023-04-28,0.8433,0.8433,0.0184,False
2023-05-04,0.8205,0.8205,-0.027000000000000003,False
2023-05-05,0.8134,0.8134,-0.0087,False
2023-05-08,0.8224,0.8224,0.0111,False
2023-05-09,0.8091,0.8091,-0.016200000000000003,False
