date,nav,nav_acc,daily_ret,suspicious_jump
2020-05-09,1.0,1.0,0.0,False
2020-05-15,0.9946,0.9946,0.0,False
2020-05-22,0.9884,0.9884,0.0,False
2020-05-29,0.9911,0.9911,0.0,False
2020-06-05,0.9963,0.9963,0.0,False
2020-06-12,1.0015,1.0015,0.0,False
2020-06-19,1.0125,1.0125,0.0,False
2020-06-24,1.0108,1.0108,0.0,False
2020-06-30,1.0241,1.0241,0.0,False
2020-07-03,1.0403,1.0403,0.0,False
2020-07-06,1.0532,1.0532,0.0124,False
2020-07-07,1.054,1.054,0.0007599999999999999,False
2020-07-08,1.053,1.053,-0.000949,False
2020-07-09,1.0644,1.0644,0.010826,False
2020-07-10,1.0665,1.0665,0.001973,False
2020-07-13,1.0861,1.0861,0.018378000000000002,False
2020-07-14,1.0892,1.0892,0.0028539999999999998,False
2020-07-15,1.085,1.085,-0.003856,False
2020-07-16,1.0698,1.0698,-0.014009,False
2020-07-17,1.0915,1.0915,0.020284,False
2020-07-20,1.1348,1.1348,0.039670000000000004,False
2020-07-21,1.1436,1.1436,0.007755,False
2020-07-22,1.1402,1.1402,-0.002973,False
2020-07-23,1.1443,1.1443,0.003596,False
2020-07-24,1.1043,1.1043,-0.034956,False
2020-07-27,1.108,1.108,0.0033510000000000002,False
2020-07-28,1.1208,1.1208,0.011552,False
2020-07-29,1.1399,1.1399,0.017041,False
2020-07-30,1.1369,1.1369,-0.002632,False
2020-07-31,1.1434,1.1434,0.005717,False
2020-08-03,1.1568,1.1568,0.011719,False
2020-08-04,1.1589,1.1589,0.001815,False
2020-08-05,1.1594,1.1594,0.000431,False
2020-08-06,1.1472,1.1472,-0.010523,False
2020-08-07,1.142,1.142,-0.004533,False
2020-08-10,1.1402,1.1402,-0.001576,False
2020-08-11,1.1239,1.1239,-0.014296,False
2020-08-12,1.097,1.097,-0.023934999999999998,False
2020-08-13,1.0938,1.0938,-0.0029170000000000003,False
2020-08-14,1.1078,1.1078,0.012799,False
2020-08-17,1.1281,1.1281,0.018325,False
2020-08-18,1.1364,1.1364,0.007358,False
2020-08-19,1.1219,1.1219,-0.01276,False
2020-08-20,1.1111,1.1111,-0.009627,False
2020-08-21,1.1201,1.1201,0.008100000000000001,False
2020-08-24,1.1453,1.1453,0.0225,False
2020-08-25,1.145,1.145,-0.0003,False
2020-08-26,1.1295,1.1295,-0.013500000000000002,False
2020-08-27,1.1344,1.1344,0.0043,False
2020-08-28,1.1472,1.1472,0.0113,False
2020-08-31,1.1318,1.1318,-0.0134,False
2020-09-01,1.1431,1.1431,0.01,False
2020-09-02,1.1669,1.1669,0.0208,False
2020-09-03,1.1684,1.1684,0.0013,False
2020-09-04,1.1506,1.1506,-0.0152,False
2020-09-07,1.101,1.101,-0.0431,False
2020-09-08,1.1032,1.1032,0.002,False
2020-09-09,1.0774,1.0774,-0.023399999999999997,False
2020-09-10,1.0839,1.0839,0.006,False
2020-09-11,1.1065,1.1065,0.0209,False
2020-09-14,1.1162,1.1162,0.0088,False
2020-09-15,1.1366,1.1366,0.0183,False
2020-09-16,1.1313,1.1313,-0.004699999999999999,False
2020-09-17,1.1451,1.1451,0.012199999999999999,False
2020-09-18,1.1608,1.1608,0.0137,False
