date,nav,nav_acc,daily_ret,suspicious_jump
2018-04-25,1.0,1.0,0.0,False
2018-04-26,1.0,1.0,0.0,False
2018-04-27,1.0001,1.0001,0.0001,False
2018-05-02,1.0007,1.0007,0.0006,False
2018-05-03,1.0008,1.0008,0.0001,False
2018-05-04,1.0008,1.0008,0.0,False
2018-05-07,1.001,1.001,0.0002,False
2018-05-08,1.0011,1.0011,0.0001,False
2018-05-09,1.0011,1.0011,0.0,False
2018-05-10,1.0012,1.0012,0.0001,False
2018-05-11,1.0012,1.0012,0.0,False
2018-05-14,1.0013,1.0013,0.0001,False
2018-05-15,1.0014,1.0014,0.0001,False
2018-05-16,1.0014,1.0014,0.0,False
2018-05-17,1.0015,1.0015,0.0001,False
2018-05-18,1.0015,1.0015,0.0,False
2018-05-23,1.0017,1.0017,0.0,False
2018-05-24,1.0018,1.0018,0.0001,False
2018-05-25,1.0021,1.0021,0.000299,False
2018-05-28,1.0023,1.0023,0.0002,False
2018-05-29,1.0023,1.0023,0.0,False
2018-05-30,1.0023,1.0023,0.0,False
2018-05-31,1.0023,1.0023,0.0,False
2018-06-01,1.0023,1.0023,0.0,False
2018-06-04,1.0024,1.0024,0.0001,False
2018-06-05,1.0024,1.0024,0.0,False
2018-06-06,1.0024,1.0024,0.0,False
2018-06-07,1.0024,1.0024,0.0,False
2018-06-08,1.0024,1.0024,0.0,False
2018-06-11,1.0024,1.0024,0.0,False
2018-06-12,1.0024,1.0024,0.0,False
2018-06-13,1.0024,1.0024,0.0,False
2018-06-14,1.0024,1.0024,0.0,False
2018-06-15,1.0024,1.0024,0.0,False
2018-06-19,0.9982,0.9982,-0.00419,False
2018-06-20,0.9995,0.9995,0.0013020000000000002,False
2018-06-21,0.9959,0.9959,-0.003602,False
2018-06-22,0.9985,0.9985,0.002611,False
2018-06-25,0.9961,0.9961,-0.002404,False
2018-06-26,0.9991,0.9991,0.0030120000000000004,False
2018-06-27,0.9963,0.9963,-0.002803,False
2018-06-28,0.9917,0.9917,-0.004617,False
2018-06-29,1.0019,1.0019,0.010284999999999999,False
2018-06-30,1.002,1.002,0.0,False
