date,nav,nav_acc,daily_ret,suspicious_jump
2023-09-15,1.6857,2.3357,-0.0017000000000000001,False
2023-09-18,1.6957,2.3457,0.0059,False
2023-09-19,1.6867,2.3367,-0.0053,False
2023-09-20,1.6787,2.3287,-0.004699999999999999,False
2023-09-21,1.6636,2.3136,-0.009000000000000001,False
2023-09-22,1.6959,2.3459,0.0194,False
2023-09-25,1.6789,2.3289,-0.01,False
2023-09-26,1.6724,2.3224,-0.0039000000000000003,False
2023-09-27,1.6767,2.3267,0.0026,False
2023-09-28,1.6859,2.3359,0.0055000000000000005,False
2023-10-09,1.6726,2.3226,-0.0079,False
2023-10-10,1.6683,2.3183,-0.0026,False
2023-10-11,1.6822,2.3322,0.0083,False
2023-10-12,1.6868,2.3368,0.0027,False
2023-10-13,1.6697,2.3197,-0.0101,False
2023-10-16,1.6408,2.2908,-0.0173,False
2023-10-17,1.6353,2.2853,-0.0034000000000000002,False
2023-10-18,1.6055,2.2555,-0.0182,False
2023-10-19,1.584,2.234,-0.0134,False
2023-10-20,1.5616,2.2116,-0.0141,False
2023-10-23,1.5349,2.1849,-0.0171,False
2023-10-24,1.5401,2.1901,0.0034000000000000002,False
2023-10-25,1.5401,2.1901,0.0,False
2023-10-26,1.5426,2.1926,0.0016,False
2023-10-27,1.5711,2.2211,0.018500000000000003,False
2023-10-30,1.5945,2.2445,0.0149,False
2023-10-31,1.5925,2.2425,-0.0013,False
2023-11-01,1.5926,2.2426,0.0001,False
2023-11-02,1.5716,2.2216,-0.0132,False
2023-11-03,1.5936,2.2436,0.013999999999999999,False
2023-11-06,1.6195,2.2695,0.0163,False
2023-11-07,1.6208,2.2708,0.0008,False
2023-11-08,1.6216,2.2716,0.0005,False
2023-11-09,1.6118,2.2618,-0.006,False
2023-11-10,1.6087,2.2587,-0.0019,False
2023-11-13,1.6064,2.2564,-0.0014000000000000002,False
2023-11-14,1.6091,2.2591,0.0017000000000000001,False
2023-11-15,1.6232,2.2732,0.0088,False
2023-11-16,1.6117,2.2617,-0.0070999999999999995,False
2023-11-17,1.6135,2.2635,0.0011,False
2023-11-20,1.6173,2.2673,0.0024,False
2023-11-21,1.6156,2.2656,-0.0011,False
2023-11-22,1.5983,2.2483,-0.010700000000000001,False
2023-11-23,1.6115,2.2615,0.0083,False
2023-11-24,1.5944,2.2444,-0.0106,False
2023-11-27,1.5869,2.2369,-0.004699999999999999,False
2023-11-28,1.5969,2.2469,0.0063,False
2023-11-29,1.5958,2.2458,-0.0007000000000000001,False
2023-11-30,1.5878,2.2378,-0.005,False
2023-12-01,1.586,2.236,-0.0011,False
2023-12-04,1.5761,2.2261,-0.0062,False
2023-12-05,1.5528,2.2028,-0.0148,False
2023-12-06,1.5573,2.2073,0.0029,False
2023-12-07,1.5532,2.2032,-0.0026,False
2023-12-08,1.5655,2.2155,0.0079,False
2023-12-11,1.5685,2.2185,0.0019,False
2023-12-12,1.5684,2.2184,-0.0001,False
2023-12-13,1.55,2.2,-0.011699999999999999,False
2023-12-14,1.5413,2.1913,-0.005600000000000001,False
2023-12-15,1.5344,2.1844,-0.0045000000000000005,False
2023-12-18,1.5176,2.1676,-0.0109,False
2023-12-19,1.5231,2.1731,0.0036,False
2023-12-20,1.5103,2.1603,-0.0084,False
2023-12-21,1.5206,2.1706,0.0068000000000000005,False
2023-12-22,1.5077,2.1577,-0.0085,False
2023-12-25,1.5211,2.1711,0.0089,False
2023-12-26,1.5041,2.1541,-0.011200000000000002,False
2023-12-27,1.5082,2.1582,0.0027,False
2023-12-28,1.53,2.18,0.014499999999999999,False
2023-12-29,1.5471,2.1971,0.011200000000000002,False
2023-12-31,1.547,2.197,-0.0001,False
2024-01-02,1.5346,2.1846,-0.008,False
2024-01-03,1.5314,2.1814,-0.0021,False
2024-01-04,1.5112,2.1612,-0.0132,False
2024-01-05,1.4912,2.1412,-0.0132,False
2024-01-08,1.465,2.115,-0.0176,False
2024-01-09,1.4635,2.1135,-0.001,False
2024-01-10,1.4595,2.1095,-0.0027,False
2024-01-11,1.4691,2.1191,0.0066,False
2024-01-12,1.4598,2.1098,-0.0063,False
2024-01-15,1.4612,2.1112,0.001,False
2024-01-16,1.4617,2.1117,0.0003,False
2024-01-17,1.4315,2.0815,-0.0207,False
2024-01-18,1.4343,2.0843,0.002,False
2024-01-19,1.4292,2.0792,-0.0036,False
2024-01-22,1.3827,2.0327,-0.0325,False
2024-01-23,1.3896,2.0396,0.005,False
2024-01-24,1.4072,2.0572,0.0127,False
2024-01-25,1.4384,2.0884,0.0222,False
2024-01-26,1.4347,2.0847,-0.0026,False
2024-01-29,1.4232,2.0732,-0.008,False
2024-01-30,1.3933,2.0433,-0.021,False
2024-01-31,1.3662,2.0162,-0.0195,False
2024-02-01,1.365,2.015,-0.0009,False
2024-02-02,1.3414,1.9914,-0.0173,False
2024-02-05,1.3282,1.9782,-0.0098,False
2024-02-06,1.3865,2.0365,0.043899999999999995,False
2024-02-07,1.4293,2.0793,0.030899999999999997,False
2024-02-08,1.4398,2.0898,0.0073,False
2024-02-19,1.4594,2.1094,0.013600000000000001,False
2024-02-20,1.4619,2.1119,0.0017000000000000001,False
2024-02-21,1.4717,2.1217,0.0067,False
2024-02-22,1.4821,2.1321,0.0070999999999999995,False
2024-02-23,1.4862,2.1362,0.0028000000000000004,False
2024-02-26,1.4778,2.1278,-0.005699999999999999,False
2024-02-27,1.5043,2.1543,0.0179,False
2024-02-28,1.4634,2.1134,-0.027200000000000002,False
2024-02-29,1.4994,2.1494,0.0246,False
2024-03-01,1.5124,2.1624,0.0087,False
2024-03-04,1.5179,2.1679,0.0036,False
2024-03-05,1.5229,2.1729,0.0033,False
2024-03-06,1.5197,2.1697,-0.0021,False
2024-03-07,1.5111,2.1611,-0.005699999999999999,False
2024-03-08,1.5254,2.1754,0.0095,False
2024-03-11,1.5347,2.1847,0.0060999999999999995,False
2024-03-12,1.5266,2.1766,-0.0053,False
2024-03-13,1.526,2.176,-0.0004,False
2024-03-14,1.5161,2.1661,-0.006500000000000001,False
2024-03-15,1.5245,2.1745,0.0055000000000000005,False
2024-03-18,1.5386,2.1886,0.0092,False
2024-03-19,1.5336,2.1836,-0.0032,False
2024-03-20,1.534,2.184,0.0003,False
2024-03-21,1.5309,2.1809,-0.002,False
2024-03-22,1.5165,2.1665,-0.009399999999999999,False
2024-03-25,1.4976,2.1476,-0.0125,False
2024-03-26,1.5045,2.1545,0.0046,False
2024-03-27,1.4813,2.1313,-0.0154,False
2024-03-28,1.4957,2.1457,0.0097,False
2024-03-29,1.514,2.164,0.012199999999999999,False
2024-04-01,1.5427,2.1927,0.019,False
2024-04-02,1.5347,2.1847,-0.0052,False
2024-04-03,1.5379,2.1879,0.0021,False
2024-04-08,1.5179,2.1679,-0.013000000000000001,False
2024-04-09,1.5151,2.1651,-0.0018,False
2024-04-10,1.4997,2.1497,-0.0102,False
2024-04-11,1.5097,2.1597,0.0067,False
2024-04-12,1.5108,2.1608,0.0007000000000000001,False
2024-04-15,1.5281,2.1781,0.0115,False
2024-04-16,1.4934,2.1434,-0.0227,False
2024-04-17,1.5233,2.1733,0.02,False
2024-04-18,1.5159,2.1659,-0.0049,False
2024-04-19,1.5075,2.1575,-0.0055000000000000005,False
2024-04-22,1.5024,2.1524,-0.0034000000000000002,False
2024-04-23,1.4926,2.1426,-0.006500000000000001,False
2024-04-24,1.5104,2.1604,0.011899999999999999,False
2024-04-25,1.507,2.157,-0.0023,False
2024-04-26,1.5219,2.1719,0.009899999999999999,False
2024-04-29,1.5384,2.1884,0.0108,False
2024-04-30,1.5382,2.1882,-0.0001,False
2024-05-06,1.5643,2.2143,0.017,False
2024-05-07,1.5664,2.2164,0.0013,False
2024-05-08,1.5534,2.2034,-0.0083,False
2024-05-09,1.5642,2.2142,0.006999999999999999,False
2024-05-10,1.5644,2.2144,0.0001,False
2024-05-13,1.5655,2.2155,0.0007000000000000001,False
2024-05-14,1.5657,2.2157,0.0001,False
2024-05-15,1.5581,2.2081,-0.0049,False
2024-05-16,1.5537,2.2037,-0.0028000000000000004,False
2024-05-17,1.5634,2.2134,0.0062,False
2024-05-20,1.5749,2.2249,0.0074,False
2024-05-21,1.5723,2.2223,-0.0017000000000000001,False
2024-05-22,1.5663,2.2163,-0.0038,False
2024-05-23,1.5422,2.1922,-0.0154,False
2024-05-24,1.5311,2.1811,-0.0072,False
2024-05-27,1.5503,2.2003,0.0125,False
2024-05-28,1.5372,2.1872,-0.0084,False
2024-05-29,1.5367,2.1867,-0.0003,False
2024-05-30,1.5361,2.1861,-0.0004,False
2024-05-31,1.5311,2.1811,-0.0033,False
2024-06-03,1.5381,2.1881,0.0046,False
2024-06-04,1.5442,2.1942,0.004,False
2024-06-05,1.533,2.183,-0.0073,False
2024-06-06,1.5304,2.1804,-0.0017000000000000001,False
2024-06-07,1.53,2.18,-0.0003,False
2024-06-11,1.5324,2.1824,0.0016,False
2024-06-12,1.5352,2.1852,0.0018,False
2024-06-13,1.5276,2.1776,-0.005,False
2024-06-14,1.5333,2.1833,0.0037,False
2024-06-17,1.5381,2.1881,0.0031,False
2024-06-18,1.5384,2.1884,0.0002,False
2024-06-19,1.5317,2.1817,-0.0044,False
2024-06-20,1.5211,2.1711,-0.0069,False
2024-06-21,1.5308,2.1808,0.0064,False
2024-06-24,1.5182,2.1682,-0.008199999999999999,False
2024-06-25,1.5004,2.1504,-0.011699999999999999,False
2024-06-26,1.5176,2.1676,0.0115,False
2024-06-27,1.5059,2.1559,-0.0077,False
2024-06-28,1.5271,2.1771,0.0141,False
2024-06-30,1.527,2.177,-0.0001,False
2024-07-01,1.5336,2.1836,0.0043,False
2024-07-02,1.5171,2.1671,-0.0108,False
