fund_code,fund_short_name,first_ann,last_ann,n_ann,types,organ_name,est_delist_date,is_onsite
017774,泰康养老目标日期2040三年持有混合发起（FOF）,2026-07-20,2026-08-20,2,基金合同终止公告/清算报告,泰康,2026-07-20,False
017788,摩根锦颐养老目标日期2035三年持有混合(FOF),2026-05-14,2026-05-14,1,清算报告,摩根,2026-05-14,False
017790,鹏华永瑞一年封闭式债券,2024-02-20,2024-03-14,2,基金合同终止公告/清算报告,鹏华,2024-02-20,False
017792,工银泰丰一年封闭债券,2024-03-21,2024-04-02,2,基金合同终止公告/清算报告,工银瑞信,2024-03-21,False
017798,易方达恒固18个月封闭式债券,2024-09-09,2024-10-22,2,基金清算公告/清算报告,易方达,2024-09-09,False
017800,招商恒鑫30个月封闭债,2025-08-22,2025-09-16,2,基金合同终止公告/清算报告,招商,2025-08-22,False
017803,富国汇诚18个月封闭式债券,2024-08-29,2024-09-18,2,基金合同终止公告/清算报告,富国,2024-08-29,False
017805,惠升和润39个月封闭债券,2026-07-28,2026-07-31,2,基金合同终止公告/清算报告,惠升,2026-07-28,False
017807,南方恒泽18个月封闭式债券,2024-08-23,2024-10-09,2,基金合同终止公告/清算报告,南方,2024-08-23,False
017817,鹏扬裕利三年封闭债券,2026-04-14,2026-04-30,2,基金合同终止公告/清算报告,鹏扬,2026-04-14,False
017834,信澳汇鑫两年封闭式债券型,2025-04-15,2025-04-24,2,基金清算公告/清算报告,信达澳亚,2025-04-15,False
017857,东财时代优选混合发起式,2026-02-25,2026-03-20,2,基金清算公告/清算报告,东财基金,2026-02-25,False
017862,华夏中证A100ETF发起式联接,2026-03-25,2026-03-26,2,基金清算公告/清算报告,华夏,2026-03-25,False
017864,财通资管博宏积极6个月持有混合发起式（FOF）,2026-05-25,2026-06-25,2,基金合同终止公告/清算报告,财通资管,2026-05-25,False
017866,泓德高端装备混合发起式,2026-06-22,2026-07-17,3,基金合同终止公告/基金清算公告/清算报告,泓德,2026-06-22,False
017890,中银证券优势成长混合,2024-09-10,2024-09-27,2,基金合同终止公告/清算报告,中银国际证券,2024-09-10,False
017907,汇添富中证上海环交所碳中和ETF发起式联接,2026-03-16,2026-04-16,2,基金合同终止公告,汇添富,2026-03-16,False
017917,浙商汇金卓越稳健3个月持有混合发起式（FOF）,2026-09-15,2026-09-15,1,清算报告,浙商资管,2026-09-15,False
017922,大摩优质精选混合,2024-06-04,2024-07-16,2,基金合同终止公告/清算报告,摩根士丹利,2024-06-04,False
017933,国泰海通高端装备混合发起,2026-03-30,2026-03-30,1,清算报告,国泰海通资管,2026-03-30,False
017981,东财成长优选混合发起式,2026-03-25,2026-04-20,2,基金清算公告/清算报告,东财基金,2026-03-25,False
018017,泓德裕盈三个月定开债券,2025-06-10,2025-06-10,2,基金清算公告/清算报告,泓德,2025-06-10,False
018029,泓德新能源产业混合发起式,2026-03-25,2026-04-17,2,基金合同终止公告/基金清算公告,泓德,2026-03-25,False
018031,华安中证数字经济主题ETF发起式联接,2026-04-12,2026-04-21,2,基金合同终止公告/清算报告,华安,2026-04-12,False
018047,申万菱信安泰景利纯债债券,2026-04-20,2026-04-20,1,清算报告,申万菱信,2026-04-20,False
018069,银河成长远航混合,2024-08-27,2024-08-27,1,清算报告,银河,2024-08-27,False
018088,东财远见成长混合发起式,2026-04-14,2026-05-19,2,基金清算公告/清算报告,东财基金,2026-04-14,False
018096,东财价值启航混合发起式,2026-03-31,2026-04-28,2,基金清算公告/清算报告,东财基金,2026-03-31,False
018107,中欧盈选进取3个月持有混合（FOF）,2024-06-21,2024-08-06,2,基金合同终止公告/清算报告,中欧,2024-06-21,False
018118,华宝ESG责任投资混合,2025-12-03,2025-12-24,2,基金合同终止公告/清算报告,华宝,2025-12-03,False
018141,中金优选长兴稳健6个月持有混合发起（FOF）,2026-03-30,2026-04-21,2,基金合同终止公告/清算报告,中金,2026-03-30,False
018153,创金合信汇选6个月持有期混合发起（FOF）,2026-07-27,2026-07-27,1,基金合同终止公告,创金合信,2026-07-27,False
018188,东财景气成长混合发起式,2026-04-14,2026-05-19,2,基金清算公告/清算报告,东财基金,2026-04-14,False
018190,东财产业智选混合发起式,2026-04-08,2026-04-28,2,基金清算公告/清算报告,东财基金,2026-04-08,False
018198,交银稳进丰利六个月持有期混合,2026-03-18,2026-03-18,1,基金合同终止公告,交银施罗德,2026-03-18,False
018226,瑞达先进制造混合型发起式,2026-04-15,2026-04-29,2,基金合同终止公告/清算报告,瑞达,2026-04-15,False
018250,华泰保兴科睿一年持有混合发起,2026-05-26,2026-06-16,2,基金合同终止公告/清算报告,华泰保兴,2026-05-26,False
018265,国联安恒润3个月定开债券,2026-03-19,2026-03-19,1,清算报告,国联安,2026-03-19,False
018268,建信锋睿优选混合,2024-10-12,2024-11-02,2,基金合同终止公告/清算报告,建信,2024-10-12,False
018281,山证资管创新成长混合发起式,2026-08-29,2026-08-29,1,基金合同终止公告,山证资管,2026-08-29,False
018283,华商先进制造混合,2025-06-05,2025-06-05,1,基金清算公告,华商,2025-06-05,False
018285,博时集兴配置优选6个月持有混合发起式(FOF),2026-08-31,2026-08-31,1,基金合同终止公告,博时,2026-08-31,False
018292,华夏国证2000指数增强发起式,2026-05-26,2026-07-21,3,基金合同终止公告/基金清算公告/清算报告,华夏,2026-05-26,False
018302,华夏聚盈优选三个月持有混合发起式（FOF）,2026-06-03,2026-07-17,3,基金合同终止公告/基金清算公告/清算报告,华夏,2026-06-03,False
018322,人保民富债券,2026-03-11,2026-03-11,1,清算报告,人保资产,2026-03-11,False
018327,太平低碳经济混合发起式,2026-08-17,2026-09-02,3,基金清算公告/清算报告,太平,2026-08-17,False
018332,嘉实新兴景气混合发起式,2026-05-18,2026-06-18,3,基金合同终止公告/基金清算公告/清算报告,嘉实,2026-05-18,False
018334,华夏中证智选1000成长创新策略ETF发起式联接,2026-06-02,2026-07-03,3,基金清算公告/清算报告,华夏,2026-06-02,False
018336,华夏恒生中国企业ETF发起式联接（QDII）,2026-07-21,2026-08-18,2,基金合同终止公告/基金清算公告,华夏,2026-07-21,False
018340,融通致远混合,2024-05-31,2024-05-31,1,基金合同终止公告,融通,2024-05-31,False
018347,富安达智优量化选股混合型发起式,2026-05-16,2026-06-12,3,基金合同终止公告/基金清算公告/清算报告,富安达,2026-05-16,False
018351,国泰海通周期精选混合发起,2026-05-18,2026-06-12,2,基金合同终止公告/清算报告,国泰海通资管,2026-05-18,False
018372,中泰星锐景气成长混合,2026-03-26,2026-04-21,2,基金合同终止公告/清算报告,中泰资管,2026-03-26,False
018428,摩根双季鑫6个月持有债券(FOF),2026-08-10,2026-08-10,1,基金合同终止公告,摩根,2026-08-10,False
018430,摩根世代趋势混合发起式,2026-08-24,2026-08-24,1,基金合同终止公告,摩根,2026-08-24,False
018498,渤海汇金优选平衡一年持有混合发起（FOF）,2026-06-12,2026-07-08,2,基金合同终止公告/基金清算公告,渤海汇金,2026-06-12,False
018516,恒越安裕纯债债券,2026-07-21,2026-07-21,1,清算报告,恒越,2026-07-21,False
018520,淳厚瑞明债券,2025-03-12,2025-05-08,2,基金合同终止公告/清算报告,淳厚,2025-03-12,False
018522,信澳颐远养老目标2055五年持有期混合型发起式(FOF),2026-08-25,2026-09-16,2,基金合同终止公告/清算报告,信达澳亚,2026-08-25,False
018525,银河招益6个月持有混合,2025-09-29,2025-11-12,2,基金合同终止公告/清算报告,银河,2025-09-29,False
018564,嘉实中证全指家用电器指数发起式,2026-07-06,2026-07-06,1,基金清算公告,嘉实,2026-07-06,False
018572,华宝远恒混合,2025-08-06,2025-08-21,2,基金清算公告/清算报告,华宝,2025-08-06,False
018582,华泰紫金碳中和混合发起,2026-08-11,2026-08-27,2,基金合同终止公告/清算报告,华泰资管,2026-08-11,False
018628,中金兴元6个月持有混合,2024-12-18,2024-12-18,1,基金合同终止公告,中金,2024-12-18,False
018678,中泰中证同业存单AAA指数7天持有,2026-03-27,2026-04-21,2,基金合同终止公告/清算报告,中泰资管,2026-03-27,False
018703,南方誉民稳健一年持有混合,2025-09-26,2025-11-26,3,基金合同终止公告/清算报告,南方,2025-09-26,False
018712,浦银安盛招睿精选3个月持有混合（FOF）,2024-12-30,2024-12-30,1,清算报告,浦银基金,2024-12-30,False
018721,华夏中证港股通50ETF发起式联接,2026-08-03,2026-08-05,2,基金清算公告/清算报告,华夏,2026-08-03,False
018774,汇添富华证专精特新100指数发起式,2026-08-15,2026-08-15,1,基金合同终止公告,汇添富,2026-08-15,False
018788,中信建投臻选成长混合发起式,2026-08-10,2026-08-28,3,基金合同终止公告/基金清算公告/清算报告,中信建投,2026-08-10,False
018800,海富通优势驱动混合,2025-08-18,2025-08-19,2,基金清算公告/清算报告,海富通,2025-08-18,False
018865,泓德数字经济混合发起式,2026-09-07,2026-09-07,1,基金合同终止公告,泓德,2026-09-07,False
018882,海富通ESG领先股票,2025-06-10,2025-06-11,2,基金清算公告/清算报告,海富通,2025-06-10,False
018886,东海数字经济混合发起式,2026-08-17,2026-09-09,2,基金合同终止公告/清算报告,东海,2026-08-17,False
018905,国泰中证内地运输主题ETF发起联接,2026-08-26,2026-08-26,1,清算报告,国泰,2026-08-26,False
018908,华宝远景混合,2025-01-16,2025-02-25,2,基金合同终止公告/清算报告,华宝,2025-01-16,False
018916,华夏专精特新混合发起式,2026-09-15,2026-09-15,1,基金合同终止公告,华夏,2026-09-15,False
018944,博时远见成长混合,2025-08-28,2025-09-26,3,基金合同终止公告/清算报告,博时,2025-08-28,False
018973,华商科创板量化选股混合,2026-01-30,2026-03-09,2,基金清算公告,华商,2026-01-30,False
019056,百嘉百川30天持有纯债债券,2026-06-09,2026-06-09,2,基金合同终止公告/清算报告,百嘉,2026-06-09,False
019134,海富通欣盈6个月持有期混合,2025-04-25,2025-06-10,2,基金合同终止公告/基金清算公告,海富通,2025-04-25,False
019187,中银证券和瑞一年持有混合,2026-05-12,2026-06-30,2,基金合同终止公告/清算报告,中银国际证券,2026-05-12,False
019326,申万菱信乐研混合,2024-12-18,2025-03-24,2,基金合同终止公告/清算报告,申万菱信,2024-12-18,False
019406,富达裕达纯债,2026-09-09,2026-09-09,1,基金合同终止公告,富达,2026-09-09,False
019642,农银国企优选混合,2025-04-22,2025-06-28,2,基金清算公告/清算报告,农银汇理,2025-04-22,False
019731,申万菱信添利六个月持有期混合,2024-12-18,2025-03-17,2,基金合同终止公告/清算报告,申万菱信,2024-12-18,False
019750,海富通数字经济混合,2025-07-02,2025-07-03,2,基金清算公告/清算报告,海富通,2025-07-02,False
019798,富安达睿选增利债券,2025-06-14,2025-06-21,2,基金清算公告/清算报告,富安达,2025-06-14,False
019805,华泰紫金智和利率债,2025-07-23,2025-08-08,2,基金合同终止公告/清算报告,华泰资管,2025-07-23,False
019836,大摩恒利债券,2026-09-02,2026-09-02,1,基金合同终止公告,摩根士丹利,2026-09-02,False
019927,国联先进制造混合,2024-10-31,2024-10-31,1,基金合同终止公告,国联,2024-10-31,False
019969,招商均衡策略混合,2026-07-23,2026-09-08,2,基金合同终止公告/清算报告,招商,2026-07-23,False
020048,红塔红土中债0-3年政策性金融债指数,2026-01-15,2026-01-15,1,基金合同终止公告,红塔红土,2026-01-15,False
020234,海富通瑞鑫30天持有期债券,2025-10-15,2025-11-20,3,基金合同终止公告/基金清算公告/清算报告,海富通,2025-10-15,False
020311,华宝积极配置三个月持有混合（FOF）,2025-06-04,2025-07-03,2,基金清算公告/清算报告,华宝,2025-06-04,False
020347,景顺长城卓越成长混合,2024-09-24,2024-12-06,2,基金合同终止公告/基金清算公告,景顺长城,2024-09-24,False
020385,信澳恒瑞9个月持有期混合,2026-08-07,2026-08-07,1,清算报告,信达澳亚,2026-08-07,False
020497,安信均衡增长混合,2026-07-21,2026-07-31,3,基金合同终止公告/清算报告,安信,2026-07-21,False
020506,中银证券鸿安债券,2026-07-22,2026-07-22,1,清算报告,中银国际证券,2026-07-22,False
020534,国投瑞银恒扬30天持有期债券,2026-04-14,2026-04-29,3,基金合同终止公告/基金清算公告/清算报告,国投瑞银,2026-04-14,False
020548,长盛悦鑫60天持有纯债,2025-09-16,2025-10-22,2,基金合同终止公告/清算报告,长盛,2025-09-16,False
020563,鹏扬国证财富管理指数型发起式,2024-09-14,2024-09-14,1,清算报告,鹏扬,2024-09-14,False
020587,景顺长城成长机遇混合,2026-04-14,2026-05-15,3,基金合同终止公告/基金清算公告/清算报告,景顺长城,2026-04-14,False
020687,长盛利鑫90天持有纯债,2025-09-27,2025-10-22,2,基金合同终止公告/清算报告,长盛,2025-09-27,False
020805,国投瑞银和嘉债券,2026-07-04,2026-07-17,3,基金合同终止公告/基金清算公告/清算报告,国投瑞银,2026-07-04,False
020878,华商融享稳健配置3个月持有混合（FOF）,2025-09-18,2025-10-21,2,基金合同终止公告/清算报告,华商,2025-09-18,False
020918,鹏扬聚优睿选混合,2026-04-18,2026-05-09,2,基金清算公告,鹏扬,2026-04-18,False
021453,泉果泰岩3 个月定期开放债券,2025-07-04,2025-07-12,2,基金清算公告/清算报告,泉果,2025-07-04,False
021519,长盛中债0-3年政金债指数,2026-04-11,2026-04-25,2,基金合同终止公告/清算报告,长盛,2026-04-11,False
021732,中银证券鸿瑞债券,2026-08-31,2026-08-31,1,清算报告,中银国际证券,2026-08-31,False
021761,红塔红土30天持有期债券,2026-02-10,2026-02-10,1,基金合同终止公告,红塔红土,2026-02-10,False
022316,施罗德添益债券,2026-08-15,2026-08-15,1,清算报告,施罗德,2026-08-15,False
022388,天弘稳兴债券,2026-02-28,2026-04-14,2,基金合同终止公告/基金清算公告,天弘,2026-02-28,False
022864,华宝远识混合,2025-10-16,2025-11-27,2,基金合同终止公告/清算报告,华宝,2025-10-16,False
023007,兴华智选成长三个月持有混合发起,2026-07-10,2026-07-10,1,清算报告,兴华,2026-07-10,False
023171,兴华安泽纯债,2026-06-17,2026-06-17,2,基金合同终止公告/清算报告,兴华,2026-06-17,False
023214,中泰双鑫6个月持有债券,2026-09-10,2026-09-10,1,清算报告,中泰资管,2026-09-10,False
023218,国寿安保尊富30天持有债券,2026-04-14,2026-05-12,2,基金合同终止公告/清算报告,国寿安保,2026-04-14,False
023575,海富通稳鑫三个月持有债券,2026-06-30,2026-07-23,3,基金合同终止公告/基金清算公告/清算报告,海富通,2026-06-30,False
023694,国寿安保尊悦纯债债券,2026-03-31,2026-04-21,2,基金合同终止公告/清算报告,国寿安保,2026-03-31,False
023826,华商中证500指数增强,2026-07-15,2026-08-13,2,基金清算公告,华商,2026-07-15,False
023848,宏利悦享30天持有债券,2026-07-23,2026-07-23,1,基金合同终止公告,宏利,2026-07-23,False
023934,长城上证科创板综合指数,2026-09-19,2026-09-19,1,基金合同终止公告,长城,2026-09-19,False
024798,华夏增益十八个月持有债券,2025-09-30,2025-10-29,3,基金合同终止公告/基金清算公告/清算报告,华夏,2025-09-30,False
025582,光大保德信阳光北斗星9个月持有期债券,2026-02-07,2026-03-27,2,基金合同终止公告/清算报告,光大保德信,2026-02-07,False
025889,国联金如意双利一年持有债券,2026-02-25,2026-04-23,2,基金合同终止公告/清算报告,国联,2026-02-25,False
040028,华安月月鑫短期理财债券,2019-12-30,2020-01-23,2,基金清算公告/清算报告,华安,2019-12-30,False
040030,华安季季鑫短期理财债券,2019-12-30,2020-01-23,2,基金清算公告/清算报告,华安,2019-12-30,False
040033,华安月安鑫短期理财债券,2019-12-30,2020-01-23,2,基金清算公告/清算报告,华安,2019-12-30,False
050028,博时安心收益定开债,2021-03-24,2021-03-31,3,基金合同终止公告/基金清算公告/清算报告,博时,2021-03-24,False
070035,嘉实理财宝7天债券,2020-12-19,2021-01-15,2,基金合同终止公告/清算报告,嘉实,2020-12-19,False
090008,大成强化收益债券,2019-03-09,2019-03-09,1,清算报告,大成,2019-03-09,False
159503,鹏扬国证财富管理ETF,2024-07-12,2024-08-17,2,基金合同终止公告/基金清算公告,鹏扬,2024-07-12,True
159522,景顺长城国证2000ETF,2024-09-19,2024-11-16,3,基金清算公告/清算报告,景顺长城,2024-09-19,True
159579,华安深证主板50ETF,2025-03-13,2025-03-22,2,基金合同终止公告/清算报告,华安,2025-03-13,True
159646,疫苗ETF基金,2024-05-29,2024-06-17,2,基金合同终止公告/清算报告,华泰柏瑞,2024-05-29,True
159683,嘉实中证内地运输主题ETF,2025-02-14,2025-02-17,2,基金清算公告/清算报告,嘉实,2025-02-14,True
159693,有色矿业ETF,2024-05-31,2024-06-19,2,基金合同终止公告/清算报告,华泰柏瑞,2024-05-31,True
159710,建信中证智能电动汽车ETF,2024-01-18,2024-02-23,3,基金合同终止公告/基金清算公告/清算报告,建信,2024-01-18,True
159733,景顺长城中证消费电子ETF,2024-03-21,2024-03-22,2,基金清算公告/清算报告,景顺长城,2024-03-21,True
159769,消费电子龙头ETF,2024-07-03,2024-09-06,3,基金合同终止公告/基金清算公告/清算报告,银华,2024-07-03,True
159789,建信中证饮料主题ETF,2023-10-18,2023-11-20,2,基金合同终止公告/清算报告,建信,2023-10-18,True
159802,广发中证800ETF,2020-09-16,2020-11-30,3,基金合同终止公告/基金清算公告/清算报告,广发,2020-09-16,True
159803,易方达中证浙江新动能ETF(QDII),2021-08-20,2021-11-09,9,基金合同终止公告/清算报告,易方达,2021-08-20,True
159809,博时大湾区ETF,2021-11-23,2022-05-27,3,基金合同终止公告/清算报告,博时,2021-11-23,True
159815,招商中证浙江100ETF,2023-05-15,2023-05-15,1,清算报告,招商,2023-05-15,True
159823,嘉实H股50ETF(QDII),2024-09-13,2024-09-16,2,基金清算公告/清算报告,嘉实,2024-09-13,True
159832,平安上海金ETF,2023-03-23,2023-04-19,2,基金合同终止公告/清算报告,平安,2023-03-23,True
159833,上海金基,2023-05-30,2023-06-15,3,基金合同终止公告/基金清算公告/清算报告,大成,2023-05-30,True
159846,建信中证1000ETF,2021-12-28,2022-01-18,2,基金合同终止公告/清算报告,建信,2021-12-28,True
159853,南方中证科技100ETF,2023-11-25,2024-01-09,3,基金合同终止公告/基金清算公告/清算报告,南方,2023-11-25,True
159897,建信中证物联网主题ETF ,2022-05-12,2022-06-01,2,基金合同终止公告/清算报告,建信,2022-05-12,True
159911,鹏华深证民营ETF,2020-07-10,2020-07-10,1,清算报告,鹏华,2020-07-10,True
159926,嘉实中证中期国债ETF,2022-07-21,2022-07-21,1,清算报告,嘉实,2022-07-21,True
159932,大成中证500深市ETF,2022-11-30,2022-11-30,1,清算报告,大成,2022-11-30,True
159951,嘉实中关村A股ETF,2022-08-09,2022-09-20,8,基金合同终止公告/清算报告,嘉实,2022-08-09,True
159953,广发中证全指工业ETF,2021-02-10,2021-02-10,1,清算报告,广发,2021-02-10,True
159955,嘉实创业板ETF,2022-12-26,2022-12-26,1,清算报告,嘉实,2022-12-26,True
159962,华夏中证四川国改ETF,2022-11-30,2022-11-30,1,清算报告,华夏,2022-11-30,True
159969,深100P,2026-04-23,2026-04-23,1,基金清算公告,银华,2026-04-23,True
159978,建信大湾区发展主题ETF,2023-02-17,2023-02-17,1,清算报告,建信,2023-02-17,True
159979,广发湾创100ETF,2022-12-14,2023-09-23,3,基金清算公告/清算报告,广发,2022-12-14,True
159983,华夏粤港澳大湾区创新100ETF,2024-01-18,2024-01-18,1,清算报告,华夏,2024-01-18,True
159984,南方粤港澳大湾区创新100ETF,2023-07-05,2023-08-15,3,基金合同终止公告/清算报告,南方,2023-07-05,True
159986,弘毅远方国证消费100ETF,2022-10-20,2022-11-08,2,基金合同终止公告/清算报告,弘毅远方,2022-10-20,True
159987,创新ETF,2024-08-27,2024-11-18,3,基金合同终止公告/基金清算公告/清算报告,银华,2024-08-27,True
159990,小盘价值,2024-07-10,2024-09-18,3,基金合同终止公告/基金清算公告/清算报告,银华,2024-07-10,True
160121,南方金砖四国指数（QDII）,2020-11-18,2020-11-19,2,基金合同终止公告/清算报告,南方,2020-11-18,True
160123,南方中债10年国债指数,2021-06-24,2021-06-25,2,基金合同终止公告/清算报告,南方,2021-06-24,True
160130,南方永利1年定期开放债券（LOF）,2020-09-17,2021-02-05,5,基金合同终止公告/基金清算公告/清算报告,南方,2020-09-17,True
160131,南方聚利1年定期开放债券（LOF）,2021-06-11,2021-07-09,3,基金合同终止公告/清算报告,南方,2021-06-11,True
160136,南方中证国有企业改革指数,2021-04-17,2021-06-10,3,基金合同终止公告/基金清算公告/清算报告,南方,2021-04-17,True
160138,南方恒生中国企业精明指数,2019-06-25,2019-06-25,1,清算报告,南方,2019-06-25,True
160415,华安量化多因子(LOF),2022-09-23,2022-09-23,1,清算报告,华安,2022-09-23,True
160417,华安沪深300指数分级,2020-07-06,2020-07-06,1,清算报告,华安,2020-07-06,True
160519,博时睿利事件驱动混合（LOF）,2023-09-16,2023-09-16,2,基金合同终止公告/清算报告,博时,2023-09-16,True
160520,博时弘盈定开混合,2021-06-01,2021-06-01,1,基金合同终止公告,博时,2021-06-01,True
160522,博时睿益事件驱动混合（LOF）,2021-10-25,2021-10-25,2,基金合同终止公告/清算报告,博时,2021-10-25,True
160524,博时弘泰定开混合,2023-04-19,2023-05-10,2,基金合同终止公告/清算报告,博时,2023-04-19,True
160525,博时睿丰定开混合,2019-06-27,2019-06-27,1,清算报告,博时,2019-06-27,True
160640,鹏华新能源分级,2020-07-16,2020-07-16,1,清算报告,鹏华,2020-07-16,True
160645,鹏华精选回报三年定开混合,2025-08-20,2025-09-23,2,基金合同终止公告/清算报告,鹏华,2025-08-20,True
160720,嘉实中证中期企业债指数(LOF),2020-11-16,2020-11-16,1,清算报告,嘉实,2020-11-16,True
160808,长盛同瑞中证200分级,2020-09-22,2020-09-22,1,清算报告,长盛,2020-09-22,True
160814,长盛中证金融地产指数（LOF）,2023-09-19,2023-10-20,2,基金合同终止公告/清算报告,长盛,2023-09-19,True
160915,大成景丰债券（LOF）,2020-04-30,2020-05-23,2,基金合同终止公告/清算报告,大成,2020-04-30,True
160922,大成恒生综合中小型股指数,2023-03-15,2025-08-15,2,清算报告,大成,2023-03-15,True
160923,大成海外中国机会混合(QDII-LOF),2021-02-09,2021-03-06,2,基金清算公告/清算报告,大成,2021-02-09,True
161207,国投瑞银沪深300指数分级,2020-09-18,2020-09-18,1,清算报告,国投瑞银,2020-09-18,True
161213,国投瑞银中证消费服务指数（LOF）,2022-02-18,2022-02-18,1,清算报告,国投瑞银,2022-02-18,True
161223,国投瑞银中证创业指数分级 ,2020-07-17,2020-07-17,2,基金清算公告/清算报告,国投瑞银,2020-07-17,True
161629,融通中证精准医疗主题指数（LOF）,2021-05-20,2021-05-31,2,基金合同终止公告/清算报告,融通,2021-05-20,True
161630,融通农业分级,2018-03-08,2018-03-08,1,清算报告,融通,2018-03-08,True
161714,招商标普金砖四国指数(QDII-LOF),2021-02-03,2021-02-03,1,清算报告,招商,2021-02-03,True
161718,招商沪深300高贝塔指数,2023-01-13,2023-01-13,1,清算报告,招商,2023-01-13,True
161719,招商可转债债券,2021-07-05,2021-07-23,2,基金合同终止公告/清算报告,招商,2021-07-05,True
161813,银华信用债券封闭,2019-04-30,2019-04-30,1,清算报告,银华,2019-04-30,True
161819,银华中证内地资源指数分级,2020-11-30,2020-11-30,1,清算报告,银华,2020-11-30,True
161823,银华永兴债券发起式（LOF）,2022-03-08,2022-03-08,1,清算报告,银华,2022-03-08,True
161825,银华中证800等权指数增强分级,2019-09-26,2019-09-26,1,清算报告,银华,2019-09-26,True
161826,银华中证转债指数增强分级,2020-10-16,2020-10-16,1,清算报告,银华,2020-10-16,True
161911,万家强化收益定期开放债券,2025-06-05,2025-06-24,2,基金合同终止公告/清算报告,万家,2025-06-05,True
162211,宏利品质生活混合,2024-08-27,2024-08-27,1,清算报告,宏利,2024-08-27,True
162413,华宝中证1000指数,2025-02-15,2025-02-20,2,基金清算公告/清算报告,华宝,2025-02-15,True
162416,华宝港股通恒生香港35指数,2023-05-20,2023-05-20,1,清算报告,华宝,2023-05-20,True
162718,广发鑫瑞混合（LOF）,2020-07-29,2020-07-29,1,清算报告,广发,2020-07-29,True
163119,申万菱信中证申万新兴健康产业主题投资指数,2020-04-10,2020-05-27,2,基金合同终止公告/清算报告,申万菱信,2020-04-10,True
163210,诺安纯债定期开放债券,2022-06-07,2022-07-27,3,基金清算公告/清算报告,诺安,2022-06-07,True
163824,中银盛利定期开放债券(LOF),2020-11-17,2021-03-26,3,基金清算公告/清算报告,中银,2020-11-17,True
164702,汇添富季季红定期开放债券,2024-12-10,2024-12-10,1,基金清算公告,汇添富,2024-12-10,True
164811,京津冀,2024-01-31,2024-02-01,2,基金清算公告/清算报告,工银瑞信,2024-01-31,True
164819,工银中证环保产业指数分级,2020-07-27,2020-08-20,2,基金合同终止公告/清算报告,工银瑞信,2020-07-27,True
164820,工银中证高铁产业指数分级,2020-11-03,2020-11-26,2,基金合同终止公告/清算报告,工银瑞信,2020-11-03,True
164821,工银中证新能源指数分级,2020-10-16,2020-10-16,1,基金合同终止公告,工银瑞信,2020-10-16,True
164907,交银中证互联网金融指数分级,2020-11-26,2020-11-26,1,清算报告,交银施罗德,2020-11-26,True
165315,建信中证互联网金融指数分级发起式,2018-10-16,2018-10-16,1,清算报告,建信,2018-10-16,True
165317,建信丰裕多策略混合（LOF）,2023-10-12,2023-10-12,1,清算报告,建信,2023-10-12,True
165510,信诚四国配置（QDII-FOF-LOF）,2023-06-29,2023-06-29,2,基金合同终止公告/清算报告,中信保诚,2023-06-29,True
165707,诺德S300,2020-09-03,2020-09-03,1,清算报告,诺德,2020-09-03,True
165806,东吴沪深300指数,2023-06-30,2023-06-30,1,清算报告,东吴,2023-06-30,True
165807,东吴鼎利债券(LOF),2020-08-25,2020-08-25,1,清算报告,东吴,2020-08-25,True
165809,东吴中证可转债指数,2021-08-31,2021-08-31,1,清算报告,东吴,2021-08-31,True
166012,中欧信用增利债券(LOF),2022-02-11,2022-03-24,6,基金合同终止公告/基金清算公告/清算报告,中欧,2022-02-11,True
166021,中欧纯债添利分级债券,2019-11-22,2020-01-22,4,基金合同终止公告/清算报告,中欧,2019-11-22,True
166402,浦银安盛沪港深基本面LOF,2023-10-13,2023-10-13,1,清算报告,浦银基金,2023-10-13,True
166803,浙商惠民纯债,2022-12-08,2022-12-08,1,清算报告,浙商,2022-12-08,True
166902,民生加银平稳增利债券,2022-07-15,2022-07-15,1,清算报告,民生加银,2022-07-15,True
166904,民生加银平稳添利债券,2021-12-25,2022-01-18,3,基金合同终止公告/清算报告,民生加银,2021-12-25,True
167705,德邦量化新锐股票(LOF),2021-08-17,2021-10-28,2,基金合同终止公告/清算报告,德邦,2021-08-17,True
168001,国寿安保中证养老产业指数增强,2021-06-11,2021-06-11,2,基金合同终止公告/基金清算公告,国寿安保,2021-06-11,True
168106,九泰盈华量化混合,2021-10-15,2021-12-09,2,基金合同终止公告/基金清算公告,九泰,2021-10-15,True
168108,九泰锐诚混合（LOF）,2021-07-06,2021-09-17,3,基金合同终止公告/基金清算公告/清算报告,九泰,2021-07-06,True
168201,中融一带一路,2020-12-24,2021-02-24,2,清算报告,国联,2020-12-24,True
168202,中融白酒,2016-07-08,2016-07-08,1,清算报告,国联,2016-07-08,True
168205,中融银行,2022-09-21,2022-09-21,1,清算报告,国联,2022-09-21,True
168207,国联创业板两年定开混合,2024-09-26,2025-03-13,3,基金合同终止公告/清算报告,国联,2024-09-26,True
169301,财通资管中证500指数增强（LOF）,2020-07-01,2020-07-01,1,清算报告,财通资管,2020-07-01,True
180002,银华增值混合,2020-03-18,2020-05-21,2,基金合同终止公告/清算报告,银华,2020-03-18,True
180033,银华上证50等权ETF联接,2021-01-07,2021-01-07,1,清算报告,银华,2021-01-07,True
200011,长城景气行业龙头混合,2021-05-08,2021-06-04,2,基金合同终止公告/基金清算公告,长城,2021-05-08,False
