fund_code,fund_short_name,first_ann,last_ann,n_ann,types,organ_name,est_delist_date,is_onsite
000022,南方中债中期票据指数债权发起式,2018-05-23,2018-05-23,1,清算报告,南方,2018-05-23,False
000049,中银标普全球资源等权重指数（QDII）,2023-01-17,2023-03-20,2,基金清算公告/清算报告,中银,2023-01-17,False
000087,嘉实中证金边中期国债ETF联接,2022-08-05,2022-08-05,1,清算报告,嘉实,2022-08-05,False
000091,信诚新双盈分级债券,2020-07-23,2020-07-23,2,基金合同终止公告/清算报告,中信保诚,2020-07-23,False
000113,嘉实如意宝定期债券,2021-09-29,2021-10-28,2,基金合同终止公告/清算报告,嘉实,2021-09-29,False
000132,中银理财21天债券,2016-08-24,2016-08-24,1,清算报告,中银,2016-08-24,False
000202,富国目标收益两年期纯债债券,2019-11-22,2019-12-13,2,基金合同终止公告/清算报告,富国,2019-11-22,False
000225,长盛年年收益定期债券,2021-02-06,2021-03-23,2,基金清算公告/清算报告,长盛,2021-02-06,False
000237,国投瑞银岁添利一年债券,2019-11-13,2019-12-18,3,基金合同终止公告/清算报告,国投瑞银,2019-11-13,False
000246,博时月月薪债券,2022-09-28,2022-11-01,3,基金合同终止公告/清算报告,博时,2022-09-28,False
000247,方正富邦互利定期开放债券,2018-02-10,2018-02-10,1,清算报告,方正富邦,2018-02-10,False
000256,上投摩根红利回报混合,2021-10-12,2021-10-12,1,清算报告,摩根,2021-10-12,False
000269,嘉实合润双债两年期定期开放债券,2019-12-10,2019-12-11,2,基金清算公告/清算报告,嘉实,2019-12-10,False
000278,融通通泽灵活配置混合,2018-01-05,2018-01-05,1,清算报告,融通,2018-01-05,False
000315,融通通祥一年目标触发式混合基金,2014-10-31,2014-10-31,1,清算报告,融通,2014-10-31,False
000316,中海瑞利六个月定开债,2021-03-16,2021-06-21,2,基金合同终止公告/清算报告,中海,2021-03-16,False
000360,信诚年年有余定期开放债券,2020-11-13,2020-11-13,2,基金合同终止公告/清算报告,中信保诚,2020-11-13,False
000400,中融增鑫定期开放债券,2020-03-07,2020-04-23,2,基金合同终止公告/清算报告,国联,2020-03-07,False
000412,国开岁月鎏金定开信用债,2022-12-30,2022-12-30,1,清算报告,京管泰富,2022-12-30,False
000421,华泰柏瑞丰汇债券,2021-05-21,2021-05-21,1,清算报告,华泰柏瑞,2021-05-21,False
000426,大成信用增利一年债券,2019-06-15,2019-06-15,1,清算报告,大成,2019-06-15,False
000428,易方达聚盈分级债券发起式,2019-11-12,2019-12-19,3,基金合同终止公告/基金清算公告/清算报告,易方达,2019-11-12,False
000435,建信稳定添利债券,2021-06-12,2021-06-12,1,清算报告,建信,2021-06-12,False
000437,融通通启一年定开债券,2020-11-27,2021-04-23,4,基金合同终止公告/基金清算公告/清算报告,融通,2020-11-27,False
000439,国金鑫盈货币,2023-12-18,2023-12-18,1,清算报告,国金,2023-12-18,False
000463,华商双债丰利债券,2023-07-12,2023-07-12,2,基金合同终止公告/清算报告,华商,2023-07-12,False
000466,融通通瑞债券,2021-12-25,2021-12-25,1,清算报告,融通,2021-12-25,False
000485,嘉实1个月理财债券,2020-11-30,2020-12-30,2,基金清算公告/清算报告,嘉实,2020-11-30,False
000489,光大保德信岁末红利纯债债券,2024-01-08,2024-01-08,1,清算报告,光大保德信,2024-01-08,False
000502,华富恒富18个月定期开放债券,2023-01-18,2023-01-18,1,清算报告,华富,2023-01-18,False
000510,诺安永鑫一年定期开放债券,2019-09-24,2019-12-17,3,基金清算公告/清算报告,诺安,2019-09-24,False
000590,华安新活力混合,2026-09-15,2026-09-15,1,基金合同终止公告,华安,2026-09-15,False
000616,上投摩根优信增利债券,2020-11-18,2020-11-18,1,清算报告,摩根,2020-11-18,False
000624,华富恒财定期开放债券,2019-12-17,2019-12-17,1,清算报告,华富,2019-12-17,False
000632,中银聚利半年定期开放债券,2021-02-24,2021-05-17,2,基金合同终止公告/清算报告,中银,2021-02-24,False
000664,国联安通盈混合,2026-06-08,2026-06-08,1,清算报告,国联安,2026-06-08,False
000695,大成景益平稳收益混合,2020-05-21,2020-05-21,1,清算报告,大成,2020-05-21,False
000702,广发季季利债券,2015-04-30,2015-04-30,1,清算报告,广发,2015-04-30,False
000708,华安安享混合,2022-09-02,2022-09-24,2,基金合同终止公告/清算报告,华安,2022-09-02,False
000732,中原英石货币,2015-11-21,2015-11-21,1,清算报告,太平,2015-11-21,False
000738,中信建投货币,2020-08-03,2020-08-25,3,基金合同终止公告/基金清算公告/清算报告,中信建投,2020-08-03,False
000781,国投瑞银岁增利一年债券,2020-03-05,2020-03-05,1,清算报告,国投瑞银,2020-03-05,False
000798,民生加银季度理财,2021-01-29,2021-01-29,1,基金合同终止公告,民生加银,2021-01-29,False
000865,大成景利混合,2019-03-02,2019-03-02,1,清算报告,大成,2019-03-02,False
000887,上投摩根稳进回报混合,2021-11-10,2021-11-10,1,清算报告,摩根,2021-11-10,False
000889,上投摩根纯债添利债券,2021-05-18,2021-05-18,1,清算报告,摩根,2021-05-18,False
000901,国开泰富货币,2021-07-07,2021-08-13,2,基金合同终止公告/清算报告,京管泰富,2021-07-07,False
000937,华商稳固添利债券,2020-08-05,2020-08-06,2,基金合同终止公告/清算报告,华商,2020-08-05,False
000951,中银慧享中短利率债债券,2021-12-02,2022-01-22,2,基金合同终止公告/清算报告,中银,2021-12-02,False
000953,国泰睿吉灵活配置混合,2023-12-15,2023-12-15,1,清算报告,国泰,2023-12-15,False
000958,东吴鼎元双债债券,2020-08-05,2020-08-05,1,清算报告,东吴,2020-08-05,False
000972,新华万银多元策略灵活配置混合,2023-08-11,2023-08-11,1,清算报告,新华,2023-08-11,False
001014,中融融安混合,2021-09-28,2021-09-28,1,清算报告,国联,2021-09-28,False
001059,中金绝对收益,2023-02-22,2023-02-22,1,清算报告,中金,2023-02-22,False
001119,国投瑞银新回报混合,2019-10-16,2019-10-16,1,清算报告,国投瑞银,2019-10-16,False
001141,泰达宏利创盈混合,2022-12-09,2022-12-31,2,基金合同终止公告/清算报告,宏利,2022-12-09,False
001159,大成景秀灵活配置混合,2019-06-15,2019-06-15,1,清算报告,大成,2019-06-15,False
001185,安信动态策略混合,2023-04-24,2023-04-24,2,基金合同终止公告/清算报告,安信,2023-04-24,False
001196,东方鼎新灵活配置混合,2025-01-14,2025-01-14,1,清算报告,东方,2025-01-14,False
001201,申万菱信安鑫回报灵活配置混合,2023-07-27,2023-10-18,2,基金清算公告/清算报告,申万菱信,2023-07-27,False
001205,建信稳健回报灵活配置混合,2020-08-07,2020-09-18,2,基金合同终止公告/清算报告,建信,2020-08-07,False
001228,国联安鑫享灵活配置混合,2026-09-14,2026-09-14,1,清算报告,国联安,2026-09-14,False
001253,建信回报灵活配置混合,2019-04-26,2019-04-26,1,清算报告,建信,2019-04-26,False
001262,大成景明灵活配置混合,2019-03-02,2019-03-02,1,清算报告,大成,2019-03-02,False
001263,大成景穗灵活配置混合,2018-10-20,2018-10-20,1,清算报告,大成,2018-10-20,False
001264,银华恒利灵活配置混合,2021-12-24,2021-12-24,1,清算报告,银华,2021-12-24,False
001273,民生加银新动力混合,2022-08-12,2022-08-12,1,清算报告,民生加银,2022-08-12,False
001283,红塔红土盛金新动力混合,2024-04-02,2024-04-03,2,基金合同终止公告/清算报告,红塔红土,2024-04-02,False
001295,大成景源灵活配置混合,2018-12-08,2018-12-08,1,清算报告,大成,2018-12-08,False
001311,华安新回报灵活配置混合,2026-04-29,2026-05-13,2,基金合同终止公告/清算报告,华安,2026-04-29,False
001333,大成景鹏灵活配置混合,2018-11-09,2018-11-09,1,清算报告,大成,2018-11-09,False
001348,大摩新机遇混合,2021-01-13,2021-02-02,2,基金合同终止公告/清算报告,摩根士丹利,2021-01-13,False
001377,中融新产业混合,2019-01-30,2019-01-30,1,清算报告,国联,2019-01-30,False
001389,中融鑫视野混合,2019-04-30,2019-04-30,1,清算报告,国联,2019-04-30,False
001408,建信鑫丰回报灵活配置混合,2021-06-30,2021-06-30,1,清算报告,建信,2021-06-30,False
001419,泰达宏利新思路混合,2023-03-16,2023-04-20,2,基金合同终止公告/清算报告,宏利,2023-03-16,False
001424,博时新起点混合,2024-10-11,2024-10-11,2,基金合同终止公告/清算报告,博时,2024-10-11,False
001431,方正富邦优选灵活配置混合,2018-12-21,2019-04-02,2,清算报告,方正富邦,2018-12-21,False
001464,光大保德信鼎鑫混合,2024-07-25,2024-07-25,1,清算报告,光大保德信,2024-07-25,False
001495,东方新价值混合,2022-12-26,2022-12-26,1,清算报告,东方,2022-12-26,False
001498,建信鑫荣回报灵活配置混合,2024-02-06,2024-03-26,2,基金合同终止公告/清算报告,建信,2024-02-06,False
001499,国投瑞银新增长混合,2026-01-20,2026-02-06,3,基金合同终止公告/基金清算公告/清算报告,国投瑞银,2026-01-20,False
001517,大成景裕灵活配置混合,2018-07-20,2018-07-20,1,清算报告,大成,2018-07-20,False
001520,国投瑞银研究精选股票,2024-07-16,2024-07-16,2,基金清算公告/清算报告,国投瑞银,2024-07-16,False
001524,华泰柏瑞精选回报混合,2023-11-28,2023-12-29,2,基金合同终止公告/清算报告,华泰柏瑞,2023-11-28,False
001573,南方互联网+灵活配置混合,2021-08-25,2021-08-26,2,基金合同终止公告/清算报告,南方,2021-08-25,False
001575,兴银稳健,2021-08-18,2021-08-18,1,清算报告,兴银,2021-08-18,False
001582,大成景辉灵活配置混合,2018-11-30,2018-11-30,1,清算报告,大成,2018-11-30,False
001586,天弘中证100,2019-09-05,2019-09-05,1,基金清算公告,天弘,2019-09-05,False
001599,天弘中证高端装备制造,2019-09-05,2019-09-05,1,基金清算公告,天弘,2019-09-05,False
001615,中欧睿尚定期开放混合,2021-11-29,2022-01-07,2,基金合同终止公告/清算报告,中欧,2021-11-29,False
001626,国泰央企改革股票,2026-06-17,2026-06-17,1,基金合同终止公告,国泰,2026-06-17,False
001627,融通新优选灵活配置混合,2017-09-22,2017-09-22,1,清算报告,融通,2017-09-22,False
001659,富安达新动力混合,2025-12-20,2025-12-25,2,基金清算公告/清算报告,富安达,2025-12-20,False
001663,中银互联网+股票,2021-04-24,2021-06-23,3,基金合同终止公告/基金清算公告/清算报告,中银,2021-04-24,False
001673,红塔红土优质成长,2018-12-25,2019-06-18,2,清算报告,红塔红土,2018-12-25,False
001680,九泰久利灵活配置混合,2019-09-26,2019-09-26,2,基金清算公告/清算报告,九泰,2019-09-26,False
001686,安信新动力混合,2022-09-27,2022-09-27,2,基金合同终止公告/清算报告,安信,2022-09-27,False
001696,南方智造未来股票,2021-07-17,2021-12-07,3,基金合同终止公告/基金清算公告/清算报告,南方,2021-07-17,False
001700,建信鑫盛回报灵活配置混合,2018-07-19,2018-07-19,1,清算报告,建信,2018-07-19,False
001708,东兴改革精选混合,2026-09-08,2026-09-08,1,清算报告,东兴,2026-09-08,False
001729,银华逆向投资灵活配置定期开放混合发起式,2019-09-04,2019-09-04,1,基金合同终止公告,银华,2019-09-04,False
001730,兴银大健康,2023-09-26,2023-09-26,1,清算报告,兴银,2023-09-26,False
001733,泰达宏利量化股票,2022-10-21,2022-12-01,2,基金合同终止公告/清算报告,宏利,2022-10-21,False
001738,大摩新趋势混合,2020-12-29,2021-01-19,3,基金合同终止公告/清算报告,摩根士丹利,2020-12-29,False
001771,南方量化灵活配置混合,2020-08-06,2020-08-06,1,基金合同终止公告,南方,2020-08-06,False
001779,中融稳健添利债券,2022-03-04,2022-06-22,2,清算报告,国联,2022-03-04,False
001781,建信现代服务业股票,2025-12-31,2025-12-31,1,清算报告,建信,2025-12-31,False
001795,上投摩根文体休闲混合,2023-02-08,2023-02-08,1,清算报告,摩根,2023-02-08,False
001824,博时沪港深成长企业混合,2022-06-23,2022-06-23,2,基金合同终止公告/清算报告,博时,2022-06-23,False
001839,九泰久兴灵活配置混合,2022-03-30,2022-06-21,3,基金合同终止公告/基金清算公告/清算报告,九泰,2022-03-30,False
001845,国寿安保稳定回报混合,2019-09-23,2019-09-23,1,清算报告,国寿安保,2019-09-23,False
001851,中融强国制造混合,2019-01-23,2019-01-23,1,清算报告,国联,2019-01-23,False
001859,大摩增值18个月开放债券,2022-05-28,2022-06-16,2,基金合同终止公告/清算报告,摩根士丹利,2022-05-28,False
001920,景顺长城景颐宏利债券,2021-02-04,2021-04-10,2,基金合同终止公告/清算报告,景顺长城,2021-02-04,False
001932,国寿安保灵活优选混合,2023-09-13,2023-09-13,1,基金清算公告,国寿安保,2023-09-13,False
001936,国泰全球绝对收益型基金优选,2020-11-19,2020-11-19,1,清算报告,国泰,2020-11-19,False
001939,光大保德信睿鑫混合,2023-07-19,2023-07-19,1,清算报告,光大保德信,2023-07-19,False
001947,上投摩根安鑫回报混合,2021-10-20,2021-10-20,1,清算报告,摩根,2021-10-20,False
001948,建信稳定丰利债券,2021-12-25,2021-12-25,1,清算报告,建信,2021-12-25,False
001952,光大保德信尊尚一年债券,2018-05-11,2018-05-11,1,清算报告,光大保德信,2018-05-11,False
001954,银华生态环保主题灵活配置混合,2020-01-14,2020-01-14,1,清算报告,银华,2020-01-14,False
001963,中欧天禧债券,2022-03-24,2022-03-24,1,清算报告,中欧,2022-03-24,False
001967,华宝转型升级混合,2023-07-06,2023-08-08,2,基金合同终止公告/清算报告,华宝,2023-07-06,False
001979,南方沪港深价值主题灵活配置混合,2021-05-12,2021-05-12,1,基金合同终止公告,南方,2021-05-12,False
002023,红塔红土稳健回报,2022-12-28,2022-12-29,2,基金合同终止公告/清算报告,红塔红土,2022-12-28,False
002048,博时安誉18个月定开债,2023-10-18,2023-11-18,3,基金合同终止公告/清算报告,博时,2023-10-18,False
002081,大成景沛灵活配置混合,2018-11-30,2019-10-08,2,清算报告,大成,2018-11-30,False
002089,长盛盛鑫混合,2019-09-26,2019-09-26,1,清算报告,长盛,2019-09-26,False
002109,博时裕丰3个月定开债发起式,2026-08-29,2026-08-29,2,基金合同终止公告/清算报告,博时,2026-08-29,False
002111,华宝新起点混合,2023-08-24,2023-09-26,2,基金合同终止公告/清算报告,华宝,2023-08-24,False
002155,国金鑫瑞灵活,2024-06-26,2024-06-26,1,清算报告,国金,2024-06-26,False
002167,南方顺康灵活配置混合,2021-07-10,2021-07-13,2,基金合同终止公告/清算报告,南方,2021-07-10,False
002173,东方大健康混合,2019-12-17,2019-12-17,1,清算报告,东方,2019-12-17,False
002180,中银移动互联混合,2021-06-11,2021-10-19,3,基金合同终止公告/基金清算公告/清算报告,中银,2021-06-11,False
002191,农银物联网混合,2021-05-29,2021-08-14,2,基金合同终止公告/基金清算公告,农银汇理,2021-05-29,False
002194,北信瑞丰稳定增强偏债,2023-06-26,2023-06-26,1,清算报告,华银基金,2023-06-26,False
002220,南方瑞利灵活配置混合,2023-03-15,2023-04-14,3,基金合同终止公告/基金清算公告/清算报告,南方,2023-03-15,False
002231,华夏新趋势混合,2025-01-16,2025-01-21,2,基金清算公告/清算报告,华夏,2025-01-16,False
002261,中银宝利混合,2023-11-23,2024-01-03,2,基金清算公告/清算报告,中银,2023-11-23,False
002263,泰达宏利大数据混合,2021-07-03,2021-08-25,2,基金合同终止公告/清算报告,宏利,2021-07-03,False
002278,中邮稳健合赢债券,2020-10-28,2020-10-28,2,基金合同终止公告/清算报告,中邮创业,2020-10-28,False
002306,银华合利债券,2019-07-05,2019-07-05,1,清算报告,银华,2019-07-05,False
002330,兴业聚宝灵活配置混合,2022-12-19,2022-12-19,1,基金清算公告,兴业,2022-12-19,False
002346,华夏鼎诚债券,2017-10-26,2017-10-26,1,清算报告,华夏,2017-10-26,False
002348,华夏鼎新债券,2017-12-30,2017-12-30,1,清算报告,华夏,2017-12-30,False
002355,国投瑞银岁赢利债券,2021-04-23,2021-04-23,2,基金清算公告/清算报告,国投瑞银,2021-04-23,False
002356,博时安泰18个月定开债,2025-06-25,2025-07-16,3,基金合同终止公告/清算报告,博时,2025-06-25,False
002384,九泰鸿祥服务升级混合,2022-05-24,2022-09-23,3,基金合同终止公告/基金清算公告/清算报告,九泰,2022-05-24,False
002397,中邮增力债券,2020-10-28,2020-10-28,2,基金合同终止公告/清算报告,中邮创业,2020-10-28,False
002398,华安安禧灵活配置混合,2023-02-08,2023-02-08,1,清算报告,华安,2023-02-08,False
002409,华夏新活力混合,2025-01-20,2025-01-21,2,基金清算公告/清算报告,华夏,2025-01-20,False
002413,中银瑞利混合,2023-07-08,2023-08-24,2,基金合同终止公告/清算报告,中银,2023-07-08,False
002421,新华增强债券,2023-02-16,2023-02-16,1,清算报告,新华,2023-02-16,False
002424,博时文体娱乐,2022-06-10,2022-06-10,2,基金合同终止公告/清算报告,博时,2022-06-10,False
002430,中银丰利混合,2023-07-20,2023-08-24,2,基金合同终止公告/清算报告,中银,2023-07-20,False
002434,中银宏利混合,2023-12-14,2024-02-06,2,基金清算公告/清算报告,中银,2023-12-14,False
002440,中加瑞盈债券,2021-07-26,2021-07-26,1,清算报告,中加,2021-07-26,False
002447,博时裕安一年定开债发起式,2025-07-29,2025-09-18,3,基金合同终止公告/清算报告,博时,2025-07-29,False
002453,九泰久稳混合,2023-03-15,2023-03-15,2,基金清算公告/清算报告,九泰,2023-03-15,False
002463,创金合信价值红利混合,2021-09-28,2021-09-28,1,清算报告,创金合信,2021-09-28,False
002465,东兴众智优选混合,2021-05-19,2021-05-19,1,清算报告,东兴,2021-05-19,False
002475,中邮睿利增强债券,2023-04-14,2023-04-14,1,清算报告,中邮创业,2023-04-14,False
002476,博时安瑞18个月定开债,2022-05-28,2022-07-01,3,基金合同终止公告/基金清算公告/清算报告,博时,2022-05-28,False
002481,银华双动力债券,2019-03-02,2019-03-02,1,清算报告,银华,2019-03-02,False
002502,中银腾利混合,2023-09-19,2023-11-11,2,基金清算公告/清算报告,中银,2023-09-19,False
002506,招商招盈18个月定开债,2019-09-04,2019-09-04,1,清算报告,招商,2019-09-04,False
002527,南方安享绝对收益策略定期开放混合发起式,2020-06-15,2020-08-29,3,基金合同终止公告/基金清算公告/清算报告,南方,2020-06-15,False
002554,信达澳银纯债债券,2019-09-30,2022-07-11,2,清算报告,信达澳亚,2019-09-30,False
002558,博时鑫瑞混合,2023-07-25,2023-08-19,3,基金合同终止公告/基金清算公告/清算报告,博时,2023-07-25,False
002570,兴银长禧定开债,2018-04-18,2018-04-18,1,清算报告,兴银,2018-04-18,False
002579,融通增利债券,2019-12-14,2019-12-14,1,清算报告,融通,2019-12-14,False
002588,博时银智大数据100,2021-07-21,2021-08-03,2,基金合同终止公告/清算报告,博时,2021-07-21,False
002596,华商回报1号混合,2020-12-15,2020-12-16,2,基金合同终止公告/清算报告,华商,2020-12-15,False
002607,融通增裕债券,2018-08-23,2018-08-23,1,清算报告,融通,2018-08-23,False
002616,中银益利混合,2023-04-06,2023-05-31,2,基金清算公告/清算报告,中银,2023-04-06,False
002618,中银裕利混合,2023-07-07,2023-08-05,2,基金合同终止公告/清算报告,中银,2023-07-07,False
002634,华宝未来主导混合,2024-01-31,2024-01-31,1,基金合同终止公告,华宝,2024-01-31,False
002643,鹏华兴利混合,2021-12-07,2022-02-10,2,基金合同终止公告/清算报告,鹏华,2021-12-07,False
002654,上投摩根策略精选混合,2021-12-17,2021-12-17,1,清算报告,摩根,2021-12-17,False
002655,南方卓享绝对收益策略定期开放混合发起式,2020-08-22,2021-02-25,4,基金合同终止公告/基金清算公告/清算报告,南方,2020-08-22,False
002674,中融融丰纯债,2019-03-09,2019-03-09,1,清算报告,国联,2019-03-09,False
002677,国投瑞银和安债券,2019-09-16,2019-09-16,1,基金清算公告,国投瑞银,2019-09-16,False
002684,民生加银鑫安纯债债券,2023-11-17,2023-11-17,1,清算报告,民生加银,2023-11-17,False
002693,中银合利债券,2019-04-27,2019-04-27,1,清算报告,中银,2019-04-27,False
002694,中银新蓝筹混合,2021-06-05,2021-07-12,2,基金合同终止公告/清算报告,中银,2021-06-05,False
002699,华夏新起航混合,2018-09-27,2018-09-27,1,清算报告,华夏,2018-09-27,False
002713,广发转型升级混合,2020-10-19,2020-10-19,1,清算报告,广发,2020-10-19,False
002717,红塔红土盛隆灵活配置混合,2026-06-02,2026-06-30,3,基金合同终止公告/清算报告,红塔红土,2026-06-02,False
002719,融通增祥三个月定开债券发起式,2022-07-12,2022-07-23,2,基金合同终止公告/清算报告,融通,2022-07-12,False
002725,中欧强瑞多策略债券,2021-03-23,2021-04-23,2,基金合同终止公告/清算报告,中欧,2021-03-23,False
002730,华富华鑫灵活配置混合,2022-04-16,2022-04-26,2,基金合同终止公告/清算报告,华富,2022-04-16,False
002732,长盛沪港深混合,2023-04-18,2023-04-18,1,清算报告,长盛,2023-04-18,False
002740,泓德裕泽一年定开债券,2022-05-31,2022-07-04,3,基金合同终止公告/基金清算公告/清算报告,泓德,2022-05-31,False
002755,博时裕盛纯债债券,2026-03-27,2026-04-30,3,基金合同终止公告/清算报告,博时,2026-03-27,False
002763,大成景华一年定期开放债券,2019-03-19,2019-03-19,1,清算报告,大成,2019-03-19,False
002782,富国祥利定期开放债券发起式,2022-05-09,2022-05-09,1,清算报告,富国,2022-05-09,False
002785,中融融裕双利债券,2022-02-10,2022-02-10,1,清算报告,国联,2022-02-10,False
002789,长盛同享混合,2022-09-27,2022-11-11,2,基金合同终止公告/清算报告,长盛,2022-09-27,False
002791,融通通景灵活配置混合,2018-02-01,2018-02-01,1,清算报告,融通,2018-02-01,False
002798,融通稳利债券,2018-11-17,2018-11-17,1,清算报告,融通,2018-11-17,False
002813,博时颐泰混合,2023-07-15,2023-08-18,3,基金合同终止公告/基金清算公告/清算报告,博时,2023-07-15,False
002823,招商盛达混合,2021-08-11,2021-08-11,1,清算报告,招商,2021-08-11,False
002830,浙商惠丰定期,2025-07-17,2025-07-17,1,清算报告,浙商,2025-07-17,False
002831,国投瑞银瑞宁混合,2019-10-09,2019-10-09,1,清算报告,国投瑞银,2019-10-09,False
002835,华夏新锦泰混合,2018-07-21,2018-07-21,1,清算报告,华夏,2018-07-21,False
002850,南方甑智混合发起,2021-05-19,2021-05-20,2,基金合同终止公告/清算报告,南方,2021-05-19,False
002858,长信富平纯债一年定开债券,2025-02-10,2025-02-10,2,基金清算公告/清算报告,长信,2025-02-10,False
002866,新华丰盈回报债券,2021-12-23,2022-03-01,2,基金合同终止公告/清算报告,新华,2021-12-23,False
002867,新华恒稳添利债券,2019-10-17,2019-10-17,1,清算报告,新华,2019-10-17,False
002870,兴业增益五年定开债券,2022-08-20,2022-08-24,2,基金清算公告/清算报告,兴业,2022-08-20,False
002873,华夏新锦福混合,2017-11-04,2017-11-04,1,清算报告,华夏,2017-11-04,False
002875,华夏新锦安混合,2017-11-04,2017-11-04,1,清算报告,华夏,2017-11-04,False
002904,博时安仁一年定开债发起式,2026-04-10,2026-05-23,3,基金合同终止公告/基金清算公告,博时,2026-04-10,False
002909,浙商惠享纯债,2023-03-30,2023-03-30,1,清算报告,浙商,2023-03-30,False
002913,鹏华兴益定期开放混合,2019-09-16,2019-09-16,1,清算报告,鹏华,2019-09-16,False
002914,鹏华兴锐定期开放混合,2019-09-16,2019-09-16,1,清算报告,鹏华,2019-09-16,False
002916,中银尊享半年定期开放债券,2018-09-13,2018-09-13,1,清算报告,中银,2018-09-13,False
002922,融通增丰债券,2018-04-17,2018-04-17,1,清算报告,融通,2018-04-17,False
002931,南方荣毅定期开放混合,2019-01-18,2019-01-18,1,清算报告,南方,2019-01-18,False
002948,华安聚利18个月定开债,2021-04-01,2021-04-20,2,基金合同终止公告/清算报告,华安,2021-04-01,False
002964,国投瑞银顺鑫债券,2026-08-07,2026-08-26,3,基金合同终止公告/基金清算公告/清算报告,国投瑞银,2026-08-07,False
002968,新华高端制造灵活配置混合,2020-06-06,2020-09-24,3,基金合同终止公告/清算报告,新华,2020-06-06,False
003000,招商丰德混合,2021-06-23,2021-06-23,1,清算报告,招商,2021-06-23,False
003004,招商睿祥定开混合,2022-05-12,2022-05-12,1,清算报告,招商,2022-05-12,False
003005,华夏鼎益债券,2018-02-09,2018-02-09,1,清算报告,华夏,2018-02-09,False
003011,中融盈润债券,2018-01-09,2018-01-09,1,清算报告,国联,2018-01-09,False
003023,博时景发纯债债券,2025-12-26,2026-01-22,3,基金合同终止公告/清算报告,博时,2025-12-26,False
003033,南方荣冠定期开放混合,2021-01-11,2021-01-12,2,基金合同终止公告/清算报告,南方,2021-01-11,False
003046,招商信用定开债(QDII),2020-01-24,2020-03-14,2,基金合同终止公告/清算报告,招商,2020-01-24,False
003051,农银金利定开债券,2022-01-22,2022-03-26,2,基金合同终止公告/基金清算公告,农银汇理,2022-01-22,False
003057,建信瑞盛添利混合,2018-02-01,2018-02-01,1,清算报告,建信,2018-02-01,False
003059,长信先利半年定开混合,2022-11-10,2022-11-10,2,基金清算公告/清算报告,长信,2022-11-10,False
003060,中融睿丰定期开放债券,2018-10-16,2018-10-16,1,清算报告,国联,2018-10-16,False
003064,南方荣欢定期开放混合发起,2021-06-04,2021-10-29,4,基金清算公告/清算报告,南方,2021-06-04,False
003065,光大保德信尊富18个月债券,2022-08-19,2022-09-22,2,基金合同终止公告/清算报告,光大保德信,2022-08-19,False
003079,中融银行间3-5年中高等级信用债指数,2019-12-24,2020-02-22,2,基金合同终止公告/清算报告,国联,2019-12-24,False
003083,中融银行间1-3年高等级信用债指数,2021-12-31,2021-12-31,1,清算报告,国联,2021-12-31,False
003085,中融银行间0-1年中高等级信用债指数,2019-12-28,2020-02-22,2,基金合同终止公告/清算报告,国联,2019-12-28,False
003089,中融恒瑞纯债,2018-10-16,2018-10-16,1,清算报告,国联,2018-10-16,False
003099,长盛盛景纯债,2021-04-23,2021-05-25,2,基金合同终止公告/清算报告,长盛,2021-04-23,False
003104,泰达宏利定宏混合,2020-07-10,2020-08-19,2,基金合同终止公告/清算报告,宏利,2020-07-10,False
003117,光大保德信吉鑫混合,2024-01-04,2024-01-04,1,清算报告,光大保德信,2024-01-04,False
003122,鹏华兴盛定期开放混合,2019-09-05,2019-09-05,1,清算报告,鹏华,2019-09-05,False
003140,鹏华弘腾混合,2019-09-16,2019-09-16,1,清算报告,鹏华,2019-09-16,False
003146,融通通优债券,2022-09-24,2022-09-24,1,清算报告,融通,2022-09-24,False
003150,中欧睿诚定期开放混合,2020-12-16,2021-01-15,2,基金合同终止公告/清算报告,中欧,2020-12-16,False
003174,前海联合添惠纯债,2022-07-28,2022-07-28,1,清算报告,前海联合,2022-07-28,False
003186,鹏华兴安定期开放混合,2024-02-24,2024-03-23,2,基金合同终止公告/清算报告,鹏华,2024-02-24,False
003208,东兴量化多策略混合,2021-05-19,2021-05-19,1,清算报告,东兴,2021-05-19,False
003224,鹏华兴润定期开放混合,2020-12-19,2021-05-13,3,基金合同终止公告/清算报告,鹏华,2020-12-19,False
003232,创金合信金融地产股票,2023-06-20,2023-06-20,1,清算报告,创金合信,2023-06-20,False
003236,信诚惠盈,2021-05-26,2021-05-26,2,基金合同终止公告/清算报告,中信保诚,2021-05-26,False
003250,融通通尚灵活配置混合,2018-06-06,2018-06-06,1,清算报告,融通,2018-06-06,False
003261,安信沪深300增强,2019-10-14,2019-12-17,3,基金合同终止公告/基金清算公告/清算报告,安信,2019-10-14,False
003273,安信永丰定开债券,2022-11-08,2022-11-08,2,基金合同终止公告/清算报告,安信,2022-11-08,False
003300,华夏圆和混合,2025-01-07,2025-01-07,1,基金清算公告,华夏,2025-01-07,False
003312,大摩睿成中小盘弹性股票,2020-10-01,2020-10-31,2,基金合同终止公告/清算报告,摩根士丹利,2020-10-01,False
003319,建信瑞丰添利混合,2022-02-19,2022-02-19,1,清算报告,建信,2022-02-19,False
003332,南方荣发定期开放混合发起,2021-06-04,2021-10-29,4,基金清算公告/清算报告,南方,2021-06-04,False
003334,中融融信双盈,2021-11-12,2021-11-12,1,清算报告,国联,2021-11-12,False
