fund_code,管理费率,托管费率,销售服务费率
010181,1.2,0.2,0.0
010186,1.2,0.2,0.0
010188,0.6,0.15,0.0
010190,0.9,0.05,
010194,0.8,0.1,0.0
010196,1.2,0.2,0.0
010198,1.2,0.2,0.0
010199,0.8,0.15,0.0
010204,1.2,0.2,
010211,0.6,0.1,0.0
010213,1.2,0.2,0.0
010215,0.8,0.1,0.0
010219,0.6,0.15,
010220,1.2,0.2,0.0
010222,1.0,0.15,
010225,0.8,0.2,
010230,0.6,0.15,0.0
010237,1.2,0.2,0.0
010239,0.6,0.1,0.0
010242,1.0,0.15,0.0
010254,0.3,0.1,0.0
010258,0.3,0.1,0.0
010264,1.2,0.2,0.0
010271,1.2,0.2,0.0
010273,1.2,0.2,0.0
010275,1.2,0.2,0.0
010282,1.2,0.2,0.0
010284,1.2,0.2,0.0
010286,1.2,0.2,0.0
010289,1.2,0.2,0.0
010293,1.2,0.2,
010296,1.2,0.2,0.0
010298,1.2,0.2,
010299,1.2,0.2,0.0
010301,1.2,0.2,0.0
010303,1.2,0.2,0.0
010305,1.2,0.2,0.0
010307,1.2,0.1,0.0
010313,1.2,0.2,0.0
010314,1.2,0.2,0.0
010322,1.2,0.2,
010326,1.2,0.2,0.0
010328,1.2,0.2,0.0
010330,1.2,0.2,0.0
010331,1.2,0.2,0.0
010333,1.2,0.2,0.0
010335,1.2,0.2,0.0
010336,1.2,0.2,0.0
010338,1.2,0.2,0.0
010340,1.2,0.2,
010341,1.2,0.2,0.0
010343,0.8,0.25,0.0
010345,1.2,0.2,0.0
010347,1.2,0.2,
010348,0.9,0.05,
010350,1.2,0.2,0.0
010357,1.2,0.2,0.0
010361,1.2,0.2,0.0
010363,1.2,0.2,
010367,0.6,0.2,0.0
010369,0.6,0.1,0.0
010371,1.2,0.2,0.0
010373,0.8,0.2,0.0
010375,1.2,0.2,0.0
010377,1.2,0.2,0.0
010379,1.2,0.2,0.0
010381,1.2,0.2,0.0
010383,1.2,0.2,0.0
010385,1.2,0.2,0.0
010387,1.2,0.2,0.0
010389,1.2,0.2,0.0
010391,1.2,0.2,0.0
010393,1.2,0.2,0.0
010395,0.6,0.1,0.0
010408,0.8,0.2,0.0
010409,1.2,0.2,0.0
010410,1.2,0.2,0.0
010412,1.2,0.2,0.0
010413,1.2,0.2,0.0
010415,1.2,0.2,0.0
010417,0.9,0.05,
010418,1.2,0.2,0.0
010421,1.2,0.2,0.0
010439,0.6,0.15,
010442,1.2,0.2,
010444,0.8,0.2,0.0
010446,0.9,0.05,
010447,1.2,0.2,0.0
010452,1.2,0.2,0.0
010454,1.2,0.2,
010455,1.2,0.2,0.0
010457,1.2,0.2,0.0
010460,1.2,0.2,0.0
010461,0.6,0.1,
010465,0.6,0.1,0.0
010469,1.2,0.2,0.0
010475,0.6,0.16,0.0
010478,0.6,0.1,
010480,0.8,0.2,
010481,1.2,0.2,
010483,1.2,0.2,
010487,0.8,0.2,
010503,0.5,0.05,0.0
010508,0.7,0.05,0.0
010515,0.8,0.15,0.0
010520,0.15,0.05,0.0
010522,0.8,0.2,0.0
010526,0.6,0.1,
010532,0.8,0.15,0.0
010534,1.2,0.2,0.0
010536,1.2,0.2,0.0
010538,0.6,0.1,
010539,0.8,0.2,0.0
010541,0.8,0.15,0.0
010543,0.8,0.2,0.0
010545,0.8,0.15,0.0
010547,0.6,0.15,0.0
010549,1.2,0.2,
010550,1.2,0.2,
010551,1.2,0.2,
010552,1.2,0.2,0.0
010554,1.2,0.2,0.0
010557,1.2,0.2,
010558,1.2,0.2,0.0
010560,0.4,0.05,0.0
010561,0.5,0.1,0.0
010562,1.2,0.2,0.0
010564,0.6,0.1,
010568,0.6,0.1,0.0
010570,1.2,0.15,0.0
010576,0.6,0.1,
010584,1.2,0.2,0.0
010585,1.2,0.2,0.0
010587,1.2,0.2,0.0
010589,0.8,0.2,0.0
010592,1.2,0.2,0.0
010594,1.2,0.2,
010595,1.2,0.2,0.0
010597,0.8,0.1,0.0
010599,1.2,0.2,0.0
010602,1.2,0.2,0.0
010605,0.8,0.1,0.0
010608,1.2,0.2,0.0
010610,1.2,0.2,
010611,1.2,0.2,0.0
010613,1.2,0.2,0.0
010615,1.2,0.2,0.0
010617,1.2,0.15,0.0
010622,1.2,0.1,0.0
010624,1.2,0.2,0.0
010628,0.9,0.05,
010636,0.6,0.1,0.0
010638,0.3,0.08,
010640,0.3,0.1,0.0
010642,0.8,0.1,
010646,1.2,0.2,0.0
010654,1.0,0.2,0.0
010656,1.2,0.2,
010657,0.6,0.1,0.0
010659,1.2,0.2,0.0
010662,1.2,0.2,
010663,1.2,0.2,0.0
010665,1.2,0.2,0.0
010668,1.2,0.2,0.0
010676,1.2,0.2,0.0
010678,1.2,0.2,0.0
010680,1.2,0.2,0.0
010683,0.6,0.2,0.0
010688,1.0,0.15,0.0
010690,1.2,0.2,0.0
010692,1.2,0.2,0.0
010694,1.2,0.2,
010697,1.2,0.2,0.0
010699,1.2,0.2,
010701,1.2,0.15,0.0
010703,1.2,0.1,0.0
010706,1.2,0.2,0.0
010707,0.5,0.2,0.0
010709,1.2,0.2,0.0
010711,1.2,0.2,0.0
010712,0.6,0.1,0.0
010714,1.2,0.2,0.0
010715,1.2,0.2,0.0
010717,1.2,0.2,0.0
010723,1.2,0.2,0.0
010725,0.7,0.15,0.0
010728,1.2,0.2,0.0
010730,1.2,0.2,
010731,1.2,0.2,0.0
010738,1.2,0.2,0.0
010740,1.2,0.2,0.0
010742,0.6,0.1,0.0
010744,1.2,0.2,0.0
010746,1.2,0.2,0.0
010749,0.8,0.2,0.0
010751,1.2,0.2,0.0
010755,1.2,0.2,
010756,1.2,0.2,0.0
010761,1.2,0.2,0.0
010762,0.8,0.2,0.0
010764,1.2,0.2,
010765,0.8,0.2,0.0
010773,0.6,0.1,0.0
010775,0.6,0.15,0.0
010777,1.2,0.2,0.0
010779,1.2,0.2,0.0
010781,1.0,0.2,0.0
010783,1.2,0.2,0.0
010787,1.2,0.2,0.0
010790,1.2,0.2,0.0
010792,1.2,0.2,0.0
010795,1.2,0.2,0.0
010797,0.8,0.2,0.0
010799,0.8,0.2,0.0
010801,1.2,0.2,0.0
010807,0.8,0.15,0.0
010808,1.2,0.2,0.0
010815,1.2,0.2,
010817,1.0,0.2,0.0
010819,0.4,0.11,0.0
010821,1.2,0.2,0.0
010822,0.6,0.1,0.0
010824,1.2,0.15,0.0
010826,1.2,0.2,0.0
010830,1.0,0.2,0.0
010832,0.3,0.2,0.0
010834,0.4,0.08,0.0
010839,0.6,0.1,0.0
010843,0.8,0.1,0.0
010845,0.8,0.2,
010846,1.2,0.2,0.0
010850,0.8,0.15,0.0
010852,1.2,0.2,0.0
010857,0.8,0.2,0.0
010861,1.2,0.2,
010863,0.5,0.1,0.0
010864,1.2,0.2,0.0
010868,1.0,0.2,0.0
010869,0.6,0.1,
010870,0.6,0.15,0.0
010874,1.2,0.2,0.0
010876,1.2,0.2,0.0
010878,1.2,0.2,
010879,0.6,0.1,0.0
010881,1.0,0.2,0.0
010885,1.2,0.2,0.0
010887,1.2,0.2,0.0
010890,0.5,0.1,0.0
010892,1.2,0.2,0.0
010894,1.2,0.2,0.0
010898,1.2,0.2,0.0
010900,0.7,0.2,0.0
010902,1.2,0.2,0.0
010904,0.5,0.1,0.0
010906,0.8,0.15,0.0
010912,1.2,0.2,0.0
010914,1.2,0.2,0.0
010916,0.6,0.15,0.0
010919,0.6,0.15,0.0
010921,0.6,0.1,
010922,1.2,0.2,
010923,0.4,0.05,0.0
010924,0.5,0.1,0.3
010925,1.2,0.2,0.0
010929,1.2,0.2,0.0
010931,0.6,0.1,0.0
010934,0.8,0.2,0.0
010936,1.2,0.2,0.0
010938,1.0,0.2,0.0
010940,0.5,0.1,0.0
010942,0.5,0.12,0.0
010944,1.2,0.2,0.0
010947,1.2,0.2,0.0
010949,1.2,0.2,
010951,1.2,0.2,0.0
010957,0.8,0.1,0.0
010958,0.6,0.1,
010963,1.2,0.2,0.0
010965,1.2,0.2,0.0
010966,1.2,0.2,
010967,1.2,0.2,0.0
010969,1.2,0.2,0.0
010971,0.5,0.1,0.0
010977,1.2,0.2,0.0
010981,0.75,0.2,0.0
010984,0.6,0.2,0.0
010987,1.2,0.2,0.0
010994,1.2,0.2,0.0
010996,1.2,0.2,0.0
010998,1.2,0.2,0.0
010999,0.6,0.2,0.0
011001,1.2,0.2,
011002,1.2,0.2,0.0
011004,0.4,0.05,0.0
011006,1.2,0.2,
011011,1.2,0.2,0.0
011013,1.2,0.2,0.0
011015,0.8,0.2,0.0
011017,0.8,0.2,
011018,0.7,0.2,0.0
011021,1.2,0.2,0.0
011023,0.6,0.1,
011025,1.5,0.15,0.0
011027,0.6,0.1,0.0
011030,1.2,0.2,0.0
011033,0.7,0.15,0.0
011037,1.2,0.2,0.0
011042,1.2,0.2,0.0
011044,1.2,0.2,0.0
011046,1.2,0.2,0.0
011048,0.4,0.16,0.0
011050,0.6,0.16,0.0
011052,0.7,0.2,0.0
011054,0.6,0.2,0.0
011056,1.2,0.2,
011058,1.2,0.2,0.0
011064,0.8,0.15,0.0
011069,1.2,0.2,0.0
011071,0.6,0.15,0.0
011073,0.4,0.1,0.0
011075,0.8,0.2,0.0
011077,1.2,0.2,
011078,1.2,0.2,
011084,0.6,0.1,0.0
011086,0.6,0.1,0.0
011089,0.7,0.16,0.0
011095,0.8,0.2,0.0
011097,1.2,0.2,0.0
011099,1.2,0.2,0.0
011104,1.2,0.2,0.0
011105,0.6,0.15,0.0
011107,1.2,0.15,0.0
011111,1.2,0.2,0.0
011118,0.6,0.15,0.0
011121,1.2,0.2,0.0
011122,1.2,0.2,0.0
011128,1.2,0.2,0.0
011134,1.2,0.2,0.0
011136,1.2,0.2,0.0
011138,1.2,0.2,0.0
011142,1.2,0.2,0.0
011144,1.2,0.2,0.0
011146,1.2,0.2,0.0
011149,1.2,0.2,0.0
011152,1.2,0.2,0.0
011153,1.2,0.2,0.0
011155,1.2,0.2,0.0
011157,1.2,0.2,0.0
011160,1.2,0.2,0.0
011162,1.2,0.2,0.0
011164,1.2,0.2,0.0
011167,1.2,0.2,0.0
011169,1.2,0.2,
011170,1.2,0.2,0.0
011173,1.2,0.2,
011174,1.2,0.2,
011175,0.8,0.2,0.0
011177,1.2,0.2,0.0
011179,1.2,0.2,0.0
011181,1.2,0.2,0.0
011184,1.2,0.2,0.0
011186,1.2,0.2,0.0
011188,1.2,0.2,0.0
011189,1.2,0.15,
011190,0.6,0.15,0.0
011192,0.4,0.1,0.0
011194,1.2,0.2,0.0
011196,1.2,0.2,0.0
011198,0.6,0.1,0.0
011201,1.2,0.2,0.0
011203,1.2,0.2,0.0
011206,0.8,0.1,0.0
011208,1.0,0.2,0.0
011212,1.2,0.2,0.0
011214,1.2,0.2,0.0
011216,1.2,0.2,0.0
011220,1.2,0.2,0.0
011224,1.2,0.2,0.0
011226,0.7,0.15,0.0
011229,1.2,0.2,0.0
011231,0.6,0.15,0.0
011236,1.2,0.2,0.0
011238,1.2,0.2,0.0
011243,0.8,0.15,0.0
011246,1.2,0.2,0.0
011248,1.2,0.2,
011249,0.6,0.2,0.0
011251,1.2,0.2,0.0
011253,0.15,0.05,
011254,1.2,0.2,0.0
011256,0.6,0.2,0.0
011260,1.2,0.2,0.0
011265,0.75,0.1,0.0
011269,1.2,0.2,0.0
011271,1.2,0.2,0.0
011273,1.2,0.2,0.0
011275,1.2,0.2,0.0
011277,1.2,0.2,0.0
011278,1.2,0.2,0.0
011282,1.2,0.2,0.0
011284,1.2,0.2,
011285,1.2,0.2,0.0
011287,1.2,0.2,
011288,1.2,0.2,0.0
011290,0.8,0.2,0.0
011293,0.5,0.15,
011296,1.2,0.2,0.0
011300,1.2,0.2,0.0
011304,1.2,0.2,0.0
011312,1.2,0.2,
011313,1.2,0.2,
011314,1.2,0.2,
011315,1.2,0.2,
011328,1.2,0.2,0.0
011330,1.2,0.2,
011331,1.2,0.2,0.0
011333,1.2,0.2,0.0
011335,1.2,0.2,0.0
011336,1.0,0.1,0.0
011338,1.2,0.2,0.0
011340,1.2,0.2,0.0
011344,1.2,0.2,0.0
011346,1.2,0.2,
011347,0.7,0.15,0.0
011349,1.2,0.2,0.0
011351,1.0,0.2,0.0
011353,0.6,0.2,0.0
011355,1.2,0.2,0.0
011357,1.2,0.2,0.0
011359,0.8,0.2,0.0
011361,1.2,0.2,0.0
011363,1.2,0.2,0.0
011365,0.6,0.1,0.0
011369,1.2,0.2,0.0
011371,1.2,0.2,0.0
011373,1.2,0.2,0.0
011375,0.6,0.1,
011376,0.6,0.1,0.0
011377,1.2,0.2,0.0
011383,1.2,0.2,0.0
011384,1.2,0.2,0.0
011386,1.0,0.15,
011387,0.7,0.15,0.0
011389,1.2,0.1,
011390,0.8,0.2,0.0
011393,0.6,0.13,0.0
011395,0.8,0.2,0.0
011397,0.8,0.2,0.0
011399,1.2,0.15,0.0
011401,1.2,0.2,0.0
011403,1.2,0.2,0.0
011405,1.2,0.2,
011408,0.4,0.1,0.0
011410,1.2,0.2,0.0
011418,1.2,0.2,0.0
011425,1.2,0.2,0.0
011427,1.2,0.2,0.0
011429,1.2,0.2,
011431,1.2,0.2,0.0
011433,0.8,0.2,0.0
011435,1.2,0.2,0.0
011438,0.7,0.2,0.0
011442,0.4,0.05,0.0
011444,0.8,0.1,0.0
011446,1.2,0.2,0.0
011448,1.2,0.2,0.0
011450,1.2,0.2,0.0
011455,1.2,0.2,0.0
011457,1.2,0.2,
011458,1.2,0.2,0.0
011460,1.2,0.2,0.0
011466,1.2,0.2,0.0
011468,1.2,0.2,0.0
011471,1.2,0.2,0.0
011479,1.2,0.2,0.0
011482,1.0,0.2,0.0
011484,0.6,0.2,0.0
011486,1.2,0.2,0.0
011488,1.2,0.2,0.0
011494,0.6,0.15,0.0
011498,1.2,0.2,0.0
011500,1.2,0.15,
011503,1.2,0.2,
011504,0.6,0.1,0.0
011506,1.2,0.2,0.0
011508,0.6,0.18,0.0
011516,0.6,0.2,0.0
011518,1.2,0.2,0.0
011521,0.8,0.2,0.0
011523,1.2,0.2,0.0
011527,0.8,0.2,0.0
011530,1.2,0.2,
011531,1.2,0.2,
011532,0.5,0.1,0.0
011534,0.3,0.15,0.0
011536,1.2,0.15,0.0
011538,0.8,0.15,0.0
011542,1.2,0.2,
011543,0.6,0.1,0.0
011548,1.0,0.2,0.0
011550,1.2,0.2,0.0
011552,0.5,0.15,0.0
011554,0.6,0.1,0.0
011558,0.3,0.05,0.0
011562,0.6,0.15,
011570,1.2,0.2,0.0
011572,0.6,0.1,0.0
011574,1.2,0.2,0.0
011576,0.6,0.15,0.0
011578,1.2,0.2,0.0
011581,0.5,0.1,0.0
011585,1.2,0.2,0.0
011588,1.2,0.2,
011589,1.2,0.1,0.0
011595,1.5,0.25,0.0
011598,1.2,0.2,0.0
011599,1.2,0.2,
011601,1.2,0.2,0.0
011603,1.2,0.15,0.0
011626,1.2,0.2,0.0
011629,1.2,0.2,0.0
011635,1.2,0.2,0.0
011637,1.2,0.2,0.0
011643,1.2,0.2,0.0
011645,1.2,0.2,0.0
011647,1.2,0.2,0.0
011649,1.2,0.2,0.0
011651,1.2,0.2,0.0
011663,1.2,0.2,0.0
011665,1.2,0.2,0.0
011669,1.2,0.2,0.0
011673,1.2,0.2,0.0
011675,0.15,0.05,0.0
011677,0.6,0.1,0.0
011679,0.6,0.1,0.0
011681,1.2,0.2,0.0
011684,0.6,0.12,
011685,1.2,0.2,0.0
011687,1.2,0.2,0.0
011690,1.2,0.2,0.0
011692,1.2,0.2,0.0
011694,1.2,0.2,0.0
011698,1.0,0.2,0.0
011703,1.2,0.2,
011704,1.2,0.2,0.0
011708,1.2,0.2,0.0
011711,1.2,0.2,0.8
011717,1.2,0.2,0.0
011722,1.2,0.2,0.0
011727,0.5,0.1,0.0
011729,0.5,0.1,0.0
011731,0.6,0.1,0.0
011733,1.2,0.2,
011734,0.6,0.1,0.0
011736,1.0,0.2,0.0
011738,1.2,0.2,0.0
011740,1.2,0.2,0.0
011743,0.8,0.2,0.0
011746,0.7,0.2,0.0
011748,1.2,0.2,0.0
011750,0.8,0.2,0.0
011756,1.2,0.2,0.0
011759,0.6,0.16,0.0
011761,0.6,0.1,0.0
011765,1.2,0.2,0.0
011767,1.2,0.2,0.0
011769,0.8,0.15,0.0
011771,0.6,0.1,0.0
011773,0.8,0.15,0.0
011775,1.0,0.2,0.0
011777,1.2,0.2,0.0
011781,0.8,0.2,0.0
011783,1.2,0.2,
011784,0.4,0.12,0.0
011786,0.3,0.05,0.0
011788,0.3,0.05,0.0
011790,1.2,0.2,
011791,0.8,0.15,0.0
011793,1.2,0.2,
011798,0.7,0.15,0.0
011800,1.2,0.2,0.0
011801,0.6,0.2,0.0
011803,0.7,0.15,0.0
011805,1.2,0.2,0.0
011807,1.2,0.2,0.0
011813,1.2,0.2,0.0
011815,1.2,0.15,0.0
011816,0.8,0.2,
011817,1.2,0.2,
011818,0.8,0.2,0.0
011820,1.2,0.2,0.0
011822,1.2,0.2,0.0
011824,1.2,0.2,0.0
011826,1.2,0.2,0.0
011828,1.2,0.2,0.0
011830,1.2,0.2,0.0
011834,1.2,0.2,0.0
011836,1.2,0.2,
011837,1.2,0.2,0.0
011841,1.2,0.2,0.0
011843,1.2,0.2,0.0
011845,1.2,0.2,0.0
011847,1.2,0.2,0.0
011849,1.2,0.2,
011851,1.2,0.2,0.0
011855,1.2,0.2,0.0
011856,1.2,0.2,0.0
011858,1.2,0.2,0.0
011862,1.2,0.2,0.0
011866,1.2,0.2,0.0
011868,1.2,0.2,0.0
011872,0.8,0.2,0.0
011874,1.2,0.2,0.0
011876,1.2,0.2,0.0
011882,1.2,0.2,0.0
011884,1.2,0.2,0.0
011886,1.2,0.2,0.0
011888,1.2,0.2,0.0
011891,1.2,0.2,0.0
011893,1.2,0.2,0.0
011899,1.2,0.15,0.0
011901,1.2,0.2,0.0
011903,1.2,0.2,0.0
011905,1.2,0.2,0.0
011908,1.2,0.2,0.0
011911,1.2,0.2,0.0
011913,0.8,0.2,0.0
011917,1.2,0.2,0.0
011921,1.2,0.2,0.0
011923,1.2,0.2,0.0
011924,1.2,0.2,0.0
011927,1.2,0.2,0.0
011930,1.2,0.2,0.0
011932,1.2,0.2,0.0
011934,1.2,0.2,0.0
011936,1.2,0.2,0.0
011938,1.2,0.2,0.0
011956,1.2,0.2,0.0
011958,0.15,0.05,0.0
011969,1.2,0.2,0.0
011975,1.2,0.2,0.0
011977,1.2,0.2,0.0
011980,1.2,0.2,0.0
011987,1.2,0.15,0.0
011989,1.2,0.2,0.0
011992,1.0,0.2,0.4
011994,1.2,0.2,0.0
011995,0.6,0.15,0.0
011997,0.7,0.2,0.0
012001,1.2,0.2,0.0
012003,1.2,0.2,0.0
012005,0.8,0.15,0.0
012008,1.2,0.2,0.0
012010,0.8,0.15,0.0
012014,0.8,0.18,0.0
012019,0.6,0.1,0.0
012021,0.6,0.15,0.0
012023,1.0,0.15,0.0
012025,0.6,0.2,0.0
012027,0.8,0.2,0.0
012029,0.7,0.2,0.0
012033,1.2,0.2,0.0
012036,1.2,0.2,
012045,1.2,0.2,0.0
012051,1.2,0.2,
012052,0.6,0.1,0.0
012054,0.6,0.15,0.0
012057,1.2,0.2,0.0
012064,1.2,0.2,
012067,1.2,0.2,0.0
012069,0.8,0.2,0.0
012071,1.2,0.2,0.0
012073,1.2,0.2,0.0
012075,1.2,0.2,0.0
012077,0.6,0.15,0.0
012079,1.2,0.2,0.0
012082,1.2,0.2,0.0
012084,0.8,0.1,0.0
012086,1.2,0.2,0.0
012088,0.8,0.2,0.0
012093,1.2,0.2,0.0
012096,1.2,0.2,0.0
012098,1.2,0.2,
012102,1.2,0.2,0.0
012107,1.2,0.2,0.0
012109,0.8,0.1,0.0
012111,0.5,0.1,0.0
012113,0.5,0.2,0.0
012116,0.15,0.05,0.0
012119,1.2,0.2,0.0
012121,0.8,0.2,0.0
012123,1.2,0.2,
012124,1.2,0.1,0.0
012126,1.2,0.2,0.0
012130,1.2,0.2,0.0
012132,1.2,0.15,0.0
012137,0.8,0.2,0.0
012138,0.5,0.15,0.0
012143,1.2,0.2,0.0
012147,1.2,0.2,
012148,1.2,0.2,0.0
012150,1.2,0.2,
012151,0.5,0.1,0.0
012153,1.2,0.2,0.0
012155,1.2,0.2,0.0
012159,1.2,0.2,0.0
012161,0.6,0.15,0.0
012170,0.8,0.2,0.0
012173,1.2,0.2,0.0
012175,1.2,0.2,0.0
012178,1.2,0.2,
012182,1.2,0.2,0.0
012184,1.2,0.2,0.0
012186,1.2,0.2,0.0
012188,1.2,0.2,0.0
012193,1.2,0.2,0.0
012195,0.8,0.15,
012196,1.2,0.2,0.0
012198,1.2,0.2,0.0
012200,1.2,0.2,0.0
012202,1.2,0.2,0.0
012210,1.2,0.2,0.0
012214,1.2,0.2,0.0
012216,0.6,0.15,0.0
012218,0.6,0.2,0.0
012221,1.2,0.2,0.0
012223,1.2,0.2,0.0
012225,1.2,0.2,0.0
012227,1.2,0.2,0.0
012234,1.2,0.2,0.0
012239,1.2,0.2,
012243,1.2,0.2,
012244,1.2,0.2,0.0
012250,1.2,0.15,0.0
012252,0.8,0.2,
012253,0.8,0.2,0.0
012255,1.2,0.2,0.5
012256,0.6,0.15,0.0
012258,1.2,0.2,0.0
012260,1.2,0.2,0.0
012262,1.2,0.2,0.0
012268,0.6,0.1,0.0
012270,0.6,0.1,0.0
012272,1.2,0.2,
012277,0.6,0.1,0.0
012281,0.8,0.15,
012284,1.2,0.2,0.0
012287,0.5,0.1,0.0
012288,1.2,0.2,0.0
012292,1.2,0.2,0.0
012294,1.2,0.2,
012296,0.3,0.1,
012297,1.2,0.2,0.0
012299,1.0,0.2,0.0
012301,1.2,0.2,0.5
012302,0.6,0.15,0.0
012304,0.6,0.15,0.0
012308,1.2,0.2,0.0
012314,1.2,0.2,0.5
012315,1.2,0.2,0.0
012326,0.5,0.1,0.0
012332,1.2,0.2,0.0
012334,0.5,0.1,0.0
012342,1.2,0.2,0.0
012344,1.2,0.2,0.0
012346,1.2,0.2,0.0
012350,1.2,0.2,0.0
012354,1.2,0.2,0.0
012358,1.2,0.2,0.0
012360,1.2,0.2,0.0
012366,0.8,0.15,0.0
012368,1.2,0.2,0.0
012370,1.2,0.2,
012373,1.2,0.2,0.0
012377,0.4,0.2,0.0
012382,1.2,0.2,0.0
012387,1.2,0.2,0.0
012389,1.2,0.2,
012390,1.2,0.2,0.0
012405,0.5,0.1,0.0
012406,1.2,0.2,0.0
012408,0.7,0.2,0.0
012410,1.2,0.2,0.0
012412,1.2,0.2,0.0
012415,1.0,0.18,0.0
012421,1.2,0.2,0.0
012426,1.2,0.2,0.0
012428,1.2,0.2,0.0
012430,0.3,0.1,
012431,0.4,0.05,0.0
012434,1.2,0.2,
012435,0.8,0.2,0.0
012437,1.2,0.2,0.0
012443,0.5,0.1,0.0
012445,1.2,0.2,0.0
012447,1.2,0.2,0.0
012454,1.2,0.2,0.0
012456,1.2,0.2,0.0
012459,0.65,0.2,0.0
012463,1.2,0.2,0.0
012466,1.2,0.2,0.0
012471,0.8,0.2,0.0
012473,1.2,0.2,0.0
012475,1.2,0.2,0.0
012477,1.2,0.2,0.0
012479,1.0,0.2,0.0
012481,1.2,0.2,0.0
012483,1.2,0.2,0.0
012485,0.6,0.15,0.0
012487,0.8,0.2,0.0
012491,1.2,0.2,0.0
012493,1.2,0.2,0.0
012495,1.2,0.2,0.0
012496,1.2,0.2,0.0
012500,1.2,0.2,0.0
012502,1.2,0.2,
012506,1.2,0.2,0.0
012510,1.2,0.2,0.0
012512,0.8,0.2,
012516,0.5,0.1,0.0
012518,1.0,0.2,
012519,1.2,0.2,0.0
012523,1.2,0.2,0.0
012526,1.2,0.2,0.0
012528,1.2,0.2,0.0
012530,1.2,0.2,
012533,1.2,0.2,0.0
012541,1.2,0.2,0.0
012545,0.6,0.2,0.0
012556,1.2,0.2,
012557,1.2,0.2,0.0
012559,0.5,0.1,0.0
012561,0.5,0.1,0.0
012568,1.2,0.2,0.0
012572,0.8,0.15,0.0
012576,0.8,0.2,0.0
012578,1.2,0.2,0.0
012582,1.2,0.2,0.0
012586,1.2,0.2,0.0
012588,1.2,0.2,0.0
012594,0.8,0.2,0.0
012598,0.5,0.1,0.0
012608,1.2,0.2,0.5
012609,0.8,0.2,0.0
012613,1.2,0.2,0.0
012640,1.2,0.2,0.0
012645,0.2,0.05,0.0
012647,1.2,0.2,0.5
012650,1.2,0.2,0.0
012655,0.45,0.1,0.0
012661,0.8,0.15,0.0
012665,0.7,0.1,0.0
012667,0.6,0.2,0.0
012669,1.2,0.2,0.0
012671,1.2,0.2,0.0
012673,1.0,0.2,0.0
012677,0.8,0.12,0.0
012681,0.4,0.1,0.0
012683,0.55,0.1,0.0
012685,0.8,0.2,0.0
012687,0.8,0.1,
012688,1.2,0.2,0.0
012690,1.2,0.2,0.0
012694,0.5,0.1,0.0
012696,1.2,0.2,0.0
012701,0.5,0.15,0.0
012703,1.2,0.2,0.0
012704,1.2,0.2,0.0
012706,1.2,0.2,0.0
012719,1.2,0.2,0.0
012721,0.6,0.15,
012726,0.6,0.2,0.0
012730,0.5,0.1,0.0
012744,1.2,0.2,0.0
012748,1.2,0.2,0.0
012759,0.45,0.07,0.0
012763,0.3,0.05,0.0
012765,1.2,0.2,0.0
012770,1.2,0.2,0.0
012779,1.2,0.2,0.0
012784,0.8,0.2,
012785,1.2,0.2,0.0
012796,0.3,0.1,
012812,0.6,0.1,0.0
012816,1.2,0.2,0.0
012820,1.2,0.2,0.5
012826,0.5,0.15,0.0
012828,0.7,0.2,0.0
012833,0.6,0.2,0.0
012835,1.2,0.2,0.0
012839,1.2,0.2,0.0
012844,1.2,0.2,0.0
012846,1.2,0.2,
012848,1.2,0.2,0.0
012850,1.2,0.2,0.0
012852,1.2,0.2,0.0
012876,0.6,0.2,0.0
012878,1.2,0.2,0.0
012880,1.2,0.2,0.0
012882,0.45,0.07,0.0
012888,1.2,0.2,0.0
012892,1.2,0.2,0.0
012904,1.2,0.2,
012905,1.2,0.2,0.0
012913,1.2,0.2,0.0
012917,1.2,0.2,0.0
012930,1.2,0.2,
012943,0.7,0.15,0.0
012945,0.6,0.1,0.0
012949,0.8,0.2,0.0
012951,0.55,0.1,0.0
012953,0.6,0.1,0.0
012955,0.8,0.15,0.0
012961,0.2,0.1,0.0
012963,1.2,0.2,0.0
012965,0.5,0.15,0.0
012967,1.2,0.2,0.0
012971,1.2,0.2,0.0
012975,1.2,0.2,0.0
012977,1.2,0.1,0.0
012981,1.2,0.2,0.0
012985,1.2,0.2,0.0
012987,1.2,0.2,0.0
012989,0.5,0.1,0.0
012991,0.3,0.15,0.0
012993,1.2,0.2,0.0
012995,1.2,0.2,
012996,0.6,0.1,
012998,0.4,0.1,0.0
013000,1.2,0.2,0.0
013004,1.2,0.2,0.0
013006,1.2,0.2,0.0
013009,1.2,0.2,0.0
013011,0.45,0.07,0.0
013015,0.6,0.15,0.0
013019,0.5,0.1,0.0
013021,1.2,0.2,
013022,0.6,0.15,
013023,1.2,0.2,0.0
013028,1.2,0.2,
013029,0.6,0.15,0.0
013031,1.0,0.2,0.0
013033,1.2,0.2,0.0
013037,1.2,0.2,0.0
013039,0.6,0.1,0.0
013041,0.7,0.2,0.0
013043,0.6,0.15,
013049,1.2,0.2,0.0
013051,1.2,0.2,0.0
013055,1.2,0.2,0.0
013057,0.3,0.1,0.0
013061,0.8,0.15,
013067,1.2,0.2,
013072,1.2,0.2,0.0
013078,1.2,0.2,0.0
013085,1.2,0.2,0.0
013089,0.6,0.1,0.0
013091,1.2,0.2,0.0
013093,0.5,0.1,0.0
