fund_code,管理费率,托管费率,销售服务费率
005041,1.2,0.2,0.0
005043,1.2,0.2,0.0
005049,1.0,0.1,0.0
005055,1.2,0.2,0.0
005059,0.6,0.1,0.0
005067,1.2,0.2,0.0
005075,1.2,0.2,0.0
005076,1.2,0.2,
005080,1.2,0.2,0.8
005082,0.6,0.1,0.0
005090,1.2,0.1,0.0
005094,1.2,0.2,0.0
005095,1.0,0.2,0.0
005104,1.2,0.15,0.0
005106,1.2,0.2,0.0
005108,1.2,0.2,1.0
005109,1.2,0.2,0.0
005117,1.0,0.15,0.0
005119,1.2,0.2,0.0
005120,1.2,0.2,
005123,1.2,0.2,0.0
005142,1.2,0.2,0.0
005146,1.5,0.2,
005161,1.2,0.2,0.0
005164,0.6,0.15,0.0
005166,1.2,0.2,
005168,0.6,0.1,0.0
005169,1.2,0.2,0.0
005173,0.6,0.1,0.0
005175,1.2,0.2,
005176,1.2,0.2,0.0
005177,0.6,0.1,0.0
005179,0.6,0.1,0.0
005185,0.7,0.2,
005186,1.0,0.1,0.0
005189,1.2,0.2,0.0
005197,1.2,0.2,0.0
005209,1.2,0.2,0.0
005211,1.2,0.2,0.0
005225,1.0,0.2,0.0
005226,1.2,0.2,0.0
005228,1.2,0.2,
005231,0.8,0.2,0.0
005233,1.2,0.2,0.0
005235,1.0,0.1,0.0
005237,1.0,0.1,0.0
005241,1.2,0.2,0.0
005244,1.2,0.2,0.0
005247,1.5,0.15,
005250,1.2,0.2,
005251,1.2,0.2,0.0
005252,0.8,0.2,0.1
005255,1.2,0.2,0.0
005258,1.2,0.2,0.0
005259,1.2,0.2,
005260,0.6,0.1,0.0
005262,0.8,0.15,0.0
005274,0.8,0.2,0.0
005275,1.2,0.2,0.0
005280,1.0,,
005281,1.2,0.2,0.0
005290,0.6,0.1,0.0
005291,0.6,0.2,0.0
005293,0.6,0.1,
005294,0.6,0.1,
005295,0.6,0.1,
005296,1.0,0.2,0.0
005299,1.2,0.2,0.0
005303,1.2,0.2,0.0
005305,1.0,0.2,0.0
005310,1.2,0.2,0.0
005311,1.2,0.2,0.0
005317,0.7,0.1,0.0
005323,0.6,0.1,0.0
005325,0.8,0.1,0.0
005328,1.2,0.2,
005331,1.2,0.2,0.0
005335,1.2,0.2,0.0
005354,0.6,0.1,0.0
005357,1.2,0.2,
005358,1.2,0.2,0.0
005360,1.2,0.2,0.0
005362,0.3,0.1,0.0
005368,1.2,0.2,0.0
005371,0.4,0.1,0.0
005373,0.6,0.1,0.0
005376,0.6,0.1,
005381,1.2,0.2,0.0
005386,0.6,0.1,0.0
005392,1.5,0.2,0.0
005395,1.2,0.2,
005396,0.6,0.15,
005397,1.0,0.2,
005399,1.0,0.15,0.0
005400,1.2,0.2,0.0
005402,1.2,0.2,0.0
005405,1.0,0.25,0.0
005409,1.2,0.2,0.0
005412,1.0,0.1,0.0
005416,1.0,0.2,0.0
005418,1.5,0.25,
005421,1.2,0.2,
005423,0.7,0.2,0.0
005429,1.2,0.2,0.0
005433,1.2,0.2,0.0
005434,1.2,0.2,0.0
005437,1.2,0.2,0.0
005440,1.6,0.35,0.0
005443,1.2,0.2,0.0
005444,1.2,0.2,
005445,1.2,0.2,0.0
005449,1.2,0.2,
005450,1.2,0.2,
005453,1.2,0.2,0.0
005457,1.2,0.2,0.0
005459,0.6,0.1,0.0
005462,0.3,0.1,
005472,1.2,0.2,0.0
005474,1.2,0.2,0.0
005477,1.2,0.2,0.0
005479,0.7,0.1,
005481,1.2,0.2,0.0
005482,1.2,0.2,0.0
005486,0.6,0.15,0.0
005489,0.8,0.15,0.0
005502,1.2,0.25,0.0
005504,1.2,0.2,0.0
005505,1.2,0.2,0.0
005517,0.8,0.2,0.0
005519,1.2,0.2,0.0
005520,1.2,0.2,0.0
005521,1.2,0.2,0.0
005523,1.0,0.2,0.0
005537,0.7,0.1,0.0
005541,0.6,0.1,0.0
005543,1.2,0.2,0.0
005544,1.2,0.2,0.0
005545,1.2,0.2,0.0
005550,1.2,0.2,0.0
005552,0.6,0.1,0.0
005569,1.2,0.2,0.0
005571,1.2,0.2,0.0
005576,1.2,0.2,0.0
005583,1.2,0.2,0.0
005598,1.2,0.2,0.0
005599,1.2,0.2,0.0
005609,1.2,0.2,0.0
005612,1.2,0.2,
005616,1.2,0.2,0.0
005618,1.2,0.2,0.0
005620,1.2,0.2,0.0
005628,1.2,0.2,0.0
005630,1.2,0.2,0.0
005642,1.2,0.2,0.0
005644,1.2,0.2,
005646,0.7,0.15,0.3
005650,1.2,0.2,0.0
005652,1.0,0.2,0.0
005660,1.2,0.2,0.0
005662,1.2,0.2,0.0
005664,0.8,0.2,0.0
005668,1.2,0.2,0.0
005669,1.2,0.2,
005671,1.2,0.2,0.0
005674,1.2,0.2,
005680,1.2,0.2,0.0
005708,1.2,0.2,
005711,1.2,0.2,
005726,1.2,0.2,0.0
005728,1.2,0.2,0.0
005729,1.2,0.2,
005730,1.2,0.2,0.0
005732,1.2,0.2,0.0
005738,1.2,0.2,0.0
005739,1.2,0.2,
005741,1.2,0.2,0.0
005742,1.2,0.2,
005743,1.2,0.2,0.0
005760,1.2,0.2,0.0
005802,1.2,0.2,0.0
005805,1.2,0.2,0.0
005826,1.2,0.2,
005827,1.2,0.2,
005832,0.5,0.1,
005833,0.6,0.2,0.0
005840,1.2,0.2,0.0
005844,1.2,0.2,0.0
005847,1.2,0.2,0.0
005848,1.2,0.2,0.0
005851,1.2,0.2,0.0
005855,1.2,0.2,0.0
005865,0.6,0.15,0.0
005876,1.0,0.2,0.0
005903,1.2,0.2,0.0
005904,1.2,0.2,0.0
005906,0.8,0.2,0.0
005910,1.2,0.2,0.0
005911,1.2,0.2,0.0
005914,1.2,0.2,0.0
005927,1.2,0.2,0.0
005933,1.2,0.2,0.0
005955,1.0,0.2,0.0
005960,0.9,0.2,0.0
005962,1.2,0.2,0.0
005967,1.2,0.2,0.0
005968,1.2,0.2,0.0
005970,1.2,0.2,
005974,0.6,0.15,0.0
005977,1.2,0.2,0.0
005983,1.2,0.2,0.0
005984,1.0,0.2,0.0
006002,1.2,0.2,0.0
006005,1.0,0.2,0.0
006007,1.2,0.2,0.0
006009,1.2,0.2,0.0
006013,0.9,0.2,0.0
006051,1.2,0.2,0.0
006058,1.2,0.2,
006063,1.2,0.2,0.0
006072,1.2,0.2,0.0
006081,1.2,0.2,0.0
006084,1.5,0.25,
006090,0.3,0.08,0.0
006100,1.2,0.2,0.0
006128,1.2,0.2,0.0
006132,1.2,0.2,0.0
006136,1.2,0.2,0.0
006138,1.2,0.2,
006143,0.6,0.15,0.0
006154,1.2,0.2,0.0
006157,1.2,0.2,
006160,1.2,0.2,0.0
006198,1.5,0.25,
006199,1.5,0.25,
006201,1.2,0.2,0.0
006202,1.2,0.2,0.0
006203,0.3,0.1,0.0
006205,1.2,0.2,
006209,1.2,0.2,
006216,1.2,0.2,0.0
006218,1.2,0.2,0.0
006223,1.2,0.2,
006225,1.2,0.2,0.0
006227,1.2,0.2,0.0
006228,1.2,0.2,0.0
006230,1.2,0.2,
006231,0.4,0.1,0.0
006250,1.2,0.2,0.0
006251,1.2,0.2,0.0
006252,1.2,0.2,0.0
006255,0.5,0.1,0.0
006257,1.2,0.2,0.0
006259,1.2,0.2,0.0
006265,1.2,0.2,0.0
006266,1.2,0.2,0.0
006267,1.2,0.2,0.0
006270,1.2,0.2,0.0
006274,1.2,0.2,0.0
006277,0.5,0.15,0.0
006279,0.5,0.1,0.0
006281,1.2,0.2,0.0
006299,1.2,0.1,0.0
006343,0.7,0.1,0.0
006346,1.2,0.2,0.0
006348,1.2,0.2,0.0
006349,0.7,0.15,0.0
006351,0.7,0.15,0.0
006354,1.2,0.2,
006358,0.3,0.1,0.0
006364,1.2,0.2,0.0
006366,1.2,0.2,0.0
006369,1.2,0.1,0.0
006371,1.2,0.2,0.0
006377,1.2,0.2,0.0
006385,1.2,0.2,0.0
006424,1.2,0.2,0.0
006429,1.2,0.2,0.0
006430,1.2,0.1,
006435,1.2,0.2,
006449,1.2,0.2,0.0
006502,1.2,0.2,0.0
006511,1.2,0.1,0.0
006522,1.2,0.2,0.0
006526,1.2,0.2,0.0
006527,1.2,0.2,0.0
006529,1.2,0.2,0.0
006533,1.2,0.2,
006534,1.2,0.25,
006535,0.4,0.05,0.0
006537,1.2,0.2,
006563,0.3,0.1,0.0
006564,1.2,0.2,
006567,1.2,0.1,0.0
006568,1.2,0.2,
006573,1.2,0.2,0.0
006578,0.5,0.1,0.0
006583,0.6,0.2,0.0
006595,1.2,0.2,0.0
006601,0.5,0.1,0.0
006603,1.2,0.2,0.0
006644,1.2,0.2,0.0
006648,1.2,0.2,0.0
006652,1.2,0.2,0.0
006658,1.0,0.15,0.0
006692,1.2,0.2,0.0
006696,1.2,0.2,
006698,0.8,0.15,0.0
006700,1.0,0.2,0.0
006718,1.2,0.2,0.0
006720,1.2,0.2,0.0
006727,0.15,0.05,0.0
006736,1.2,0.2,
006737,0.3,0.1,
006751,1.2,0.2,0.0
006778,0.5,0.1,0.0
006780,1.2,0.2,0.0
006781,1.2,0.2,
006783,0.8,0.15,0.0
006785,0.8,0.15,0.0
006788,0.3,0.1,
006796,1.2,0.2,0.0
006801,1.2,0.2,0.0
006803,1.2,0.2,
006813,1.2,0.2,
006816,0.5,0.1,0.0
006818,1.5,0.25,0.0
006822,0.6,0.1,0.0
006857,1.2,0.2,0.0
006887,1.2,0.2,0.0
006890,1.2,0.2,0.0
006904,1.2,0.2,0.0
006911,1.5,0.2,0.0
006918,0.6,0.15,
006942,1.5,0.25,0.0
006945,0.6,0.1,0.0
006946,0.3,0.1,
006952,1.0,0.2,
006967,1.2,0.2,0.0
006969,1.2,0.2,0.0
006973,0.6,0.2,0.0
006976,1.2,0.2,0.0
006981,1.2,0.2,0.0
006992,1.2,0.1,
007012,1.2,0.2,0.0
007016,1.2,0.2,
007047,1.2,0.2,0.0
007056,1.2,0.2,
007102,0.5,0.1,0.0
007109,1.2,0.2,0.0
007110,1.2,0.2,0.0
007113,1.2,0.2,0.0
007126,1.2,0.2,0.0
007130,1.2,0.2,
007132,1.2,0.2,0.0
007133,1.2,0.2,0.0
007163,1.2,0.2,0.0
007177,1.2,0.2,0.0
007182,1.2,0.2,0.0
007192,1.2,0.1,0.2
007202,1.2,0.2,0.0
007203,1.2,0.2,0.0
007243,1.2,0.2,0.0
007251,1.0,0.2,0.0
007254,1.0,0.1,0.0
007257,1.5,0.25,0.0
007261,1.2,0.2,0.0
007264,0.6,0.2,0.0
007266,0.8,0.15,0.0
007273,0.6,0.15,
007274,0.8,0.15,
007277,1.2,0.2,
007281,1.5,0.15,
007287,1.2,0.2,0.0
007291,1.2,0.2,
007303,1.2,0.2,0.0
007305,1.2,0.2,0.0
007308,1.2,0.2,
007340,1.2,0.2,0.0
007343,1.2,0.2,
007345,1.2,0.2,
007346,1.2,0.2,0.0
007381,1.2,0.2,0.0
007385,0.4,0.05,
007387,0.6,0.1,0.3
007388,1.2,0.2,0.0
007393,1.2,0.2,0.0
007403,0.3,0.1,
007406,0.3,0.1,
007412,1.2,0.2,0.0
007415,0.6,0.15,0.0
007423,0.6,0.1,0.0
007437,0.3,0.1,0.0
007439,1.2,0.2,0.0
007481,1.2,0.2,0.0
007484,1.2,0.2,0.0
007490,1.2,0.2,0.0
007493,1.2,0.2,0.0
007497,1.2,0.2,
007518,1.2,0.2,0.0
007523,1.2,0.2,0.0
007527,1.2,0.2,0.0
007533,1.2,0.2,0.0
007541,0.5,0.1,
007548,1.2,0.2,
007549,1.2,0.2,0.0
007590,1.2,0.2,0.0
007622,0.6,0.15,0.0
007624,0.6,0.16,0.0
007628,0.8,0.22,0.0
007639,1.2,0.2,
007641,0.3,0.1,0.0
007674,1.2,0.2,0.0
007678,1.5,0.25,0.0
007683,0.6,0.2,0.0
007685,1.2,0.2,0.0
007688,0.9,0.15,0.0
007689,1.2,0.2,0.0
007697,0.65,0.2,0.0
007713,1.2,0.2,0.0
007718,1.2,0.2,0.0
007725,1.2,0.2,0.0
007731,1.2,0.2,0.0
007733,1.2,0.2,0.0
007750,1.2,0.2,0.0
007781,0.4,0.1,0.0
007782,0.5,0.1,0.0
007802,1.2,0.2,0.0
007808,1.2,0.2,
007811,1.2,0.2,0.0
007813,0.5,0.15,0.0
007821,0.3,0.1,0.0
007825,1.2,0.2,0.0
007831,1.2,0.2,0.0
007835,1.2,0.2,
007875,1.2,0.2,0.0
007880,1.2,0.2,0.0
007893,1.2,0.2,0.0
007895,1.2,0.2,
007903,1.2,0.2,0.0
007923,0.8,0.1,0.0
007929,0.7,0.2,
007933,0.6,0.15,0.0
007959,0.8,0.1,0.0
007965,1.2,0.2,0.0
007968,1.2,0.2,0.0
007985,0.3,0.1,0.0
007996,0.3,0.1,0.0
008009,1.2,0.2,0.0
008025,1.0,0.2,0.0
008033,0.6,0.2,0.0
008063,1.2,0.2,0.0
008065,1.2,0.2,0.0
008075,1.2,0.2,0.0
008077,0.6,0.15,0.0
008107,1.2,0.2,
008110,0.8,0.2,0.0
008112,0.5,0.05,0.0
008116,1.2,0.2,0.0
008118,0.6,0.1,
008119,0.6,0.1,0.0
008120,1.2,0.2,0.0
008128,1.2,0.2,0.0
008131,1.2,0.2,
008132,1.2,0.2,
008133,1.2,0.2,
008134,1.2,0.2,0.0
008135,1.2,0.2,
008138,1.2,0.2,0.0
008150,1.2,0.2,
008156,0.15,0.05,0.0
008166,1.2,0.2,0.0
008174,1.2,0.2,0.0
008177,1.2,0.2,
008178,1.2,0.2,0.0
008180,1.2,0.2,0.0
008185,1.2,0.2,0.0
008186,1.2,0.2,0.0
008188,1.2,0.2,
008199,0.3,0.1,0.0
008202,0.4,0.08,0.0
008208,1.2,0.15,
008209,0.6,0.1,0.0
008227,1.2,0.2,0.0
008230,1.5,0.1,
008234,1.2,0.2,0.0
008236,0.2,0.1,0.0
008244,1.2,0.15,0.0
008245,1.2,0.2,0.0
008249,0.45,0.1,0.0
008251,1.2,0.2,0.0
008260,1.2,0.2,0.0
008261,1.2,0.2,0.0
008269,1.2,0.2,0.0
008283,1.2,0.2,0.0
008286,1.2,0.2,
008290,1.2,0.2,
008293,1.2,0.2,
008294,1.2,0.2,0.0
008297,1.2,0.2,
008300,1.2,0.2,0.0
008303,1.2,0.2,0.0
008306,0.6,0.1,0.0
008308,1.2,0.2,
008311,1.2,0.2,0.0
008313,1.2,0.2,0.0
008314,1.2,0.2,0.0
008350,0.15,0.05,0.0
008353,1.2,0.2,0.0
008356,0.6,0.1,
008357,0.8,0.15,0.0
008359,1.2,0.2,0.0
008360,0.3,0.1,
008364,0.15,0.05,0.0
008370,0.8,0.2,
008371,0.8,0.2,
008372,0.8,0.2,
008373,0.8,0.2,0.0
008375,0.8,0.2,0.0
008381,1.2,0.2,0.0
008382,1.2,0.2,0.0
008384,0.6,0.1,0.0
008386,0.3,0.1,
008402,0.6,0.05,0.0
008404,1.0,0.2,0.0
008407,1.0,0.15,0.0
008412,1.2,0.2,0.0
008435,0.3,0.05,0.0
008437,0.6,0.1,0.0
008441,0.6,0.1,0.0
008443,0.6,0.15,0.0
008445,1.2,0.2,
008479,0.6,0.1,
008480,1.2,0.2,0.0
008488,1.2,0.2,
008491,1.2,0.2,0.0
008499,0.6,0.1,0.0
008507,1.2,0.2,
008513,1.0,0.2,0.0
008515,1.2,0.2,0.0
008518,1.5,0.2,0.0
008522,0.3,0.05,
008526,1.2,0.2,0.0
008528,1.2,0.2,0.0
008531,1.2,0.15,0.0
008537,1.2,0.2,0.0
008563,0.6,0.1,0.0
008573,0.3,0.1,
008576,1.2,0.2,0.0
008580,0.3,0.1,0.0
008622,0.2,0.1,0.0
008629,1.0,0.2,0.0
008633,1.2,0.2,0.0
008635,1.2,0.2,0.0
008638,1.2,0.2,0.0
008640,1.2,0.2,0.0
008655,1.2,0.2,0.0
008657,1.2,0.2,0.0
008658,0.15,0.05,
008664,0.6,0.2,0.0
008666,1.0,0.2,0.0
008671,1.2,0.2,0.0
008672,0.6,0.2,0.0
008679,0.15,0.05,0.0
008681,1.2,0.2,
008698,0.3,0.1,0.0
008704,1.2,0.2,0.0
008709,1.5,0.25,0.0
008740,0.5,0.1,0.0
008743,0.65,0.15,0.0
008753,0.9,0.15,
008757,0.3,0.1,0.0
008768,1.5,0.2,0.0
008770,0.7,0.2,
008773,0.8,0.2,
008786,1.2,0.2,0.0
008787,0.15,0.05,0.0
008789,0.15,0.05,0.1
008793,1.2,0.2,0.0
008809,0.8,0.15,0.0
008811,1.2,0.2,
008813,0.15,0.05,0.0
008815,0.3,0.1,0.0
008819,1.2,0.2,
008822,0.15,0.05,0.0
008824,0.3,0.1,
008831,1.2,0.2,0.0
008832,0.15,0.05,
008833,0.8,0.15,0.0
008835,0.8,0.2,0.0
008837,0.6,0.1,
008838,1.0,0.2,0.0
008854,1.2,0.2,0.0
008859,0.3,0.05,
008860,1.2,0.2,0.0
008861,1.2,0.2,0.0
008866,1.2,0.2,0.0
008869,1.0,0.2,0.0
008871,1.2,0.2,0.0
008878,1.0,0.1,
008879,0.15,0.05,
008884,1.5,0.2,0.0
008890,0.5,0.2,
008891,1.2,0.2,0.0
008893,0.4,0.1,0.0
008895,1.0,0.2,0.0
008901,1.2,0.2,0.0
008931,0.9,0.15,
008934,1.2,0.2,0.0
008939,0.3,0.1,0.0
008941,0.5,0.1,0.0
008949,1.2,0.2,0.0
008952,0.5,0.1,0.0
008954,1.2,0.2,0.0
008955,1.2,0.2,
008958,1.2,0.2,
008961,1.2,0.2,
008988,1.2,0.2,0.0
008990,0.7,0.2,
008991,0.6,0.1,0.0
008995,0.3,0.1,0.0
008997,1.2,0.2,0.0
009005,0.8,0.1,0.0
009007,1.2,0.2,
009008,1.2,0.2,0.0
009010,1.2,0.2,
009011,1.2,0.2,
009014,1.2,0.2,
009015,0.8,0.2,0.0
009017,1.2,0.2,0.0
009023,1.2,0.2,0.0
009026,1.2,0.2,0.0
009039,1.5,0.15,0.0
009043,1.2,0.1,
009044,0.3,0.1,
009048,1.0,0.15,
009049,1.2,0.2,0.0
009054,1.0,0.2,0.0
009055,1.2,0.2,0.0
009057,1.2,0.2,0.0
009062,1.2,0.2,0.0
009064,0.8,0.15,0.0
009069,1.2,0.2,0.0
009071,0.7,0.15,0.0
009073,0.6,0.1,0.0
009076,1.2,0.2,
009077,0.6,0.1,0.0
009079,0.3,0.1,0.0
009084,0.3,0.1,
009085,0.8,0.2,
009086,0.8,0.2,
009092,1.2,0.2,0.0
009096,0.6,0.2,0.0
009098,0.8,0.2,
009102,1.2,0.2,0.0
009106,1.2,0.15,0.0
009111,0.7,0.15,0.0
009113,1.0,0.2,
009114,1.2,0.2,0.0
009119,1.2,0.2,0.0
009121,0.7,0.2,0.0
009122,0.3,0.1,0.0
009124,0.6,0.1,0.0
009126,1.2,0.2,0.0
009128,1.2,0.15,0.0
009130,0.8,0.2,0.0
009133,0.5,0.15,0.0
009135,0.7,0.2,0.0
009137,0.8,0.2,
009138,1.2,0.2,0.0
009140,1.5,0.25,0.0
009141,1.2,0.2,0.0
009161,0.6,0.2,
009162,1.2,0.2,0.0
009169,1.2,0.2,0.0
009175,0.15,0.05,0.0
009181,1.2,0.15,0.0
009185,1.2,0.25,
009186,0.4,0.05,0.0
009188,1.2,0.2,
009189,1.2,0.2,0.0
009190,1.2,0.2,
009191,0.3,0.05,0.0
009194,1.0,0.1,0.0
009199,1.2,0.2,
009200,0.8,0.1,
009205,0.6,0.15,0.0
009209,0.6,0.2,
009210,1.2,0.2,0.0
009215,0.6,0.1,0.0
009217,1.2,0.2,0.0
009223,1.2,0.2,0.0
009230,0.6,0.1,0.0
009232,0.4,0.1,0.0
009234,1.2,0.2,0.0
009240,1.2,0.2,
009242,1.2,0.1,0.0
009244,0.8,0.15,0.0
009246,1.2,0.2,0.0
009249,0.6,0.18,0.0
009260,0.9,0.15,0.0
009262,0.15,0.05,
009263,1.2,0.2,0.0
009280,0.15,0.05,0.0
009282,0.3,0.1,0.0
009296,0.7,0.2,0.0
009312,1.2,0.2,0.0
009317,1.2,0.1,0.0
009318,1.2,0.2,0.0
009320,0.15,0.05,0.0
009323,0.3,0.1,
009327,1.0,0.2,0.0
009330,1.2,0.2,0.0
009332,0.8,0.15,0.0
009334,1.2,0.2,0.0
009341,1.2,0.2,
009345,1.2,0.2,0.0
009347,1.2,0.2,0.0
009351,1.0,0.2,0.0
009353,1.2,0.1,0.0
009360,1.2,0.2,0.0
009362,1.2,0.2,0.0
009364,1.2,0.2,0.0
009366,1.2,0.2,0.0
009368,1.2,0.2,0.0
009374,0.15,0.05,0.0
009376,1.2,0.2,
009377,0.8,0.15,0.0
009379,1.2,0.2,0.0
009380,1.2,0.2,0.0
009381,1.2,0.2,0.0
009384,1.2,0.25,0.0
009387,0.6,0.2,0.0
009389,0.3,0.1,0.0
009391,1.2,0.2,0.0
009394,1.2,0.2,
009395,0.8,0.15,0.0
009398,1.2,0.2,0.0
009400,0.8,0.2,0.0
009402,1.2,0.2,0.0
009409,0.8,0.2,0.0
009414,1.2,0.2,0.0
009423,1.0,0.15,0.0
009426,0.8,0.2,0.0
009428,0.8,0.2,0.0
009432,1.2,0.2,0.0
009434,0.3,0.1,0.0
009436,0.8,0.2,
009442,0.9,0.15,
009445,0.15,0.05,0.0
009448,0.8,0.2,0.0
009454,0.8,0.25,0.0
009468,1.2,0.2,0.0
009470,0.8,0.15,0.0
009474,1.2,0.2,
009475,0.8,0.2,
009476,1.2,0.2,0.0
009479,0.45,0.09,0.0
009481,1.0,0.15,0.0
009486,0.6,0.15,0.0
009488,1.2,0.2,0.0
009491,1.2,0.2,0.0
009493,0.8,0.2,0.0
009499,0.7,0.2,0.0
009500,1.0,0.15,0.0
009502,1.2,0.2,0.0
009507,1.2,0.2,0.0
009511,1.2,0.2,0.0
009513,1.5,0.08,0.0
009515,0.7,0.2,0.0
009525,0.7,0.2,0.0
009527,1.2,0.1,
009528,0.15,0.05,
009536,0.6,0.1,0.0
009537,1.2,0.2,0.0
009539,1.2,0.2,0.0
009542,1.2,0.2,0.0
009545,0.5,0.05,0.0
009548,1.2,0.2,0.0
009550,1.2,0.2,0.0
009554,0.15,0.05,0.0
009556,1.2,0.2,
009557,1.2,0.2,0.0
009558,0.8,0.2,0.0
009561,0.3,0.1,
009564,1.2,0.2,0.0
009568,1.2,0.15,0.0
009570,1.2,0.2,0.0
009574,0.7,0.15,0.0
009576,1.2,0.2,
009591,1.2,0.2,0.0
009595,1.2,0.1,
009596,1.2,0.2,0.0
009601,1.2,0.2,0.0
009606,0.8,0.2,0.0
009611,0.75,0.1,0.0
009618,1.2,0.2,0.0
009619,1.2,0.2,0.0
009621,0.6,0.1,0.0
009623,1.2,0.2,0.0
009626,0.8,0.15,
009627,0.4,0.05,0.0
009630,1.2,0.2,0.0
009634,0.4,0.1,0.0
009636,1.2,0.2,0.0
009638,0.3,0.1,0.0
009640,1.2,0.2,0.0
009644,1.2,0.2,0.0
009646,1.2,0.2,0.0
009649,0.6,0.2,0.0
009651,1.2,0.2,0.0
009653,0.8,0.15,0.0
009658,1.2,0.2,0.0
009661,1.2,0.2,0.0
009663,1.2,0.2,0.0
009664,1.2,0.2,0.0
009667,0.6,0.1,0.0
009671,1.0,0.15,0.0
009675,0.4,0.16,0.0
009677,1.5,0.15,0.0
009683,1.2,0.2,0.0
009686,0.6,0.2,0.0
009689,0.6,0.1,0.0
009691,0.6,0.15,0.0
009693,1.2,0.2,
009700,0.8,0.2,0.0
009704,1.2,0.2,0.0
009707,1.2,0.2,0.0
009714,1.2,0.2,
009733,1.2,0.2,0.0
009736,1.0,0.2,0.0
009740,1.2,0.2,0.0
009745,0.15,0.05,0.0
009750,1.2,0.2,0.0
009753,0.5,0.15,0.0
009766,0.3,0.1,0.0
009768,0.8,0.1,0.0
009774,1.2,0.2,
009776,1.2,0.2,0.0
009778,1.2,0.2,0.0
009782,1.2,0.2,0.0
009787,0.6,0.1,
009788,0.15,0.05,
009789,1.2,0.2,0.0
009795,1.2,0.2,
009796,1.0,0.2,0.0
009800,1.2,0.2,0.0
009804,1.2,0.2,0.0
009805,1.2,0.2,0.0
009806,0.6,0.15,0.0
009808,1.2,0.2,
009810,0.6,0.15,0.0
009812,1.0,0.15,0.0
009817,0.4,0.15,0.0
009819,0.6,0.2,
009820,0.6,0.2,0.0
009822,0.6,0.15,0.0
009829,0.8,0.15,0.0
009840,1.2,0.1,0.0
009843,0.7,0.15,
009846,1.2,0.2,0.0
009847,1.2,0.2,0.0
009849,0.8,0.2,0.0
009852,1.2,0.2,0.0
009853,1.2,0.2,0.0
009855,1.2,0.2,0.0
009857,1.2,0.2,0.0
009859,1.2,0.2,0.0
009861,1.2,0.2,0.0
009863,1.2,0.2,0.0
009864,1.2,0.2,0.0
009869,1.2,0.2,0.0
009872,1.2,0.2,0.0
009874,1.2,0.1,0.0
009875,1.0,0.1,0.0
009877,1.2,0.2,0.0
009878,1.2,0.2,0.0
009880,1.2,0.2,
009882,1.2,0.2,0.0
009885,1.2,0.2,0.0
009887,1.2,0.2,0.0
009891,1.2,0.2,0.0
009892,1.2,0.2,0.0
009893,1.2,0.2,0.0
009896,1.2,0.2,0.0
009898,1.2,0.2,0.0
009899,1.2,0.2,0.0
009900,0.3,0.2,0.0
009904,1.0,0.2,0.0
009907,1.2,0.2,0.0
009909,1.2,0.2,0.0
009913,1.2,0.2,0.0
009914,1.2,0.2,0.0
009918,1.2,0.15,0.0
009925,0.6,0.15,0.0
009929,1.2,0.2,0.0
009931,1.2,0.2,0.0
009932,0.4,0.05,0.0
009937,1.0,0.2,0.0
009940,1.2,0.2,0.0
009950,1.2,0.2,
009967,1.2,0.2,
009968,1.2,0.2,0.0
009977,0.8,0.2,0.0
009983,1.2,0.2,0.0
009984,1.2,0.2,
009986,1.2,0.2,0.0
009988,1.2,0.2,0.0
009989,1.2,0.2,
009990,1.2,0.2,0.0
009992,1.2,0.2,0.0
009993,1.2,0.2,
009994,1.2,0.2,0.0
009998,1.2,0.2,
009999,1.2,0.2,
010001,1.5,0.25,0.0
010003,1.2,0.2,0.0
010006,0.6,0.1,0.0
010008,1.2,0.2,0.0
010013,1.2,0.2,0.0
010018,1.0,0.15,0.0
010020,1.2,0.2,
010027,1.2,0.2,
010029,0.45,0.1,0.0
010033,1.2,0.2,0.0
010036,0.6,0.15,0.0
010041,1.2,0.2,0.0
010043,0.6,0.2,0.0
010045,0.8,0.15,
010046,1.0,0.2,0.0
010049,1.2,0.2,0.0
010054,1.2,0.2,0.0
010056,0.6,0.16,0.0
010058,0.4,0.1,0.0
010059,0.9,0.05,
010060,0.6,0.1,0.0
010062,1.2,0.2,0.0
010064,1.2,0.2,0.0
010066,1.0,0.15,0.0
010072,0.8,0.1,0.0
010074,1.0,0.2,0.0
010076,1.2,0.2,0.0
010078,0.8,0.2,0.0
010080,0.9,0.05,
010081,1.0,0.2,0.0
010088,1.2,0.2,0.0
010090,1.2,0.2,0.0
010094,1.2,0.2,
010096,0.4,0.1,0.0
010104,1.2,0.2,0.0
010108,1.2,0.2,0.0
010109,1.2,0.2,0.0
010110,1.2,0.2,0.0
010124,1.2,0.2,0.0
010126,1.2,0.2,0.0
010128,1.2,0.2,0.0
010130,1.2,0.2,0.0
010132,1.2,0.2,0.0
010135,1.2,0.2,0.0
010137,1.2,0.2,0.0
010139,0.3,0.1,0.0
010141,1.2,0.2,0.0
010143,1.2,0.2,
010147,1.2,0.2,
010148,1.2,0.2,0.0
010151,1.2,0.1,0.0
010155,1.2,0.2,0.0
010161,1.2,0.2,0.0
010163,1.2,0.2,0.0
010166,1.2,0.2,
010170,0.6,0.2,0.0
010176,1.2,0.2,0.0
010178,1.2,0.2,0.0
