year,month,report_type,type_name,fund_code,fund_short_name,title,report_send_date,organ_name,upload_info_id
2019,2019-09,FC030010,基金合同终止公告,006391,信达澳银安和纯债,信达澳银安和纯债基金合同终止公告,2019-09-17,信达澳亚,2666
2019,2019-09,FC030010,基金合同终止公告,005484,中欧睿选定期开放灵活配置混合,中欧睿选定期开放灵活配置混合基金基金合同终止及基金财产清算的公告,2019-09-07,中欧,1274
2019,2019-09,FC030010,基金合同终止公告,005183,博时富时中国A股指数,博时富时中国A股指数基金合同终止公告,2019-09-05,博时,655
2019,2019-09,FC030010,基金合同终止公告,001729,银华逆向投资灵活配置定期开放混合发起式,银华逆向投资灵活配置定期开放混合发起式基金合同终止及基金财产清算的公告,2019-09-04,银华,423
2019,2019-10,FC030010,基金合同终止公告,003954,华泰柏瑞价值精选30混合,华泰柏瑞价值精选30混合基金合同终止公告,2019-10-17,华泰柏瑞,7129
2019,2019-10,FC030010,基金合同终止公告,004443,南方荣知定开混合,南方荣知定开混合基金合同终止公告,2019-10-16,南方,6973
2019,2019-11,FC030010,基金合同终止公告,006155,新华家盈双利混合,新华家盈双利混合基金合同终止公告,2019-11-26,新华,23360
2019,2019-11,FC030010,基金合同终止公告,166021,中欧纯债添利分级债券,中欧纯债添利分级债券基金可能触发基金合同终止情形的提示性公告,2019-11-22,中欧,22688
2019,2019-11,FC030010,基金合同终止公告,000202,富国目标收益两年期纯债债券,富国目标收益两年期纯债债券基金合同终止公告,2019-11-22,富国,22747
2019,2019-11,FC030010,基金合同终止公告,003339,华安睿享定开混合,华安睿享定开混合基金合同终止公告,2019-11-19,华安,21934
2019,2019-11,FC030010,基金合同终止公告,000237,国投瑞银岁添利一年债券,国投瑞银岁添利一年债券基金合同终止公告,2019-11-16,国投瑞银,21495
2019,2019-11,FC030010,基金合同终止公告,000237,国投瑞银岁添利一年债券,国投瑞银岁添利一年债券基金合同终止公告,2019-11-13,国投瑞银,20545
2019,2019-11,FC030010,基金合同终止公告,000428,易方达聚盈分级债券发起式,易方达聚盈分级债券发起式基金合同终止及基金财产清算的公告,2019-11-12,易方达,20322
2019,2019-11,FC030010,基金合同终止公告,003622,创金合信优价成长股票,创金合信优价成长股票基金合同终止公告,2019-11-02,创金合信,17770
2019,2019-11,FC030010,基金合同终止公告,006709,工银聚盈混合,工银聚盈混合基金合同终止公告,2019-11-01,工银瑞信,17429
2019,2019-12,FC030010,基金合同终止公告,004065,中融量化多因子混合,中融量化多因子混合基金合同终止公告,2019-12-30,国联,35231
2019,2019-12,FC030010,基金合同终止公告,003085,中融银行间0-1年中高等级信用债指数,中融银行间0-1年中高等级信用债指数基金合同终止公告,2019-12-28,国联,35227
2019,2019-12,FC030010,基金合同终止公告,003079,中融银行间3-5年中高等级信用债指数,中融银行间3-5年中高等级信用债指数基金合同终止公告,2019-12-24,国联,32029
2019,2019-12,FC030010,基金合同终止公告,003477,南方睿见定期开放混合发起,南方睿见定期开放混合发起基金合同终止公告,2019-12-23,南方,31637
2019,2019-12,FC030010,基金合同终止公告,003477,南方睿见定期开放混合发起,南方睿见定期开放混合发起基金合同终止公告,2019-12-19,南方,30165
2019,2019-12,FC030010,基金合同终止公告,003261,安信沪深300增强,安信沪深300增强基金合同终止公告,2019-12-17,安信,29077
2019,2019-12,FC030010,基金合同终止公告,519931,长信上证港股通指数型发起式,长信上证港股通指数型发起式基金合同终止及基金财产清算的公告,2019-12-16,长信,28192
2019,2019-12,FC030010,基金合同终止公告,004443,南方荣知定开混合,南方荣知定开混合基金合同终止公告,2019-12-16,南方,28460
2019,2019-12,FC030010,基金合同终止公告,005499,国投瑞银兴颐多策略混合,国投瑞银兴颐多策略混合基金合同终止公告,2019-12-13,国投瑞银,27578
2019,2019-12,FC030010,基金合同终止公告,166021,中欧纯债添利分级债券,中欧纯债添利分级债券基金合同终止及基金财产清算的公告,2019-12-07,中欧,26389
2019,2019-12,FC030010,基金合同终止公告,166021,中欧纯债添利分级债券,中欧纯债添利分级债券基金可能触发基金合同终止情形的第二次提示性公告,2019-12-03,中欧,25448
2020,2020-01,FC030010,基金合同终止公告,003046,招商信用定开债(QDII),招商信用定开债(QDII)基金合同终止公告,2020-01-24,招商,58375
2020,2020-01,FC030010,基金合同终止公告,005511,中信建投稳福,关于《中信建投稳福定期开放债券型证券投资基金基金合同》终止及基金财产清算结果的公告,2020-01-15,中信建投,45843
2020,2020-02,FC030010,基金合同终止公告,003477,南方睿见定期开放混合发起,南方睿见定期开放混合发起基金合同终止公告,2020-02-27,南方,82648
2020,2020-02,FC030010,基金合同终止公告,007006,融通超短债债券,融通超短债债券基金合同终止公告,2020-02-22,融通,73238
2020,2020-02,FC030010,基金合同终止公告,005807,安信复兴100指数,安信复兴100指数基金合同终止公告,2020-02-06,安信,59443
2020,2020-03,FC030010,基金合同终止公告,006472,海富通聚丰纯债,海富通聚丰纯债基金基金合同终止及基金财产清算的公告,2020-03-27,海富通,130780
2020,2020-03,FC030010,基金合同终止公告,006472,海富通聚丰纯债,海富通聚丰纯债基金触发基金合同终止情形的提示性公告,2020-03-26,海富通,129524
2020,2020-03,FC030010,基金合同终止公告,007626,银华稳裕六个月定期开放债券,银华稳裕六个月定期开放债券型证券投资基金基金合同终止及基金财产清算的公告,2020-03-26,银华,129563
2020,2020-03,FC030010,基金合同终止公告,005298,国开睿富债券,国开泰富基金管理有限责任公司关于国开睿富债券型证券投资基金终止及基金财产清算的公告 ,2020-03-19,京管泰富,113470
2020,2020-03,FC030010,基金合同终止公告,180002,银华增值混合,银华基金管理股份有限公司关于银华增值混合基金基金合同终止及基金财产清算的公告,2020-03-18,银华,112911
2020,2020-03,FC030010,基金合同终止公告,007006,融通超短债债券,融通超短债债券基金合同终止公告,2020-03-14,融通,109926
2020,2020-03,FC030010,基金合同终止公告,005807,安信复兴100指数,安信复兴100指数基金合同终止公告,2020-03-12,安信,104767
2020,2020-03,FC030010,基金合同终止公告,005694,华富恒玖3个月定期开放债券,华富基金管理有限公司关于终止华富恒玖3个月定期开放债券型证券投资基金基金合同及基金财产清算的公告,2020-03-11,华富,102382
2020,2020-03,FC030010,基金合同终止公告,004429,南方文旅休闲灵活配置混合,南方文旅休闲灵活配置混合基金合同终止公告,2020-03-09,南方,97058
2020,2020-03,FC030010,基金合同终止公告,000400,中融增鑫定期开放债券,中融增鑫定期开放债券基金合同终止公告,2020-03-07,国联,97587
2020,2020-03,FC030010,基金合同终止公告,007006,融通超短债债券,融通超短债债券基金合同终止公告,2020-03-07,融通,96871
2020,2020-04,FC030010,基金合同终止公告,007030,银华安享短债债券,银华安享短债债券型证券投资基金基金合同终止及基金财产清算的公告,2020-04-30,银华,204898
2020,2020-04,FC030010,基金合同终止公告,160915,大成景丰债券（LOF）,大成景丰债券（LOF）基金合同终止及基金财产清算的公告,2020-04-30,大成,204877
2020,2020-04,FC030010,基金合同终止公告,003463,泰达宏利亚洲债券(QDII),关于泰达宏利亚洲债券(QDII)基金合同终止及财产清算的公告,2020-04-29,宏利,193473
2020,2020-04,FC030010,基金合同终止公告,163119,申万菱信中证申万新兴健康产业主题投资指数,申万菱信中证申万新兴健康产业主题投资指数基金合同终止公告,2020-04-10,申万菱信,147161
2020,2020-04,FC030010,基金合同终止公告,007248,广发景安纯债,关于广发景安纯债债券型证券投资基金基金合同终止及基金财产清算的公告,2020-04-09,广发,145964
2020,2020-04,FC030010,基金合同终止公告,003362,国联安睿利定开混合,国联安睿利定期开放混合基金合同终止及基金财产清算的公告,2020-04-03,国联安,143145
2020,2020-05,FC030010,基金合同终止公告,005859,南方固胜定期开放混合,关于南方固胜定期开放混合型证券投资基金基金合同终止及剩余财产分配的公告,2020-05-21,南方,247914
2020,2020-05,FC030010,基金合同终止公告,004272,中融量化小盘股票,中融量化小盘股票基金合同终止公告,2020-05-18,国联,238459
2020,2020-06,FC030010,基金合同终止公告,003414,泰达宏利创金混合,关于泰达宏利创金灵活配置混合型证券投资基金基金合同终止及财产清算的公告,2020-06-20,宏利,318924
2020,2020-06,FC030010,基金合同终止公告,004593,广发全指工业ETF联接,关于广发中证全指工业交易型开放式指数证券投资基金发起式联接基金基金合同终止及基金财产清算的公告,2020-06-16,广发,309250
2020,2020-06,FC030010,基金合同终止公告,006356,国融稳融债券,关于国融稳融债券型证券投资基金基金合同终止及基金财产清算的公告,2020-06-13,国融,307002
2020,2020-06,FC030010,基金合同终止公告,002968,新华高端制造灵活配置混合,新华高端制造灵活配置混合型证券投资基金基金合同终止公告,2020-06-06,新华,293986
2020,2020-06,FC030010,基金合同终止公告,005724,交银致远智投混合,交银施罗德基金管理有限公司关于交银施罗德致远量化智投策略定期开放混合型证券投资基金基金合同触发终止情形及进入基金财产清算程序的公告,2020-06-04,交银施罗德,287953
2020,2020-07,FC030010,基金合同终止公告,164819,工银中证环保产业指数分级,关于工银瑞信中证环保产业指数分级证券投资基金基金合同终止及财产清算的公告,2020-07-27,工银瑞信,376064
2020,2020-07,FC030010,基金合同终止公告,006685,农银永安混合,农银汇理永安混合型证券投资基金基金合同终止公告,2020-07-25,农银汇理,375561
2020,2020-07,FC030010,基金合同终止公告,000091,信诚新双盈分级债券,关于《信诚新双盈分级债券型证券投资基金基金合同》终止的公告,2020-07-23,中信保诚,371754
2020,2020-07,FC030010,基金合同终止公告,005899,国投瑞银品牌优势混合,国投瑞银品牌优势灵活配置混合型证券投资基金基金合同终止公告,2020-07-23,国投瑞银,371466
2020,2020-07,FC030010,基金合同终止公告,005899,国投瑞银品牌优势混合,国投瑞银品牌优势灵活配置混合型证券投资基金基金合同终止公告,2020-07-20,国投瑞银,360215
2020,2020-07,FC030010,基金合同终止公告,003546,长城久信债券,关于《长城久信债券型证券投资基金基金合同》终止的公告,2020-07-15,长城,354007
2020,2020-07,FC030010,基金合同终止公告,004649,国开开航混合,国开泰富基金管理有限责任公司关于国开泰富开航灵活配置混合型发起式证券投资基金终止及基金财产清算的公告,2020-07-14,京管泰富,350711
2020,2020-07,FC030010,基金合同终止公告,005899,国投瑞银品牌优势混合,国投瑞银品牌优势灵活配置混合型证券投资基金基金合同终止公告,2020-07-13,国投瑞银,349742
2020,2020-07,FC030010,基金合同终止公告,003104,泰达宏利定宏混合,关于泰达宏利定宏混合型证券投资基金基金合同终止及财产清算的公告,2020-07-10,宏利,348476
2020,2020-08,FC030010,基金合同终止公告,002527,南方安享绝对收益策略定期开放混合发起式,南方安享绝对收益策略定期开放混合型发起式证券投资基金基金合同终止公告,2020-08-29,南方,465486
2020,2020-08,FC030010,基金合同终止公告,004625,南方高元债券发起式,关于南方高元债券型发起式证券投资基金基金合同终止及剩余财产分配公告,2020-08-28,南方,456608
2020,2020-08,FC030010,基金合同终止公告,000738,中信建投货币,关于《中信建投货币市场基金基金合同》终止及基金财产清算结果的公告,2020-08-25,中信建投,447066
2020,2020-08,FC030010,基金合同终止公告,004000,泰达睿选稳健混合,关于泰达宏利睿选稳健灵活配置混合型证券投资基金基金合同终止及财产清算的公告,2020-08-18,宏利,441356
2020,2020-08,FC030010,基金合同终止公告,004577,海富通季季通利理财债券,海富通基金管理有限公司关于海富通季季通利理财债券型证券投资基金基金合同终止及基金财产清算的公告,2020-08-13,海富通,426087
2020,2020-08,FC030010,基金合同终止公告,519131,海富通季季增利 ,海富通基金管理有限公司关于海富通季季增利理财债券型证券投资基金基金合同终止及基金财产清算的公告,2020-08-13,海富通,426089
2020,2020-08,FC030010,基金合同终止公告,001205,建信稳健回报灵活配置混合,关于建信稳健回报灵活配置混合型证券投资基金基金合同终止及基金财产清算的公告,2020-08-07,建信,414460
2020,2020-08,FC030010,基金合同终止公告,000937,华商稳固添利债券,关于华商稳固添利债券型证券投资基金基金合同终止及剩余财产分配的公告,2020-08-06,华商,413403
2020,2020-08,FC030010,基金合同终止公告,001771,南方量化灵活配置混合,关于南方量化灵活配置混合型证券投资基金基金合同终止及剩余财产分配的公告,2020-08-06,南方,414165
2020,2020-09,FC030010,基金合同终止公告,007436,银河久悦债券,银河基金管理有限公司关于银河久悦纯债债券型证券投资基金基金合同终止及基金财产清算的公告,2020-09-18,银河,474276
2020,2020-09,FC030010,基金合同终止公告,005033,银华智能汽车量化股票发起式,银华智能汽车量化优选股票型发起式证券投资基金基金合同终止及基金财产清算的公告,2020-09-16,银华,473878
2020,2020-09,FC030010,基金合同终止公告,159802,广发中证800ETF,关于广发中证800交易型开放式指数证券投资基金基金合同终止及基金财产清算的公告,2020-09-16,广发,473863
2020,2020-09,FC030010,基金合同终止公告,003931,工银丰实三年定开债券,关于工银瑞信丰实三年定期开放债券型证券投资基金基金合同终止及财产清算的公告,2020-09-11,工银瑞信,472822
2020,2020-09,FC030010,基金合同终止公告,007899,大成远见成长混合,关于大成远见成长混合型证券投资基金触发基金合同终止情形及进入基金财产清算程序的公告,2020-09-11,大成,472729
2020,2020-10,FC030010,基金合同终止公告,007399,凯石浩品质经营混合,凯石浩品质经营混合型证券投资基金基金合同终止及基金财产清算的公告,2020-10-31,凯石,495570
2020,2020-10,FC030010,基金合同终止公告,002278,中邮稳健合赢债券,中邮稳健合赢债券型证券投资基金基金合同终止公告,2020-10-28,中邮创业,490109
2020,2020-10,FC030010,基金合同终止公告,002397,中邮增力债券,中邮增力债券型证券投资基金基金合同终止公告,2020-10-28,中邮创业,490111
2020,2020-10,FC030010,基金合同终止公告,006455,人保福睿18个月定期开放债券,人保福睿18个月定期开放债券型证券投资基金基金合同终止公告,2020-10-26,人保资产,486798
2020,2020-10,FC030010,基金合同终止公告,004290,前海开源顺和债券,关于前海开源顺和债券型证券投资基金基金合同终止及基金财产清算的公告,2020-10-23,前海开源,485837
2020,2020-10,FC030010,基金合同终止公告,003731,长安泓泽纯债债券,关于长安泓泽纯债债券型证券投资基金基金合同终止及基金财产清算的公告,2020-10-23,长安,486118
2020,2020-10,FC030010,基金合同终止公告,164821,工银中证新能源指数分级,关于工银瑞信中证新能源指数分级证券投资基金基金合同终止及财产清算的公告,2020-10-16,工银瑞信,481990
2020,2020-10,FC030010,基金合同终止公告,003312,大摩睿成中小盘弹性股票,摩根士丹利华鑫睿成中小盘弹性股票型证券投资基金基金合同终止公告,2020-10-01,摩根士丹利,478674
2020,2020-11,FC030010,基金合同终止公告,007503,上投摩根瑞利纯债债券,关于上投摩根瑞利纯债债券型证券投资基金触发基金合同终止情形及基金财产清算的公告,2020-11-27,摩根,505486
2020,2020-11,FC030010,基金合同终止公告,000437,融通通启一年定开债券,关于融通通启一年定期开放债券型证券投资基金基金合同终止及基金财产清算的公告,2020-11-27,融通,505817
2020,2020-11,FC030010,基金合同终止公告,005061,农银永益定开混合,农银汇理永益定期开放混合型证券投资基金基金合同终止公告,2020-11-26,农银汇理,505301
2020,2020-11,FC030010,基金合同终止公告,160121,南方金砖四国指数（QDII）,关于南方金砖四国指数证券投资基金基金合同终止及剩余财产分配的公告,2020-11-19,南方,502595
2020,2020-11,FC030010,基金合同终止公告,000360,信诚年年有余定期开放债券,关于《信诚年年有余定期开放债券型证券投资基金基金合同》终止的公告,2020-11-13,中信保诚,499544
2020,2020-11,FC030010,基金合同终止公告,005835,招商稳祯定期开放混合,招商基金管理有限公司关于招商稳祯定期开放混合型证券投资基金基金合同终止及基金财产清算的公告,2020-11-11,招商,499093
2020,2020-11,FC030010,基金合同终止公告,005239,银华文体娱乐量化股票发起式,银华文体娱乐量化优选股票型发起式证券投资基金基金合同终止及基金财产清算的公告,2020-11-10,银华,498783
2020,2020-11,FC030010,基金合同终止公告,008073,招商中债-1-3年高等级央企主题债券指数,招商基金管理有限公司关于招商中债-1-3年高等级央企主题债券指数证券投资基金基金合同终止及基金财产清算的公告,2020-11-07,招商,498439
2020,2020-11,FC030010,基金合同终止公告,164820,工银中证高铁产业指数分级,关于工银瑞信中证高铁产业指数分级证券投资基金基金合同终止及财产清算的公告,2020-11-03,工银瑞信,496353
2020,2020-11,FC030010,基金合同终止公告,005084,平安量化先锋混合,平安基金管理有限公司关于平安量化先锋混合型发起式证券投资基金基金合同终止及财产清算的公告,2020-11-02,平安,495835
2020,2020-12,FC030010,基金合同终止公告,007087,财通景利债券,关于财通景利纯债债券型证券投资基金基金合同终止及剩余财产分配的公告,2020-12-30,财通,519938
2020,2020-12,FC030010,基金合同终止公告,001738,大摩新趋势混合,关于摩根士丹利华鑫新趋势灵活配置混合型证券投资基金基金合同终止及基金财产清算的公告,2020-12-29,摩根士丹利,519705
2020,2020-12,FC030010,基金合同终止公告,004741,农银区间策略混合,农银汇理区间策略基金合同终止及基金财产清算的公告,2020-12-25,农银汇理,518182
2020,2020-12,FC030010,基金合同终止公告,006820,凯石源混合,凯石源混合型证券投资基金基金合同终止及基金财产清算的公告,2020-12-25,凯石,517847
2020,2020-12,FC030010,基金合同终止公告,003224,鹏华兴润定期开放混合,鹏华兴润定期开放灵活配置混合型证券投资基金基金合同终止公告,2020-12-19,鹏华,515196
2020,2020-12,FC030010,基金合同终止公告,070035,嘉实理财宝7天债券,关于嘉实理财宝7天债券型证券投资基金基金财产清算及基金合同终止的公告,2020-12-19,嘉实,515067
2020,2020-12,FC030010,基金合同终止公告,007087,财通景利债券,关于财通景利纯债债券型证券投资基金基金合同终止及基金财产清算的公告,2020-12-18,财通,514479
2020,2020-12,FC030010,基金合同终止公告,003150,中欧睿诚定期开放混合,中欧睿诚定期开放混合型证券投资基金基金合同终止及基金财产清算的公告基金合同终止及基金财产清算的公告,2020-12-16,中欧,513653
2020,2020-12,FC030010,基金合同终止公告,002596,华商回报1号混合,关于华商回报1号混合型证券投资基金基金合同终止及剩余财产分配的公告,2020-12-16,华商,513228
2020,2020-12,FC030010,基金合同终止公告,008458,招商安锦债券,招商基金管理有限公司关于招商安锦债券型证券投资基金基金合同终止及基金财产清算的公告,2020-12-08,招商,510414
2020,2020-12,FC030010,基金合同终止公告,005279,华泰紫金红利低波指数发起,华泰紫金中证红利低波动指数型发起式证券投资基金基金合同终止及基金财产清算的公告,2020-12-02,华泰资管,507687
2021,2021-01,FC030010,基金合同终止公告,003351,招商稳荣定开灵活混合,招商基金管理有限公司关于招商稳荣定期开放灵活配置混合型证券投资基金基金合同终止及基金财产清算的公告,2021-01-30,招商,537060
2021,2021-01,FC030010,基金合同终止公告,000798,民生加银季度理财,民生加银家盈季度定期宝理财债券型证券投资基金基金合同终止公告,2021-01-29,民生加银,536538
2021,2021-01,FC030010,基金合同终止公告,512850,中信建投北京50ETF,关于《中信建投中证北京50交易型开放式指数证券投资基金基金合同》终止及基金财产清算结果的公告,2021-01-28,中信建投,535746
2021,2021-01,FC030010,基金合同终止公告,519128,浦银安盛月月盈定期支付债券,浦银安盛月月盈定期支付债券型证券投资基金基金合同终止及基金财产清算的公告,2021-01-28,浦银基金,536167
2021,2021-01,FC030010,基金合同终止公告,008410,长盛价值发现,关于长盛价值发现股票型证券投资基金基金合同终止及基金财产清算的公告,2021-01-21,长盛,528204
2021,2021-01,FC030010,基金合同终止公告,003367,鹏华兴合定期开放混合,鹏华兴合定期开放灵活配置混合型证券投资基金基金合同终止公告,2021-01-16,鹏华,525634
2021,2021-01,FC030010,基金合同终止公告,003852,金鹰添享纯债债券,金鹰添享纯债债券型证券投资基金基金合同终止公告,2021-01-15,金鹰,525119
2021,2021-01,FC030010,基金合同终止公告,001348,大摩新机遇混合,摩根士丹利华鑫新机遇灵活配置混合型证券投资基金基金合同终止公告,2021-01-13,摩根士丹利,524622
2021,2021-01,FC030010,基金合同终止公告,003342,工银国债纯债债券,工银瑞信国债纯债债券型证券投资基金基金合同终止公告,2021-01-13,工银瑞信,524638
2021,2021-01,FC030010,基金合同终止公告,007607,人保添利9个月定开,人保添利9个月定期开放债券型证券投资基金基金合同终止公告,2021-01-12,人保资产,524075
2021,2021-01,FC030010,基金合同终止公告,003033,南方荣冠定期开放混合,关于南方荣冠定期开放混合型证券投资基金基金合同终止及剩余财产分配的公告,2021-01-12,南方,524222
2021,2021-01,FC030010,基金合同终止公告,006139,中信建投稳瑞,关于《中信建投稳瑞定期开放债券型证券投资基金基金合同》终止及基金财产清算结果的公告,2021-01-04,中信建投,521977
2021,2021-02,FC030010,基金合同终止公告,002655,南方卓享绝对收益策略定期开放混合发起式,关于南方卓享绝对收益策略定期开放混合型发起式证券投资基金基金合同终止及剩余财产分配的公告,2021-02-25,南方,542038
2021,2021-02,FC030010,基金合同终止公告,000632,中银聚利半年定期开放债券,关于中银聚利半年定期开放债券型证券投资基金基金合同终止及基金财产清算的公告,2021-02-24,中银,541556
2021,2021-02,FC030010,基金合同终止公告,005447,银华智荟分红收益灵活配置混合发起式,银华智荟分红收益灵活配置混合型发起式证券投资基金基金合同终止及基金财产清算的公告,2021-02-14,银华,540286
2021,2021-02,FC030010,基金合同终止公告,512300,南方中证500医药卫生ETF,关于中证500医药卫生指数交易型开放式指数证券投资基金基金合同终止及剩余财产分配的公告,2021-02-08,南方,539119
2021,2021-02,FC030010,基金合同终止公告,005567,创金合信MSCI中国A股国际指数,关于创金合信MSCI中国A股国际指数发起式证券投资基金基金合同终止及基金财产清算的公告,2021-02-08,创金合信,539003
2021,2021-02,FC030010,基金合同终止公告,160130,南方永利1年定期开放债券（LOF）,关于南方永利1年定期开放债券型证券投资基金（LOF）基金合同终止及剩余财产分配的公告,2021-02-05,南方,538608
2021,2021-02,FC030010,基金合同终止公告,001920,景顺长城景颐宏利债券,关于景顺长城景颐宏利债券型证券投资基金基金合同终止及基金财产清算的公告,2021-02-04,景顺长城,538026
2021,2021-02,FC030010,基金合同终止公告,007003,泰康安业政金债债券,关于泰康安业政策性金融债债券型证券投资基金基金合同终止及基金财产清算的公告,2021-02-04,泰康资产,537986
2021,2021-03,FC030010,基金合同终止公告,050028,博时安心收益定开债,关于《博时安心收益定期开放债券型证券投资基金基金合同》终止的公告,2021-03-31,博时,559647
2021,2021-03,FC030010,基金合同终止公告,005007,景顺长城景瑞睿利回报混合,关于景顺长城景瑞睿利回报混合型证券投资基金基金合同终止及基金财产清算的公告,2021-03-30,景顺长城,554724
2021,2021-03,FC030010,基金合同终止公告,005007,景顺长城景瑞睿利回报混合,景顺长城基金管理有限公司关于景顺长城景瑞睿利回报混合型证券投资基金基金合同终止的风险提示公告,2021-03-30,景顺长城,554725
2021,2021-03,FC030010,基金合同终止公告,007757,国投瑞银顺业纯债债券,关于国投瑞银顺业纯债债券型证券投资基金基金财产清算及基金合同终止的公告,2021-03-30,国投瑞银,555516
2021,2021-03,FC030010,基金合同终止公告,007757,国投瑞银顺业纯债债券,关于国投瑞银顺业纯债债券型证券投资基金可能触发基金合同终止情形的第二次提示性公告,2021-03-25,国投瑞银,549605
2021,2021-03,FC030010,基金合同终止公告,008309,长城泰丰债券,长城泰丰纯债债券型证券投资基金基金合同终止与财产清算的公告,2021-03-25,长城,549634
2021,2021-03,FC030010,基金合同终止公告,008100,广发湾创100ETF联接,关于广发粤港澳大湾区创新100交易型开放式指数证券投资基金联接基金基金合同终止及基金财产清算的公告,2021-03-24,广发,549236
2021,2021-03,FC030010,基金合同终止公告,002725,中欧强瑞多策略债券,中欧强瑞多策略定期开放债券型证券投资基金基金合同终止及基金财产清算的公告,2021-03-23,中欧,549080
2021,2021-03,FC030010,基金合同终止公告,004283,中欧达安混合,中欧达安一年定期开放混合型证券投资基金合同终止及基金财产清算的公告,2021-03-18,中欧,547750
2021,2021-03,FC030010,基金合同终止公告,005769,南方共享经济灵活配置混合,关于南方共享经济灵活配置混合型证券投资基金基金合同终止及基金剩余财产分配公告,2021-03-18,南方,547778
2021,2021-03,FC030010,基金合同终止公告,512310,南方中证500工业ETF,关于中证500工业指数交易型开放式指数证券投资基金基金合同终止及剩余财产分配的公告,2021-03-18,南方,547779
2021,2021-03,FC030010,基金合同终止公告,512340,南方中证500原材料ETF,关于中证500原材料指数交易型开放式指数证券投资基金基金合同终止及剩余财产分配的公告,2021-03-18,南方,547780
2021,2021-03,FC030010,基金合同终止公告,007757,国投瑞银顺业纯债债券,关于国投瑞银顺业纯债债券型证券投资基金可能触发基金合同终止情形的第一次提示性公告,2021-03-18,国投瑞银,547594
2021,2021-03,FC030010,基金合同终止公告,008007,安信睿享纯债债券,关于《安信睿享纯债债券型证券投资基金基金合同》终止的公告,2021-03-17,安信,547221
2021,2021-03,FC030010,基金合同终止公告,006103,凯石淳行业精选混合,凯石淳行业精选混合型证券投资基金基金合同终止公告,2021-03-17,凯石,547353
2021,2021-03,FC030010,基金合同终止公告,000316,中海瑞利六个月定开债,中海基金管理有限公司关于中海瑞利六个月定期开放债券型证券投资基金基金合同终止及基金财产清算的公告,2021-03-16,中海,546947
2021,2021-03,FC030010,基金合同终止公告,003691,农银金泰定开债券,农银汇理金泰一年定期开放债券型证券投资基金基金合同终止公告,2021-03-04,农银汇理,543849
2021,2021-03,FC030010,基金合同终止公告,006362,凯石涵行业精选混合,凯石涵行业精选混合型证券投资基金基金合同终止公告,2021-03-02,凯石,543076
2021,2021-04,FC030010,基金合同终止公告,007476,中银惠兴多利债券,中银基金管理有限公司关于中银惠兴多利债券型证券投资基金基金合同终止及基金财产清算的公告,2021-04-30,中银,579235
2021,2021-04,FC030010,基金合同终止公告,007421,中金衡盈,关于中金衡盈混合型证券投资基金基金合同终止及基金财产清算的公告,2021-04-29,中金,578705
2021,2021-04,FC030010,基金合同终止公告,006722,天弘穗利一年定开,天弘基金管理有限公司关于《天弘穗利一年定期开放债券型证券投资基金基金合同》终止的公告,2021-04-29,天弘,578763
2021,2021-04,FC030010,基金合同终止公告,008309,长城泰丰债券,关于《长城泰丰纯债债券型证券投资基金基金合同》终止的公告,2021-04-28,长城,577873
2021,2021-04,FC030010,基金合同终止公告,005757,长江汇聚量化多因子,关于长江汇聚量化多因子灵活配置混合型发起式证券投资基金基金合同终止及基金财产清算的公告,2021-04-27,长江资管,577390
2021,2021-04,FC030010,基金合同终止公告,001663,中银互联网+股票,中银基金管理有限公司关于中银互联网+股票型证券投资基金基金合同终止及基金财产清算的公告,2021-04-24,中银,576813
2021,2021-04,FC030010,基金合同终止公告,003099,长盛盛景纯债,关于长盛盛景纯债债券型证券投资基金基金合同终止及基金财产清算的公告,2021-04-23,长盛,576242
2021,2021-04,FC030010,基金合同终止公告,007614,德邦民裕进取量化精锐股票,德邦民裕进取量化精锐股票型证券投资基金基金合同终止及基金财产清算的公告,2021-04-21,德邦,570902
2021,2021-04,FC030010,基金合同终止公告,005803,广发中证京津冀ETF联接,关于广发中证京津冀协同发展主题交易型开放式指数证券投资基金发起式联接基金基金合同终止及基金财产清算的公告,2021-04-20,广发,567720
2021,2021-04,FC030010,基金合同终止公告,008005,景顺长城中债3-5年政策性金融债指数,景顺长城基金管理有限公司关于景顺长城中债3-5年政策性金融债指数证券投资基金基金合同终止的第二次风险提示公告,2021-04-17,景顺长城,566803
2021,2021-04,FC030010,基金合同终止公告,008005,景顺长城中债3-5年政策性金融债指数,关于景顺长城中债3-5年政策性金融债指数证券投资基金基金合同终止及基金财产清算的公告,2021-04-16,景顺长城,566517
2021,2021-04,FC030010,基金合同终止公告,501055,财通福佑定开混合发起,关于财通多策略福佑定期开放灵活配置混合型发起式证券投资基金基金合同终止及基金财产清算的公告,2021-04-12,财通,565189
2021,2021-04,FC030010,基金合同终止公告,004085,工银国债(7-10年)指数,工银瑞信中债-国债(7-10年)总指数证券投资基金基金合同终止公告,2021-04-03,工银瑞信,563664
2021,2021-04,FC030010,基金合同终止公告,002948,华安聚利18个月定开债,关于华安聚利18个月定期开放债券型证券投资基金触发基金合同终止情形的公告,2021-04-01,华安,562457
2021,2021-05,FC030010,基金合同终止公告,002191,农银物联网混合,农银汇理物联网主题灵活配置混合型证券投资基金基金合同终止公告,2021-05-29,农银汇理,586985
