date,nav,日增长率,nav_acc
2015-04-15,1.0,0.0,1.0
2015-04-17,0.999,0.0,0.999
2015-04-24,1.0,0.0,1.0
2015-04-30,1.001,0.0,1.001
2015-05-08,0.991,0.0,0.991
2015-05-15,1.014,0.0,1.014
2015-05-22,1.067,0.0,1.067
2015-05-29,1.063,0.0,1.063
2015-06-05,1.096,0.0,1.096
2015-06-12,1.101,0.0,1.101
2015-06-19,0.997,0.0,0.997
2015-06-26,0.95,0.0,0.95
2015-06-30,0.941,0.0,0.941
2015-07-01,0.921,-2.1254,0.921
2015-07-02,0.901,-2.1716,0.901
2015-07-03,0.879,-2.4417,0.879
2015-07-06,0.855,-2.7304,0.855
2015-07-07,0.834,-2.4561,0.834
2015-07-08,0.794,-4.7962,0.794
2015-07-09,0.823,3.6524,0.823
2015-07-10,0.848,3.0377,0.848
2015-07-13,0.878,3.5377,0.878
2015-07-14,0.882,0.4556,0.882
2015-07-15,0.845,-4.195,0.845
2015-07-16,0.856,1.3018,0.856
2015-07-17,0.889,3.8551,0.889
2015-07-20,0.898,1.0124,0.898
2015-07-21,0.91,1.3363,0.91
2015-07-22,0.911,0.1099,0.911
2015-07-23,0.93,2.0856,0.93
2015-07-24,0.917,-1.3978,0.917
2015-07-27,0.861,-6.1069,0.861
2015-07-28,0.85,-1.2776,0.85
2015-07-29,0.874,2.8235,0.874
2015-07-30,0.855,-2.1739,0.855
2015-07-31,0.851,-0.4678,0.851
2015-08-03,0.834,-1.9976,0.834
2015-08-04,0.863,3.4772,0.863
2015-08-05,0.855,-0.927,0.855
2015-08-06,0.855,0.0,0.855
2015-08-07,0.873,2.1053,0.873
2015-08-10,0.904,3.551,0.904
2015-08-11,0.904,0.0,0.904
2015-08-12,0.887,-1.8805,0.887
2015-08-13,0.9,1.4656,0.9
2015-08-14,0.902,0.2222,0.902
2015-08-17,0.902,0.0,0.902
2015-08-18,0.856,-5.0998,0.856
2015-08-19,0.866,1.1682,0.866
2015-08-20,0.843,-2.6559,0.843
2015-08-21,0.804,-4.6263,0.804
2015-08-24,0.747,-7.0896,0.747
2015-08-25,0.715,-4.2838,0.715
2015-08-26,0.707,-1.1189,0.707
2015-08-27,0.739,4.5262,0.739
2015-08-28,0.766,3.6536,0.766
2015-08-31,0.753,-1.6971,0.753
2015-09-01,0.725,-3.7185,0.725
2015-09-02,0.72,-0.6897,0.72
2015-09-07,0.72,0.0,0.72
2015-09-08,0.748,3.8889,0.748
2015-09-09,0.769,2.8075,0.769
2015-09-10,0.759,-1.3004,0.759
2015-09-11,0.761,0.2635,0.761
2015-09-14,0.729,-4.205,0.729
2015-09-15,0.711,-2.4691,0.711
2015-09-16,0.748,5.2039,0.748
2015-09-17,0.745,-0.4011,0.745
2015-09-18,0.756,1.4765,0.756
2015-09-21,0.773,2.2487,0.773
2015-09-22,0.774,0.1294,0.774
2015-09-23,0.769,-0.646,0.769
2015-09-24,0.772,0.3901,0.772
2015-09-25,0.755,-2.2021,0.755
2015-09-28,0.77,1.9868,0.77
2015-09-29,0.76,-1.2987,0.76
2015-09-30,0.763,0.3947,0.763
2015-10-08,0.795,4.194,0.795
2015-10-09,0.801,0.7547,0.801
2015-10-12,0.822,2.6217,0.822
2015-10-13,0.823,0.1217,0.823
2015-10-14,0.813,-1.2151,0.813
2015-10-15,0.837,2.952,0.837
2015-10-16,0.844,0.8363,0.844
2015-10-19,0.84,-0.4739,0.84
2015-10-20,0.851,1.3095,0.851
2015-10-21,0.814,-4.3478,0.814
2015-10-22,0.831,2.0885,0.831
2015-10-23,0.845,1.6847,0.845
2015-10-26,0.854,1.0651,0.854
2015-10-27,0.857,0.3513,0.857
2015-10-28,0.844,-1.5169,0.844
2015-10-29,0.849,0.5924,0.849
2015-10-30,0.849,0.0,0.849
2015-11-02,0.837,-1.4134,0.837
