date,nav,日增长率,nav_acc
2024-11-26,1.0,0.0,1.0
2024-11-29,1.0013,0.0,1.0013
2024-12-06,1.0052,0.0,1.0052
2024-12-13,1.0067,0.0,1.0067
2024-12-20,1.0071,0.0,1.0071
2024-12-27,1.0146,0.0,1.0146
2024-12-31,0.9988,0.0,0.9988
2025-01-03,0.9657,0.0,0.9657
2025-01-10,0.973,0.0,0.973
2025-01-17,0.9998,0.0,0.9998
2025-01-24,1.013,0.0,1.013
2025-01-27,1.0081,-0.48,1.0081
2025-02-07,1.027,0.0,1.027
2025-02-14,1.0292,0.0,1.0292
2025-02-21,1.0434,0.0,1.0434
2025-02-24,1.0359,-0.72,1.0359
2025-02-25,1.0262,-0.94,1.0262
2025-02-26,1.038,1.15,1.038
2025-02-27,1.0374,-0.06,1.0374
2025-02-28,1.0147,-2.19,1.0147
2025-03-03,1.0249,1.01,1.0249
2025-03-04,1.0256,0.07,1.0256
2025-03-05,1.0319,0.61,1.0319
2025-03-06,1.0432,1.1,1.0432
2025-03-07,1.0388,-0.42,1.0388
2025-03-10,1.0466,0.75,1.0466
2025-03-11,1.0485,0.18,1.0485
2025-03-12,1.0444,-0.39,1.0444
2025-03-13,1.0399,-0.43,1.0399
2025-03-14,1.06,1.93,1.06
2025-03-17,1.0595,-0.05,1.0595
2025-03-18,1.0693,0.92,1.0693
2025-03-19,1.0672,-0.2,1.0672
2025-03-20,1.0623,-0.46,1.0623
2025-03-21,1.0461,-1.52,1.0461
2025-03-24,1.0538,0.74,1.0538
2025-03-25,1.0517,-0.2,1.0517
2025-03-26,1.0501,-0.15,1.0501
2025-03-27,1.0531,0.29,1.0531
2025-03-28,1.048,-0.48,1.048
2025-03-31,1.0469,-0.1,1.0469
2025-04-01,1.0514,0.43,1.0514
2025-04-02,1.054,0.25,1.054
2025-04-03,1.0358,-1.73,1.0358
2025-04-07,0.9536,-7.94,0.9536
2025-04-08,0.9574,0.4,0.9574
2025-04-09,0.9676,1.07,0.9676
2025-04-10,0.9939,2.72,0.9939
2025-04-11,1.004,1.02,1.004
2025-04-14,1.0147,1.07,1.0147
2025-04-15,1.0178,0.31,1.0178
2025-04-16,1.0085,-0.91,1.0085
2025-04-17,1.0069,-0.16,1.0069
2025-04-18,1.0134,0.65,1.0134
2025-04-21,1.033,1.93,1.033
2025-04-22,1.0302,-0.27,1.0302
2025-04-23,1.0415,1.1,1.0415
2025-04-24,1.0366,-0.47,1.0366
