date,nav,日增长率,nav_acc
2024-04-17,1.0,0.0,1.0
2024-04-19,0.9999,0.0,0.9999
2024-04-26,0.9996,0.0,0.9996
2024-04-30,1.0035,0.0,1.0035
2024-05-10,1.0252,0.0,1.0252
2024-05-16,1.0193,0.0,1.0193
2024-05-17,1.0203,0.1,1.0203
2024-05-20,1.0263,0.59,1.0263
2024-05-21,1.0205,-0.57,1.0205
2024-05-22,1.0162,-0.42,1.0162
2024-05-23,1.0103,-0.58,1.0103
2024-05-24,1.0099,-0.04,1.0099
2024-05-27,1.0164,0.64,1.0164
2024-05-28,1.0101,-0.62,1.0101
2024-05-29,1.011,0.09,1.011
2024-05-30,1.0058,-0.51,1.0058
2024-05-31,1.0038,-0.2,1.0038
2024-06-03,1.0031,-0.07,1.0031
2024-06-04,1.0072,0.41,1.0072
2024-06-05,0.9994,-0.77,0.9994
2024-06-06,0.9967,-0.27,0.9967
2024-06-07,0.9978,0.11,0.9978
2024-06-11,0.9934,-0.44,0.9934
2024-06-12,0.9975,0.41,0.9975
2024-06-13,0.9891,-0.84,0.9891
2024-06-14,0.989,-0.01,0.989
2024-06-17,0.9866,-0.24,0.9866
2024-06-18,0.9891,0.25,0.9891
2024-06-19,0.9847,-0.44,0.9847
2024-06-20,0.9802,-0.46,0.9802
2024-06-21,0.9817,0.15,0.9817
2024-06-24,0.9702,-1.17,0.9702
2024-06-25,0.9719,0.18,0.9719
2024-06-26,0.9724,0.05,0.9724
2024-06-27,0.9637,-0.89,0.9637
2024-06-28,0.9684,0.49,0.9684
2024-06-30,0.9684,0.0,0.9684
2024-07-01,0.9779,0.98,0.9779
2024-07-02,0.9662,-1.2,0.9662
2024-07-03,0.9559,-1.07,0.9559
2024-07-04,0.9532,-0.28,0.9532
2024-07-05,0.9565,0.35,0.9565
2024-07-08,0.9508,-0.6,0.9508
2024-07-09,0.9518,0.11,0.9518
2024-07-10,0.9492,-0.27,0.9492
2024-07-11,0.9562,0.74,0.9562
2024-07-12,0.9532,-0.31,0.9532
2024-07-15,0.9564,0.34,0.9564
2024-07-16,0.9504,-0.63,0.9504
2024-07-17,0.9417,-0.92,0.9417
2024-07-18,0.9483,0.7,0.9483
2024-07-19,0.9468,-0.16,0.9468
