date,nav,日增长率,nav_acc
2018-02-08,1.0,0.0,1.0
2018-02-09,1.0,0.0,1.0
2018-02-14,1.002,0.0,1.002
2018-02-23,1.006,0.0,1.006
2018-03-02,1.001,0.0,1.001
2018-03-09,1.006,0.0,1.006
2018-03-16,1.005,0.0,1.005
2018-03-23,0.988,0.0,0.988
2018-03-30,1.002,0.0,1.002
2018-04-04,1.001,0.0,1.001
2018-04-13,0.999,0.0,0.999
2018-04-20,0.993,0.0,0.993
2018-04-27,0.994,0.0,0.994
2018-05-04,1.001,0.0,1.001
2018-05-07,1.004,0.2997,1.004
2018-05-08,1.003,-0.0996,1.003
2018-05-09,1.002,-0.0997,1.002
2018-05-10,1.003,0.0998,1.003
2018-05-11,1.002,-0.0997,1.002
2018-05-14,1.003,0.0998,1.003
2018-05-15,1.007,0.3988,1.007
2018-05-16,1.003,-0.3972,1.003
2018-05-17,1.001,-0.1994,1.001
2018-05-18,1.007,0.5994,1.007
2018-05-21,1.011,0.3972,1.011
2018-05-22,1.011,0.0,1.011
2018-05-23,1.002,-0.8902,1.002
2018-05-24,0.999,-0.2994,0.999
2018-05-25,0.996,-0.3003,0.996
2018-05-28,0.995,-0.1004,0.995
2018-05-29,0.992,-0.3015,0.992
2018-05-30,0.982,-1.0081,0.982
2018-05-31,0.99,0.8147,0.99
2018-06-01,0.986,-0.404,0.986
2018-06-04,0.984,-0.2028,0.984
2018-06-05,0.998,1.4228,0.998
2018-06-06,0.997,-0.1002,0.997
2018-06-07,0.996,-0.1003,0.996
2018-06-08,0.99,-0.6024,0.99
2018-06-11,0.988,-0.202,0.988
2018-06-12,0.994,0.6073,0.994
2018-06-13,0.984,-1.006,0.984
2018-06-14,0.978,-0.6098,0.978
2018-06-15,0.972,-0.6135,0.972
2018-06-19,0.935,-3.8066,0.935
2018-06-20,0.937,0.2139,0.937
2018-06-21,0.92,-1.8143,0.92
2018-06-22,0.93,1.087,0.93
2018-06-25,0.918,-1.2903,0.918
2018-06-26,0.924,0.6536,0.924
2018-06-27,0.906,-1.9481,0.906
2018-06-28,0.895,-1.2141,0.895
2018-06-29,0.931,4.0223,0.931
2018-06-30,0.931,0.0,0.931
2018-07-02,0.912,-2.0408,0.912
2018-07-03,0.922,1.0965,0.922
2018-07-04,0.907,-1.6269,0.907
2018-07-05,0.886,-2.3153,0.886
2018-07-06,0.886,0.0,0.886
2018-07-09,0.919,3.7246,0.919
2018-07-10,0.929,1.0881,0.929
2018-07-11,0.914,-1.6146,0.914
2018-07-12,0.942,3.0635,0.942
2018-07-13,0.941,-0.1062,0.941
2018-07-16,0.936,-0.5313,0.936
2018-07-17,0.931,-0.5342,0.931
2018-07-18,0.918,-1.3963,0.918
2018-07-19,0.919,0.1089,0.919
2018-07-20,0.935,1.741,0.935
2018-07-23,0.943,0.8556,0.943
2018-07-24,0.95,0.7423,0.95
2018-07-25,0.951,0.1053,0.951
2018-07-26,0.935,-1.6824,0.935
2018-07-27,0.925,-1.0695,0.925
2018-07-30,0.914,-1.1892,0.914
2018-07-31,0.915,0.1094,0.915
2018-08-01,0.897,-1.9672,0.897
2018-08-02,0.879,-2.0067,0.879
2018-08-03,0.86,-2.1615,0.86
2018-08-06,0.848,-1.3953,0.848
2018-08-07,0.872,2.8302,0.872
2018-08-08,0.855,-1.9495,0.855
2018-08-09,0.879,2.807,0.879
2018-08-10,0.886,0.7964,0.886
2018-08-13,0.888,0.2257,0.888
2018-08-14,0.879,-1.0135,0.879
2018-08-15,0.861,-2.0478,0.861
2018-08-16,0.854,-0.813,0.854
2018-08-17,0.839,-1.7564,0.839
2018-08-20,0.845,0.7151,0.845
2018-08-21,0.857,1.4201,0.857
2018-08-22,0.849,-0.9335,0.849
2018-08-23,0.858,1.0601,0.858
2018-08-24,0.859,0.1166,0.859
2018-08-27,0.886,3.1432,0.886
2018-08-28,0.884,-0.2257,0.884
2018-08-29,0.878,-0.6787,0.878
2018-08-30,0.862,-1.8223,0.862
2018-08-31,0.856,-0.6961,0.856
2018-09-03,0.861,0.5841,0.861
2018-09-04,0.87,1.0453,0.87
2018-09-05,0.856,-1.6092,0.856
2018-09-06,0.85,-0.7009,0.85
2018-09-07,0.849,-0.1176,0.849
2018-09-10,0.831,-2.1201,0.831
2018-09-11,0.829,-0.2407,0.829
2018-09-12,0.824,-0.6031,0.824
2018-09-13,0.832,0.9709,0.832
