date,nav,日增长率,nav_acc
2024-04-30,1.0,0.0,1.0
2024-05-10,0.9967,0.0,0.9967
2024-05-17,0.9959,0.0,0.9959
2024-05-20,0.9958,-0.01,0.9958
2024-05-21,0.995,-0.08,0.995
2024-05-22,0.9955,0.05,0.9955
2024-05-23,0.9943,-0.12,0.9943
2024-05-24,0.9915,-0.28,0.9915
2024-05-27,0.996,0.45,0.996
2024-05-28,0.9958,-0.02,0.9958
2024-05-29,0.9943,-0.15,0.9943
2024-05-30,0.9954,0.11,0.9954
2024-05-31,0.9953,-0.01,0.9953
2024-06-03,0.9971,0.18,0.9971
2024-06-04,0.9978,0.07,0.9978
2024-06-05,0.9981,0.03,0.9981
2024-06-06,0.9974,-0.07,0.9974
2024-06-07,0.9963,-0.11,0.9963
2024-06-11,1.0012,0.49,1.0012
2024-06-12,1.0004,-0.08,1.0004
2024-06-13,1.0013,0.09,1.0013
2024-06-14,1.0007,-0.06,1.0007
2024-06-17,1.0029,0.22,1.0029
2024-06-18,1.0039,0.1,1.0039
2024-06-19,1.0026,-0.13,1.0026
2024-06-20,1.0042,0.16,1.0042
2024-06-21,1.0038,-0.04,1.0038
2024-06-24,0.9987,-0.51,0.9987
2024-06-25,0.9928,-0.59,0.9928
2024-06-26,0.9985,0.57,0.9985
2024-06-27,0.9957,-0.28,0.9957
2024-06-28,0.9971,0.14,0.9971
2024-06-30,0.9971,0.0,0.9971
2024-07-01,0.9959,-0.12,0.9959
2024-07-02,0.9949,-0.1,0.9949
2024-07-03,1.0003,0.54,1.0003
2024-07-04,0.995,-0.53,0.995
2024-07-05,0.9947,-0.03,0.9947
2024-07-08,0.9924,-0.23,0.9924
2024-07-09,1.0029,1.06,1.0029
2024-07-10,1.0009,-0.2,1.0009
2024-07-11,1.0022,0.13,1.0022
2024-07-12,1.0029,0.07,1.0029
2024-07-15,1.0063,0.34,1.0063
2024-07-16,1.0255,1.91,1.0255
2024-07-17,1.0185,-0.68,1.0185
2024-07-18,1.029,1.03,1.029
2024-07-19,1.0301,0.11,1.0301
2024-07-22,1.0283,-0.17,1.0283
2024-07-23,1.007,-2.07,1.007
2024-07-24,1.0019,-0.51,1.0019
2024-07-25,0.998,-0.39,0.998
2024-07-26,1.0035,0.55,1.0035
2024-07-29,1.0031,-0.04,1.0031
2024-07-30,1.0071,0.4,1.0071
2024-07-31,1.0243,1.71,1.0243
