date,nav,日增长率,nav_acc
2024-09-19,1.0,0.0,1.0
2024-09-20,0.9999,-0.01,0.9999
2024-09-27,0.9995,0.0,0.9995
2024-09-30,0.9996,0.01,0.9996
2024-10-08,0.9995,-0.01,0.9995
2024-10-09,0.9971,-0.24,0.9971
2024-10-10,0.9987,0.16,0.9987
2024-10-11,0.9974,-0.13,0.9974
2024-10-14,1.0031,0.57,1.0031
2024-10-15,0.9979,-0.52,0.9979
2024-10-16,0.9991,0.12,0.9991
2024-10-17,0.9958,-0.33,0.9958
2024-10-18,1.0011,0.53,1.0011
2024-10-21,1.005,0.39,1.005
2024-10-22,1.0052,0.02,1.0052
2024-10-23,1.0054,0.02,1.0054
2024-10-24,1.0021,-0.33,1.0021
2024-10-25,1.0023,0.02,1.0023
2024-10-28,1.0031,0.08,1.0031
2024-10-29,0.9995,-0.36,0.9995
2024-10-30,0.9987,-0.08,0.9987
2024-10-31,0.9927,-0.6,0.9927
2024-11-01,0.9979,0.52,0.9979
2024-11-04,0.9982,0.03,0.9982
2024-11-05,1.0086,1.04,1.0086
2024-11-06,1.004,-0.46,1.004
2024-11-07,1.0124,0.84,1.0124
2024-11-08,1.0097,-0.27,1.0097
2024-11-11,1.0,-0.96,1.0
2024-11-12,0.9849,-1.51,0.9849
2024-11-13,0.9903,0.55,0.9903
2024-11-14,0.9676,-2.29,0.9676
2024-11-15,0.9648,-0.29,0.9648
2024-11-18,0.95,-1.53,0.95
2024-11-19,0.9645,1.53,0.9645
2024-11-20,0.9733,0.91,0.9733
2024-11-21,0.9761,0.29,0.9761
2024-11-22,0.9444,-3.25,0.9444
2024-11-25,0.941,-0.36,0.941
2024-11-26,0.933,-0.85,0.933
2024-11-27,0.95,1.82,0.95
2024-11-28,0.9416,-0.88,0.9416
2024-11-29,0.9535,1.26,0.9535
2024-12-02,0.9592,0.6,0.9592
2024-12-03,0.9582,-0.1,0.9582
2024-12-04,0.9584,0.02,0.9584
2024-12-05,0.9572,-0.13,0.9572
2024-12-06,0.9696,1.3,0.9696
2024-12-09,0.9723,0.28,0.9723
2024-12-10,0.9825,1.05,0.9825
2024-12-11,0.9954,1.31,0.9954
2024-12-12,0.9976,0.22,0.9976
2024-12-13,0.9758,-2.19,0.9758
2024-12-16,0.9606,-1.56,0.9606
2024-12-17,0.9494,-1.17,0.9494
2024-12-18,0.9458,-0.38,0.9458
2024-12-19,0.9422,-0.38,0.9422
2024-12-20,0.9345,-0.82,0.9345
2024-12-23,0.9261,-0.9,0.9261
2024-12-24,0.94,1.5,0.94
2024-12-25,0.9296,-1.11,0.9296
2024-12-26,0.933,0.37,0.933
2024-12-27,0.9296,-0.36,0.9296
2024-12-30,0.9327,0.33,0.9327
2024-12-31,0.9176,-1.62,0.9176
2025-01-02,0.9034,-1.55,0.9034
2025-01-03,0.9061,0.3,0.9061
2025-01-06,0.9085,0.26,0.9085
2025-01-07,0.9205,1.32,0.9205
2025-01-08,0.9131,-0.8,0.9131
2025-01-09,0.9122,-0.1,0.9122
2025-01-10,0.9085,-0.41,0.9085
2025-01-13,0.9171,0.95,0.9171
2025-01-14,0.9371,2.18,0.9371
2025-01-15,0.9265,-1.13,0.9265
2025-01-16,0.9469,2.2,0.9469
2025-01-17,0.9535,0.7,0.9535
2025-01-20,0.9492,-0.45,0.9492
2025-01-21,0.948,-0.13,0.948
2025-01-22,0.9394,-0.91,0.9394
2025-01-23,0.9323,-0.76,0.9323
2025-01-24,0.9402,0.85,0.9402
2025-01-27,0.9387,-0.16,0.9387
2025-02-05,0.9284,-1.1,0.9284
2025-02-06,0.9412,1.38,0.9412
2025-02-07,0.9528,1.23,0.9528
2025-02-10,0.9578,0.52,0.9578
2025-02-11,0.9596,0.19,0.9596
2025-02-12,0.9498,-1.02,0.9498
2025-02-13,0.943,-0.72,0.943
2025-02-14,0.9553,1.3,0.9553
2025-02-17,0.9415,-1.44,0.9415
2025-02-18,0.9305,-1.17,0.9305
2025-02-19,0.9411,1.14,0.9411
2025-02-20,0.9434,0.24,0.9434
2025-02-21,0.9446,0.13,0.9446
2025-02-24,0.9449,0.03,0.9449
2025-02-25,0.9322,-1.34,0.9322
2025-02-26,0.9428,1.14,0.9428
2025-02-27,0.9457,0.31,0.9457
2025-02-28,0.9273,-1.95,0.9273
2025-03-03,0.941,1.48,0.941
2025-03-04,0.948,0.74,0.948
2025-03-05,0.9621,1.49,0.9621
2025-03-06,0.9826,2.13,0.9826
2025-03-07,0.9925,1.01,0.9925
2025-03-10,1.001,0.86,1.001
2025-03-11,0.9995,-0.15,0.9995
2025-03-12,1.0038,0.43,1.0038
2025-03-13,1.0052,0.14,1.0052
2025-03-14,1.0154,1.01,1.0154
2025-03-17,1.0085,-0.68,1.0085
2025-03-18,1.0236,1.5,1.0236
2025-03-19,1.0235,-0.01,1.0235
2025-03-20,1.023,-0.05,1.023
2025-03-21,0.9977,-2.47,0.9977
2025-03-24,1.0161,1.84,1.0161
2025-03-25,1.0161,0.0,1.0161
2025-03-26,1.0115,-0.45,1.0115
2025-03-27,1.0052,-0.62,1.0052
2025-03-28,0.9998,-0.54,0.9998
2025-03-31,0.9879,-1.19,0.9879
2025-04-01,0.9949,0.71,0.9949
2025-04-02,0.9857,-0.92,0.9857
2025-04-03,0.9617,-2.43,0.9617
2025-04-07,0.8694,-9.6,0.8694
2025-04-08,0.8601,-1.07,0.8601
2025-04-09,0.8618,0.2,0.8618
2025-04-10,0.8863,2.84,0.8863
2025-04-11,0.8902,0.44,0.8902
2025-04-14,0.8986,0.94,0.8986
2025-04-15,0.8935,-0.57,0.8935
2025-04-16,0.888,-0.62,0.888
2025-04-17,0.8911,0.35,0.8911
