rank,fund_code,fund_name,score,age_months,age_group,coverage,as_of
1,005844,东方人工智能主题混合A,1.357544693453538,99.3,full,1.0,2026-09-15
2,013840,银华集成电路混合A,1.2972697808366913,57.2,full,1.0,2026-09-15
3,011369,华商均衡成长混合A,1.2201411479713622,65.2,full,1.0,2026-09-15
4,001184,易方达新常态混合A,0.9899793264554841,136.5,full,1.0,2026-09-15
5,001170,宏利复兴混合A,0.9490442446859111,136.8,full,1.0,2026-09-15
6,630001,华商领先企业混合,0.9473613502285969,232.0,full,1.0,2026-09-15
7,001741,广发百发大数据精选混合A,0.9464740756485719,132.0,full,1.0,2026-09-15
8,007639,汇添富竞争优势灵活配置混合,0.9108986881843113,84.4,full,1.0,2026-09-15
9,011891,易方达先锋成长混合A,0.8832589296624775,59.7,full,1.0,2026-09-15
10,162201,宏利成长混合,0.8776902095569104,280.7,full,1.0,2026-09-15
11,002125,广发新兴成长混合A,0.8480299071500423,108.0,full,1.0,2026-09-15
12,006976,鹏华核心优势混合A,0.8307007937817743,89.4,full,1.0,2026-09-15
13,001753,红土创新新兴产业混合A,0.8294336338667305,131.7,full,1.0,2026-09-15
14,016500,华夏半导体龙头混合发起A,0.8275888174256238,47.9,full,1.0,2026-09-15
15,010415,华泰柏瑞质量精选混合A,0.8173253136138954,65.5,full,1.0,2026-09-15
16,501026,财通多策略福享混合(LOF)A,0.813419006906263,119.9,full,1.0,2026-09-15
17,010335,华宝竞争优势混合A,0.7851432786438624,69.2,full,1.0,2026-09-15
18,000390,华商优势行业混合A,0.7810745470387739,153.1,full,1.0,2026-09-15
19,016370,信澳业绩驱动混合A,0.769566211130583,48.7,full,1.0,2026-09-15
20,005875,易方达中盘成长混合,0.7462623641190054,98.4,full,1.0,2026-09-15
21,001154,华银平安中国主题灵活配置,0.7453798460044925,136.4,full,1.0,2026-09-15
22,018776,金信精选成长混合A,0.7252731303650015,36.0,full,1.0,2026-09-15
23,000742,国泰新经济灵活配置混合A,0.7202270716632013,144.0,full,1.0,2026-09-15
24,007872,金信稳健策略混合A,0.7149085559105333,81.1,full,1.0,2026-09-15
25,010912,国泰成长价值混合A,0.7062908826056125,65.8,full,1.0,2026-09-15
26,001060,前海开源高端装备制造混合A,0.7008237360724787,137.7,full,1.0,2026-09-15
27,017102,大摩数字经济混合A,0.7003374013344257,42.5,full,1.0,2026-09-15
28,009855,中加新兴成长混合A,0.6899091188339059,71.9,full,1.0,2026-09-15
29,009993,嘉实前沿创新混合,0.6845951518665254,72.0,full,1.0,2026-09-15
30,009085,银华丰享一年持有期混合,0.6752270989122606,76.5,full,1.0,2026-09-15
31,519158,新华趋势领航混合,0.6717757858880555,156.1,full,1.0,2026-09-15
32,010363,信澳匠心臻选两年持有期混合,0.6458125940824462,70.5,full,1.0,2026-09-15
33,000805,中银新经济灵活配置混合A,0.6455413857116263,143.5,full,1.0,2026-09-15
34,012456,鹏扬数字经济先锋混合A,0.6257299230372233,60.3,full,1.0,2026-09-15
35,501200,民生加银科技创新混合(LOF),0.6154582552234937,76.0,full,1.0,2026-09-15
36,009049,易方达高端制造混合发起式A,0.6114504471808209,78.0,full,1.0,2026-09-15
37,011899,长安鑫瑞科技6个月定开混合A,0.609124977790658,63.4,full,1.0,2026-09-15
38,013238,财通均衡优选一年持有混合A,0.6017794347750915,57.7,full,1.0,2026-09-15
39,001470,融通通鑫灵活配置混合A,0.5948114079023954,135.0,full,1.0,2026-09-15
40,001607,英大策略优选A,0.5939558032387995,129.4,full,1.0,2026-09-15
41,006025,诺安优化配置混合A,0.5885306440101379,95.8,full,1.0,2026-09-15
42,015967,永赢半导体产业智选混合发起A,0.5793415890657683,47.8,full,1.0,2026-09-15
43,017876,汇添富新能源精选混合发起式A,0.5718817528368776,42.0,full,1.0,2026-09-15
44,570008,诺德周期策略混合,0.568641689909656,173.8,full,1.0,2026-09-15
45,501079,大成科创主题混合(LOF)A,0.5659765556693879,85.9,full,1.0,2026-09-15
46,740001,长安宏观策略混合A,0.5573063099556457,174.2,full,1.0,2026-09-15
47,014007,华安制造升级一年持有混合A,0.5572379858480918,56.9,full,1.0,2026-09-15
48,010371,大成成长进取混合A,0.5467403464110365,69.5,full,1.0,2026-09-15
49,010020,华夏线上经济主题精选混合,0.5459915716785446,72.6,full,1.0,2026-09-15
50,011665,汇添富数字经济引领发展三年持有混合A,0.5352838643248272,61.9,full,1.0,2026-09-15
51,959991,兴证资管金麒麟领先优势一年持有期混合A,0.5302121193731282,76.1,full,1.0,2026-09-15
52,001412,德邦鑫星价值灵活配置混合A,0.5288606671401048,134.9,full,1.0,2026-09-15
53,013085,申万菱信乐同混合A,0.5157010286651824,60.3,full,1.0,2026-09-15
54,018000,鹏华芯片产业混合发起式A,0.5148012192879483,39.7,full,1.0,2026-09-15
55,016623,银华卓信成长精选混合A,0.5143743350477537,46.4,full,1.0,2026-09-15
56,018325,国泰海通创新成长混合发起A,0.5121711252526073,40.0,full,1.0,2026-09-15
57,002272,新华科技创新主题灵活配置混合A,0.5113099747137222,125.8,full,1.0,2026-09-15
58,001387,国联新经济混合A,0.5076631922152264,129.9,full,1.0,2026-09-15
59,015229,华夏低碳经济一年持有混合A,0.5032123213706559,50.6,full,1.0,2026-09-15
60,010198,易方达竞争优势企业混合A,0.5008784950571743,67.8,full,1.0,2026-09-15
61,050022,博时回报混合,0.49079016291758326,178.2,full,1.0,2026-09-15
62,001239,长盛国企改革混合,0.4902355244893155,135.4,full,1.0,2026-09-15
63,610006,信澳产业升级混合A,0.48274877300010344,183.1,full,1.0,2026-09-15
64,014189,南方专精特新混合A,0.4820094700762154,56.3,full,1.0,2026-09-15
65,501015,财通多策略升级混合(LOF)A,0.47787630058973907,126.2,full,1.0,2026-09-15
66,008635,华安科技创新混合A,0.46917231417074867,78.3,full,1.0,2026-09-15
67,001018,易方达新经济混合,0.4689831725288236,139.1,full,1.0,2026-09-15
68,018019,南方核心科技一年持有混合A,0.4644457049653421,38.2,full,1.0,2026-09-15
69,160215,国泰价值经典混合(LOF),0.4611311421259021,193.1,full,1.0,2026-09-15
70,013147,汇添富碳中和主题混合A,0.4597366284703326,60.0,full,1.0,2026-09-15
71,008082,国寿安保研究精选混合A,0.4420443389816151,80.5,full,1.0,2026-09-15
72,009217,博时荣丰回报灵活配置混合A,0.4389851859362499,76.3,full,1.0,2026-09-15
73,012082,博时数字经济混合A,0.4374650252466481,62.9,full,1.0,2026-09-15
74,008507,交银内核驱动混合,0.43366542079293136,80.1,full,1.0,2026-09-15
75,018876,兴合先进制造混合发起式A,0.4297159302094631,37.3,full,1.0,2026-09-15
76,002152,华宝核心优势混合A,0.4266019898058593,127.8,full,1.0,2026-09-15
77,014036,博时成长回报混合A,0.4265106662421141,57.4,full,1.0,2026-09-15
78,001816,汇添富新睿精选混合A,0.4258580676940751,116.8,full,1.0,2026-09-15
79,017794,交银启盛混合A,0.4243575421485657,41.6,full,1.0,2026-09-15
80,018790,华泰柏瑞均衡成长混合A,0.42190840110800076,36.8,full,1.0,2026-09-15
81,009023,鹏华稳健回报混合A,0.41976578074610815,77.6,full,1.0,2026-09-15
82,005967,鹏华创新驱动混合A,0.4193108391763538,99.3,full,1.0,2026-09-15
83,012846,恒越蓝筹精选混合,0.41416039288699547,60.9,full,1.0,2026-09-15
84,009715,汇添富策略增长灵活配置混合,0.41301678094500005,73.7,full,1.0,2026-09-15
85,009644,东方阿尔法优势产业混合A,0.4081114558558998,74.6,full,1.0,2026-09-15
86,008633,万家科技创新混合A,0.40542776282230797,80.3,full,1.0,2026-09-15
87,009929,南方创新驱动混合A,0.40431027040297796,72.6,full,1.0,2026-09-15
88,012200,新华鑫科技3个月滚动持有灵活配置混合A,0.40423143484588486,63.7,full,1.0,2026-09-15
89,000522,华润元大信息传媒科技混合A,0.4035598853994178,149.5,full,1.0,2026-09-15
90,009892,富国成长策略混合A,0.4033395658768213,73.1,full,1.0,2026-09-15
91,519185,万家精选混合A,0.40285109886838155,207.9,full,1.0,2026-09-15
92,015527,弘毅远方汽车产业升级混合A,0.4011671094763767,45.0,full,1.0,2026-09-15
93,005914,景顺长城智能生活混合A,0.40034605067425866,91.5,full,1.0,2026-09-15
94,001279,中海积极增利混合,0.3999530688296009,135.9,full,1.0,2026-09-15
95,001822,华商智能生活灵活配置混合A,0.39872719363726516,130.1,full,1.0,2026-09-15
96,360016,光大保德信行业轮动混合A,0.3971548665965865,175.0,full,1.0,2026-09-15
97,009913,中信保诚成长动力混合A,0.39664213967759787,72.2,full,1.0,2026-09-15
98,015096,东财数字经济混合A,0.3922627005249324,54.5,full,1.0,2026-09-15
99,004833,先锋聚利混合A,0.39130542427634096,100.2,full,1.0,2026-09-15
100,007340,南方科技创新混合A,0.38892498018599575,88.3,full,1.0,2026-09-15
101,011500,九泰量化新兴产业,0.3836402584892469,64.6,full,1.0,2026-09-15
102,519091,新华泛资源优势混合,0.38288934662273366,206.1,full,1.0,2026-09-15
103,100039,富国通胀通缩主题轮动混合A,0.3824764745574798,196.1,full,1.0,2026-09-15
104,160605,鹏华中国50混合,0.3795245494776951,268.1,full,1.0,2026-09-15
105,002292,诺安益鑫灵活配置混合A,0.37876094571147667,127.8,full,1.0,2026-09-15
106,007346,易方达科技创新混合A,0.3783979696070523,88.6,full,1.0,2026-09-15
107,320007,诺安成长混合A,0.3768082299856368,210.2,full,1.0,2026-09-15
108,009511,信澳研究优选混合A,0.3764875170358748,74.8,full,1.0,2026-09-15
109,014254,信澳智远三年持有期混合A,0.37534094162907694,55.7,full,1.0,2026-09-15
110,010155,长盛核心成长混合A,0.37470379626671857,71.7,full,1.0,2026-09-15
111,006128,银河和美生活混合A,0.3725134713476277,93.8,full,1.0,2026-09-15
112,009394,银华同力精选混合,0.3633748319538108,75.0,full,1.0,2026-09-15
113,008251,汇安宜创量化精选混合A,0.3612446017141435,80.7,full,1.0,2026-09-15
114,580009,东吴多策略混合A,0.36090434265945714,163.5,full,1.0,2026-09-15
115,008980,中邮科技创新精选混合A,0.3569191688273421,78.6,full,1.0,2026-09-15
116,100022,富国天瑞强势混合A,0.34902736417200386,257.3,full,1.0,2026-09-15
117,005041,人保研究精选混合A,0.346306171713912,103.4,full,1.0,2026-09-15
118,320005,诺安价值增长混合A,0.3459691306086987,237.8,full,1.0,2026-09-15
119,000061,华夏盛世混合,0.3455996337971359,201.1,full,1.0,2026-09-15
120,014401,富国核心趋势混合A,0.34544982057661966,40.0,full,1.0,2026-09-15
121,001106,华商健康生活混合,0.34369450895432396,138.0,full,1.0,2026-09-15
122,167002,平安鼎越混合(LOF)A,0.3432933583055975,119.8,full,1.0,2026-09-15
123,009234,鹏华优质企业混合A,0.34264896692875246,75.1,full,1.0,2026-09-15
124,007353,工银科技创新混合,0.342313704536505,88.3,full,1.0,2026-09-15
125,003131,国寿安保强国智造混合,0.3407959081183869,119.6,full,1.0,2026-09-15
126,506001,万家科创板2年定开混合,0.34000565794102244,73.4,full,1.0,2026-09-15
127,014807,宏利景气智选18个月持有混合A,0.33892185805769137,53.6,full,1.0,2026-09-15
128,001479,中邮风格轮动灵活配置混合,0.3352467160839865,127.6,full,1.0,2026-09-15
129,013674,长城价值甄选一年持有混合A,0.3316895617075897,53.3,full,1.0,2026-09-15
130,000263,工银信息产业混合A,0.33135467856453693,154.1,full,1.0,2026-09-15
131,001538,摩根科技前沿混合A,0.330031196977814,134.2,full,1.0,2026-09-15
132,673010,西部利得新动向混合A,0.3284230252123228,180.9,full,1.0,2026-09-15
133,050010,博时特许价值混合A,0.3263380542962919,219.6,full,1.0,2026-09-15
134,001088,华宝国策导向混合A,0.3255776807118802,136.3,full,1.0,2026-09-15
135,010755,博道睿见一年持有期混合,0.3249061961182278,69.2,full,1.0,2026-09-15
136,240005,华宝多策略增长A,0.32386008711897385,268.2,full,1.0,2026-09-15
137,004183,富国产业升级混合A,0.3231704816224017,111.2,full,1.0,2026-09-15
138,519005,海富通股票混合,0.3222871738325246,253.6,full,1.0,2026-09-15
139,001210,天弘互联网混合A,0.3180705003480966,135.6,full,1.0,2026-09-15
140,005977,中信保诚至兴混合A,0.3178664493057153,98.6,full,1.0,2026-09-15
141,007113,永赢高端制造混合A,0.31570858913755173,82.5,full,1.0,2026-09-15
142,007497,中庚价值灵动灵活配置混合,0.3135048257855748,86.0,full,1.0,2026-09-15
143,010427,兴银策略智选混合A,0.30790389747252966,70.1,full,1.0,2026-09-15
144,010114,华宝新兴成长混合A,0.30531468464784006,71.7,full,1.0,2026-09-15
145,007355,汇添富科技创新混合A,0.30497068768281177,88.3,full,1.0,2026-09-15
146,004641,万家量化睿选混合A,0.2987636792931079,109.4,full,1.0,2026-09-15
147,165528,中信保诚鼎利混合(LOF)A,0.2980387372433788,123.7,full,1.0,2026-09-15
148,015547,华商核心成长一年持有混合A,0.29527121288354574,44.6,full,1.0,2026-09-15
149,012221,瑞达行业轮动混合A,0.2923300560482198,63.2,full,1.0,2026-09-15
150,040008,华安策略优选混合A,0.2921616917855221,228.9,full,1.0,2026-09-15
151,005343,长安裕盛灵活配置混合A,0.2911467346590002,105.5,full,1.0,2026-09-15
152,001951,金鹰改革红利混合,0.2908413474565037,129.4,full,1.0,2026-09-15
153,005910,广发龙头优选混合A,0.2908382883628611,97.2,full,1.0,2026-09-15
154,019006,蜂巢先进制造混合发起式A,0.29005684050090674,37.0,full,1.0,2026-09-15
155,000574,宝盈新价值混合A,0.28976314180387,149.2,full,1.0,2026-09-15
156,400001,东方龙混合,0.2895021973913636,261.7,full,1.0,2026-09-15
157,006864,国联安核心资产策略混合,0.28801430221321467,69.9,full,1.0,2026-09-15
158,012188,华安优势龙头混合A,0.2855642409436092,58.0,full,1.0,2026-09-15
159,001667,南方转型增长混合A,0.28279510987881484,120.9,full,1.0,2026-09-15
160,015079,永赢成长远航一年持有混合A,0.2825767598977751,53.3,full,1.0,2026-09-15
161,005001,交银持续成长主题混合A,0.2810060141874491,104.1,full,1.0,2026-09-15
162,010305,华夏创新驱动混合A,0.28004691268863446,70.6,full,1.0,2026-09-15
163,005094,万家臻选混合A,0.27664331944323384,104.8,full,1.0,2026-09-15
164,010864,泓德卓远混合A,0.27620465690409124,68.8,full,1.0,2026-09-15
165,006430,凯石澜龙头经济一年持有混合,0.27565014436008806,93.3,full,1.0,2026-09-15
166,011284,中信保诚龙腾精选混合,0.27545229795131454,65.5,full,1.0,2026-09-15
167,008065,汇添富中盘积极成长混合A,0.2704489154094962,78.1,full,1.0,2026-09-15
168,260112,景顺长城能源基建混合A,0.2697845097708482,202.8,full,1.0,2026-09-15
169,010792,华安成长先锋混合A,0.2691036929757238,66.7,full,1.0,2026-09-15
170,257020,国联安精选混合,0.26809428150135295,248.6,full,1.0,2026-09-15
171,011828,平安睿享成长混合A,0.2646469209994149,61.3,full,1.0,2026-09-15
172,002810,金信转型创新成长混合发起式A,0.2646025069340976,123.2,full,1.0,2026-09-15
173,008381,前海开源新兴产业混合A,0.2643236224851504,77.1,full,1.0,2026-09-15
174,002863,金信深圳成长混合A,0.2627060792644764,116.8,full,1.0,2026-09-15
175,001216,易方达新收益混合A,0.26234535183496765,137.0,full,1.0,2026-09-15
176,012528,广发鑫睿一年持有期混合A,0.26078165795425967,58.2,full,1.0,2026-09-15
177,013145,浙商汇金先进制造混合,0.2607534951401269,60.9,full,1.0,2026-09-15
178,690001,民生加银品牌蓝筹混合A,0.2601020890273684,209.6,full,1.0,2026-09-15
179,080002,长盛创新先锋混合A,0.25962032511604916,219.4,full,1.0,2026-09-15
180,006769,长城研究精选混合A,0.2581223415859597,85.1,full,1.0,2026-09-15
181,003292,嘉实优势成长混合A,0.2570907040778232,117.5,full,1.0,2026-09-15
182,000209,中信保诚新兴产业混合A,0.2549544193582225,158.0,full,1.0,2026-09-15
183,700004,平安灵活配置混合A,0.2524177531869858,168.1,full,1.0,2026-09-15
184,000652,博时裕隆灵活配置混合A,0.2509276368220146,146.4,full,1.0,2026-09-15
185,009488,中邮价值精选混合A,0.25078175688622606,74.7,full,1.0,2026-09-15
186,014783,招商远见成长混合A,0.2502888800680616,48.8,full,1.0,2026-09-15
187,270028,广发制造业精选混合A,0.250106041733964,179.8,full,1.0,2026-09-15
188,010088,工银优质成长混合A,0.24998986292758252,69.7,full,1.0,2026-09-15
189,014562,易方达品质动能三年持有混合A,0.24731951606477987,50.3,full,1.0,2026-09-15
190,000011,华夏大盘精选混合A,0.24712557712342642,265.1,full,1.0,2026-09-15
191,013269,交银瑞和三年持有期混合,0.2466250238026002,54.5,full,1.0,2026-09-15
192,000925,汇添富外延增长股票A,0.24632804805962683,141.2,full,1.0,2026-09-15
193,410009,华富量子生命力混合A,0.24629380093593323,185.5,full,1.0,2026-09-15
194,003624,创金合信资源股票发起式A,0.2458885987693582,118.4,full,1.0,2026-09-15
195,630011,华商主题精选混合,0.24538158643396857,171.5,full,1.0,2026-09-15
196,016856,银河景气行业混合A,0.24507554301939538,45.5,full,1.0,2026-09-15
197,375010,摩根中国优势混合A,0.24354474265966797,264.0,full,1.0,2026-09-15
198,519195,万家品质生活混合A,0.24294056932583596,133.3,full,1.0,2026-09-15
199,210008,金鹰策略配置混合,0.24292576979269875,180.5,full,1.0,2026-09-15
200,630010,华商价值精选混合,0.24246234617980855,183.5,full,1.0,2026-09-15
201,009931,淳厚欣享一年持有期混合A,0.24235481999526498,72.0,full,1.0,2026-09-15
202,008671,银华科技创新混合A,0.24216347807219307,80.0,full,1.0,2026-09-15
203,015842,国投瑞银专精特新量化选股混合A,0.2420482705438065,45.3,full,1.0,2026-09-15
204,519957,长信睿进混合A,0.24164161837626796,134.3,full,1.0,2026-09-15
205,001069,华泰柏瑞消费成长混合,0.23973588528144263,135.9,full,1.0,2026-09-15
206,017801,汇添富战略精选中小盘市值3年持有混合发起A,0.2390925456182984,41.8,full,1.0,2026-09-15
207,501099,平安新兴产业混合(LOF),0.2384315883680399,77.2,full,1.0,2026-09-15
208,002669,华商万众创新混合A,0.2384282165175975,122.6,full,1.0,2026-09-15
209,501097,国寿安保科技创新混合(LOF),0.23815378445202984,77.7,full,1.0,2026-09-15
210,010264,鹏华成长智选混合A,0.23783278864321233,70.9,full,1.0,2026-09-15
211,004205,东方支柱产业灵活配置混合,0.23635324660663737,111.7,full,1.0,2026-09-15
212,005774,华夏产业升级混合A,0.23568935716758155,96.7,full,1.0,2026-09-15
213,002145,诺安景鑫灵活配置混合,0.23537539955390696,129.2,full,1.0,2026-09-15
214,010967,博道嘉丰混合A,0.23428536599615835,67.4,full,1.0,2026-09-15
215,013755,中银证券内需增长混合A,0.23320584748697581,58.2,full,1.0,2026-09-15
216,011170,宝盈智慧生活混合A,0.23277082539883898,64.9,full,1.0,2026-09-15
217,002030,中信保诚新选混合B,0.23218354048624157,130.0,full,1.0,2026-09-15
218,002160,南方驱动混合,0.23214853762998144,125.8,full,1.0,2026-09-15
219,004958,圆信永丰优享生活,0.2282711074031829,108.5,full,1.0,2026-09-15
220,519110,浦银价值成长混合A,0.22657136936659716,221.0,full,1.0,2026-09-15
221,002252,融通成长30灵活配置混合A,0.22600397759630764,129.1,full,1.0,2026-09-15
222,001366,金鹰产业整合混合A,0.22577885271375364,135.0,full,1.0,2026-09-15
223,260115,景顺长城中小盘混合A,0.2247816139660621,185.8,full,1.0,2026-09-15
224,000594,大摩进取优选股票,0.22405635274865987,147.6,full,1.0,2026-09-15
225,519679,银河主题混合A,0.22368584199040953,167.8,full,1.0,2026-09-15
226,009008,平安科技创新混合A,0.22290938746467215,78.3,full,1.0,2026-09-15
227,004616,中欧电子信息产业沪港深股票A,0.22225718752530943,110.3,full,1.0,2026-09-15
228,519029,华夏稳增混合,0.2211892961962203,239.5,full,1.0,2026-09-15
229,001484,天弘新价值混合A,0.22106999783622028,134.9,full,1.0,2026-09-15
230,014049,中银远见成长混合A,0.2200768007247933,51.7,full,1.0,2026-09-15
231,004666,长城久嘉创新成长混合A,0.21784794022595966,109.4,full,1.0,2026-09-15
232,007808,华银量化优选灵活配置,0.21664273932714306,83.9,full,1.0,2026-09-15
233,000592,建信改革红利股票A,0.21608339124501397,148.1,full,1.0,2026-09-15
234,000545,中邮核心竞争力灵活配置混合,0.21556750503010003,148.8,full,1.0,2026-09-15
235,002601,中银证券价值精选混合,0.2152062159588648,124.6,full,1.0,2026-09-15
236,018918,华夏清洁能源龙头混合发起式A,0.21365907678127316,36.8,full,1.0,2026-09-15
237,005598,广发中小盘精选混合A,0.2135154386576772,100.4,full,1.0,2026-09-15
238,010761,华商甄选回报混合A,0.21322562021580738,67.8,full,1.0,2026-09-15
239,012647,中欧洞见一年持有混合,0.21256323748716888,58.7,full,1.0,2026-09-15
240,481008,工银大盘蓝筹混合,0.21116382873276374,217.4,full,1.0,2026-09-15
241,007777,中邮研究精选混合,0.2096882393056918,84.1,full,1.0,2026-09-15
242,010137,华泰柏瑞量化创享混合A,0.20894280625307848,68.5,full,1.0,2026-09-15
243,012410,海富通成长领航混合A,0.2088517165384811,57.3,full,1.0,2026-09-15
244,202001,南方稳健成长混合,0.2088211272995546,299.6,full,1.0,2026-09-15
245,009847,圆信永丰研究精选混合A,0.20697162238578692,72.6,full,1.0,2026-09-15
246,000756,建信潜力新蓝筹股票A,0.2062609744940771,144.2,full,1.0,2026-09-15
247,016311,中欧优质企业混合A,0.20520314228299052,48.8,full,1.0,2026-09-15
248,007850,方正富邦天睿混合A,0.20493268114853724,83.9,full,1.0,2026-09-15
249,001743,诺安优选回报混合A,0.20292171455414332,119.8,full,1.0,2026-09-15
250,011277,上银科技驱动双周定期可赎回混合A,0.20258320606989222,63.2,full,1.0,2026-09-15
251,004959,圆信永丰优悦生活混合,0.20253771209578186,103.5,full,1.0,2026-09-15
252,001534,华宝万物互联混合A,0.2011521998722765,134.5,full,1.0,2026-09-15
253,166001,中欧新趋势混合A,0.2007090097260309,235.5,full,1.0,2026-09-15
254,005161,华商上游产业股票A,0.20046085014950643,104.6,full,1.0,2026-09-15
255,001536,南方君选,0.1995397416913851,127.4,full,1.0,2026-09-15
256,000066,诺安鸿鑫混合A,0.19604636156672672,160.4,full,1.0,2026-09-15
257,010381,浙商智选价值混合A,0.19585845363002985,65.0,full,1.0,2026-09-15
258,519908,华夏兴华混合A,0.1952406485240339,160.0,full,1.0,2026-09-15
259,000006,西部利得量化成长混合A,0.1937693639742566,89.9,full,1.0,2026-09-15
260,013693,博道盛兴一年持有期混合,0.19338968643688337,54.3,full,1.0,2026-09-15
261,000800,华商未来主题混合,0.19303336949797778,143.0,full,1.0,2026-09-15
262,002512,长城久润混合A,0.1920518863818872,124.6,full,1.0,2026-09-15
263,009750,汇安价值蓝筹混合A,0.19153881899182257,73.5,full,1.0,2026-09-15
264,001938,中欧时代先锋股票A,0.1911389353801738,130.4,full,1.0,2026-09-15
265,014307,嘉实多元动力混合A,0.19080177748618365,56.8,full,1.0,2026-09-15
266,200010,长城双动力混合A,0.18973113621989302,212.0,full,1.0,2026-09-15
267,012239,惠升优势企业一年持有期混合,0.18893273398371235,62.3,full,1.0,2026-09-15
268,001028,华安物联网主题股票A,0.18860189959708662,138.0,full,1.0,2026-09-15
269,008854,南方内需增长两年股票A,0.1885123589703357,78.8,full,1.0,2026-09-15
270,010062,南方行业精选一年混合A,0.18793480395931916,70.6,full,1.0,2026-09-15
271,015412,西部利得数字产业混合A,0.18692268934490097,50.6,full,1.0,2026-09-15
272,005352,鹏扬景泰成长混合A,0.1866079147974471,104.8,full,1.0,2026-09-15
273,000654,华商新锐产业混合,0.1862496366819093,145.7,full,1.0,2026-09-15
274,005634,汇安行业龙头混合A,0.18560514606791378,84.6,full,1.0,2026-09-15
275,011216,南方优质企业混合A,0.1853128177933594,66.2,full,1.0,2026-09-15
276,003561,诺德成长精选A,0.1808874572161845,114.7,full,1.0,2026-09-15
277,519670,银河行业混合A,0.17788890583089745,208.7,full,1.0,2026-09-15
278,012917,平安优势领航1年持有混合A,0.1774515209332339,60.7,full,1.0,2026-09-15
279,005009,申万菱信行业轮动股票A,0.17498631320014324,107.5,full,1.0,2026-09-15
280,009859,银华乐享混合A,0.17335827839129214,68.7,full,1.0,2026-09-15
281,470028,汇添富社会责任混合A,0.17326511058964167,185.6,full,1.0,2026-09-15
282,012064,圆信永丰兴诺一年持有期混合,0.1730062659645002,61.1,full,1.0,2026-09-15
283,010328,博时荣华灵活配置混合A,0.17267347765310626,70.1,full,1.0,2026-09-15
284,002103,招商康泰灵活配置混合,0.17262155525563672,127.3,full,1.0,2026-09-15
285,011229,创金合信数字经济主题股票A,0.17118412661275917,67.8,full,1.0,2026-09-15
286,001275,中邮创新优势灵活配置混合,0.17109628087040085,133.8,full,1.0,2026-09-15
287,011458,东方鑫享价值成长一年持有混合A,0.1706651391581544,63.9,full,1.0,2026-09-15
288,013534,鹏华沃鑫混合A,0.16885611000455514,56.8,full,1.0,2026-09-15
289,040016,华安行业轮动混合,0.1687141127815559,196.2,full,1.0,2026-09-15
290,010124,兴银景气优选混合A,0.1681795942970492,69.7,full,1.0,2026-09-15
291,010587,鹏扬先进制造混合A,0.1676296962183439,67.4,full,1.0,2026-09-15
292,519642,银河智造混合A,0.16746004414885585,126.2,full,1.0,2026-09-15
293,010488,鹏华优选成长混合A,0.16732741722643363,69.0,full,1.0,2026-09-15
294,014207,华安产业精选混合A,0.16724315820832136,56.5,full,1.0,2026-09-15
295,007802,兴全合泰混合A,0.16658557515859806,83.0,full,1.0,2026-09-15
296,000549,华安大国新经济股票A,0.16652473283084346,149.1,full,1.0,2026-09-15
297,166020,中欧成长优选混合A,0.16629284479916207,156.8,full,1.0,2026-09-15
298,009327,东兴兴晟混合A,0.16557235493586364,73.3,full,1.0,2026-09-15
299,004944,鑫元鑫趋势灵活配置混合A,0.16475588626245208,108.7,full,1.0,2026-09-15
300,008955,交银创新领航混合,0.16420769894453535,78.6,full,1.0,2026-09-15
301,001763,广发多策略混合,0.1634106318245081,129.2,full,1.0,2026-09-15
302,004423,华商研究精选灵活配置A,0.16226371214743351,111.7,full,1.0,2026-09-15
303,012993,汇添富品牌力一年持有混合A,0.16183251609829896,54.5,full,1.0,2026-09-15
304,004763,中科沃土沃嘉混合A,0.16137675565563736,105.3,full,1.0,2026-09-15
305,000136,民生加银策略精选混合A,0.16130174484707283,159.3,full,1.0,2026-09-15
306,014508,汇添富先进制造混合A,0.16106493957340207,54.5,full,1.0,2026-09-15
307,010826,大成产业趋势混合A,0.15886793045649417,67.2,full,1.0,2026-09-15
308,007066,浦银先进制造混合A,0.15881650189813357,80.0,full,1.0,2026-09-15
309,050014,博时创业成长混合A,0.15857085899412793,195.5,full,1.0,2026-09-15
310,011056,博时汇兴回报一年持有期混合,0.15765765723040603,68.0,full,1.0,2026-09-15
311,000689,前海开源新经济混合A,0.15659270472319098,144.9,full,1.0,2026-09-15
312,006369,弘毅远方国企转型升级混合A,0.15572305334850278,94.5,full,1.0,2026-09-15
313,004683,建信高端医疗股票A,0.15537625706736446,109.9,full,1.0,2026-09-15
314,519018,汇添富均衡增长混合,0.15450770012310056,241.3,full,1.0,2026-09-15
315,002142,博时外延增长混合A,0.1541756157427594,127.4,full,1.0,2026-09-15
316,001541,汇添富民营新动力股票,0.1541731190025888,133.3,full,1.0,2026-09-15
317,233007,大摩卓越成长混合,0.153847714816439,195.9,full,1.0,2026-09-15
318,005211,银河智慧混合A,0.15375891361270244,105.5,full,1.0,2026-09-15
319,501080,中金科创主题灵活配置混合(LOF),0.1530881463345286,86.2,full,1.0,2026-09-15
320,001156,申万菱信新能源汽车主题灵活配置混合A,0.1530708332971138,136.3,full,1.0,2026-09-15
321,013687,平安成长龙头1年持有混合A,0.15187357210258634,57.5,full,1.0,2026-09-15
322,400003,东方精选混合,0.15136681577972966,248.1,full,1.0,2026-09-15
