rank,fund_code,fund_name,score,age_months,age_group,coverage,as_of
1417,015838,广发招利混合A,-0.2771669622368548,47.8,full,1.0,2026-09-15
1418,006477,中邮沪港深精选混合A,-0.2777867043561636,89.6,full,1.0,2026-09-15
1419,005620,中欧品质消费股票A,-0.2790460834046343,103.1,full,1.0,2026-09-15
1420,016073,创金合信软件产业股票发起A,-0.2832281048700245,47.5,full,1.0,2026-09-15
1421,012971,东吴消费成长混合A,-0.2838357324579234,60.0,full,1.0,2026-09-15
1422,013348,创金合信大健康混合A,-0.2848844548171875,55.6,full,1.0,2026-09-15
1423,001193,中金消费升级股票A,-0.28489736151432066,134.7,full,1.0,2026-09-15
1424,162717,广发成长新动能混合A,-0.28579541609387005,116.9,full,1.0,2026-09-15
1425,005104,富荣福康混合A,-0.28593620275596743,103.1,full,1.0,2026-09-15
1426,008424,国联品牌优选混合A,-0.28649066827322234,76.1,full,1.0,2026-09-15
1427,481013,工银消费服务混合A,-0.28764428937955944,184.8,full,1.0,2026-09-15
1428,011184,东方阿尔法招阳混合A,-0.29230244488045976,66.0,full,1.0,2026-09-15
1429,014794,富国远见优选混合A,-0.2923338634173249,54.9,full,1.0,2026-09-15
1430,010701,恒越内需驱动混合A,-0.2935887369177803,68.3,full,1.0,2026-09-15
1431,398061,中海消费混合A,-0.29406739401536197,178.2,full,1.0,2026-09-15
1432,540002,汇丰晋信龙腾混合A,-0.29642940825817155,239.6,full,1.0,2026-09-15
1433,011121,广发兴诚混合A,-0.29903221247306455,68.3,full,1.0,2026-09-15
1434,009265,易方达消费精选股票,-0.30081486239762734,77.1,full,1.0,2026-09-15
1435,012523,国联高质量成长混合A,-0.3026210341633446,58.0,full,1.0,2026-09-15
1436,000538,诺安优势行业混合A,-0.3030788705681503,150.1,full,1.0,2026-09-15
1437,011917,山证资管品质生活混合A,-0.30357880086668365,63.6,full,1.0,2026-09-15
1438,006926,长城量化精选股票A,-0.3038898696433008,87.6,full,1.0,2026-09-15
1439,002443,前海开源沪港深龙头精选混合A,-0.30391892870849535,122.4,full,1.0,2026-09-15
1440,008180,同泰慧利混合A,-0.30488071890966606,74.4,full,1.0,2026-09-15
1441,013356,大摩沪港深精选混合A,-0.3093800171118217,57.7,full,1.0,2026-09-15
1442,012255,富国高质量混合,-0.3095168139350859,63.0,full,1.0,2026-09-15
1443,006179,富国品质生活混合A,-0.30985677487910146,89.9,full,1.0,2026-09-15
1444,008901,富国内需增长混合A,-0.31091471438348817,77.7,full,1.0,2026-09-15
1445,009476,建信食品饮料行业股票A,-0.31147151922326277,72.6,full,1.0,2026-09-15
1446,016541,交银启衡混合A,-0.3260948687161884,45.5,full,1.0,2026-09-15
1447,010143,交银施罗德启欣混合,-0.32973401068099595,70.6,full,1.0,2026-09-15
1448,011924,嘉实港股互联网产业核心资产A,-0.33155052590139067,60.9,full,1.0,2026-09-15
1449,018045,东方创新医疗股票A,-0.33929021681815585,40.3,full,1.0,2026-09-15
1450,005255,浦银港股通量化混合A,-0.33943709915400566,103.7,full,1.0,2026-09-15
1451,011876,景顺长城医疗健康混合A,-0.35187934159956147,60.9,full,1.0,2026-09-15
1452,018362,东方阿尔法瑞丰混合发起A,-0.38015480455162,40.1,full,1.0,2026-09-15
1453,008840,德邦大消费混合A,-0.3860196609431593,74.9,full,1.0,2026-09-15
1454,290012,泰信行业精选混合A,-0.3886563188254394,174.8,full,1.0,2026-09-15
1455,016847,中欧高端装备股票发起A,-0.4011299832344354,46.0,full,1.0,2026-09-15
1456,006235,东方城镇消费主题混合A,-0.4089000538873102,87.7,full,1.0,2026-09-15
1457,011188,信澳星奕混合A,-0.421486116610838,67.7,full,1.0,2026-09-15
1458,018438,财通资管品质消费混合发起式A,-0.421670483596144,40.2,full,1.0,2026-09-15
1459,007770,同泰开泰混合A,-0.42936136481951237,84.6,full,1.0,2026-09-15
1460,015150,恒越匠心优选一年持有混合A,-0.45281367427183994,45.7,full,1.0,2026-09-15
1461,008050,同泰慧择混合A,-0.5486601360799147,81.8,full,1.0,2026-09-15
